"Operation","Speed","Speed_MIN","Speed_Max","Surf_Disturbance","Depth","Depth_MIN","Depth_MAX","TILLAGE_TYPE","TILLAGE_TYPE_Modifier","STIR_original","Diesel_use","Burial_Coefficient","Source","Description"
"Aerator, field surface, ground driven 0 degree offset",9.654,5.6315,10.4585,30,15.24,7.62,20.32,"TILLAGE_TYPE_LIFT",0.4,7.02,3.2389,0.2,"USDA_MOSES_2023-02-24","AerWay tool .  Ground driven  8"" knife-tines mounted on a rotating shaft pulled across the soil, punch holes and shatter soil sideways as the blades rotate out of the soil.  Little inversion or residue burial.  0 degree offset gang angle.  060605 DTL"
"Aerator, field surface, ground driven 10 degree offset",9.654,5.6315,10.4585,100,15.24,7.62,20.32,"TILLAGE_TYPE_LIFT",0.4,23.4,5.0897,0.35,"USDA_MOSES_2023-02-24","AerWay tool .  Ground driven  8"" knife-tines mounted on a rotating shaft pulled across the soil, punch holes and shatter soil sideways as the blades rotate out of the soil.  Moderate inversion and residue burial.  10 degree offset gang angle.  060605 DTL"
"Aerator, field surface, ground driven 5 degree offset",9.654,5.6315,10.4585,50,15.24,7.62,20.32,"TILLAGE_TYPE_LIFT",0.4,11.7,4.1643,0.25,"USDA_MOSES_2023-02-24","AerWay tool .  5 degree gang angle setting.  Ground driven  8"" knife-tines mounted on a rotating shaft pulled across the soil, punch holes and shatter soil sideways as the blades rotate out of the soil.  Little inversion or residue burial.  10/11/01 DTL"
"Aerator, single drum, lugs, angle 0",9.654,4.827,17.699,33,11.43,7.62,15.24,"TILLAGE_TYPE_MIX_INV",0.8,11.583,3.2389,0.2,"USDA_MOSES_2023-02-24","Drum aerator typified by the Lawson Single Drum Pasture Aerator .  Ground driven  roller drum with 6"" blade lugs attached to a large roller drum mounted on a rotating shaft pulled across the soil. Punches holes and shatters soil as the blades rotate out of the soil.  Moderate soil disturbance, inversion and residue burial.  Drum is perpendicular to direction of travel with blade lugs mounted in a spiral fashion to reduce bounce.  020309 DTL

"
"Aerator, tandem drum, lugs, angle 10",9.654,4.827,17.699,100,11.43,7.62,15.24,"TILLAGE_TYPE_MIX_INV",0.8,35.1,6.0151,0.35,"USDA_MOSES_2023-02-24","Tandem Drum aerator typified by the Lawson Tandem Pasture Aerator .  Tandem ground driven  roller drums with 6"" blade lugs attached to large roller drums mounted on a rotating shaft pulled across the soil. Punches holes and shatters soil as the blades rotate out of the soil.  Total soil disturbance with moderate inversion and residue burial.  10 degree offset gang angle.  020309 DTL"
"Aerator, tandem drum, lugs, angle 5",9.654,4.827,17.699,80,11.43,7.62,15.24,"TILLAGE_TYPE_MIX_INV",0.8,28.08,5.0897,0.25,"USDA_MOSES_2023-02-24","Tandem Drum aerator typified by the Lawson Tandem Pasture Aerator .  Tandem ground driven  roller drums with 6"" blade lugs attached to large roller drums mounted on a rotating shaft pulled across the soil. Punches holes and shatters soil as the blades rotate out of the soil.  Significantl soil disturbance with moderate inversion and residue burial.  5 degree offset gang angle.  020309 DTL"
"Bed shaper",8.045,5.6315,10.4585,75,10.16,7.62,15.24,"TILLAGE_TYPE_MIX_INV",0.8,19.5,3.51652,0.375,"USDA_MOSES_2023-02-24","Bed shaping operation on existing beds.  May include drip tape installation. 10/28/01 DTL"
"Bed shaper high disturbance",8.045,5.6315,10.4585,100,10.16,7.62,15.24,"TILLAGE_TYPE_MIX_INV",0.8,26,4.1643,0.73,"USDA_MOSES_2023-02-24","Bed shaping operation on existing beds with high disturbance.  (Similar to Sundance wide bed disk and Rome Pegasus machines).    Rev040805 DTL"
"Bed shaper, 12 in",8.045,5.6315,10.4585,75,10.16,7.62,15.24,"TILLAGE_TYPE_MIX_INV",0.8,19.5,4.1643,0.375,"USDA_MOSES_2023-02-24","Bed shaping operation on existing 12"" high beds.  May include drip tape installation.  11/18/01 DTL"
"Bed shaper, 12 in, low flattening",8.045,5.6315,10.4585,75,10.16,7.62,15.24,"TILLAGE_TYPE_MIX_INV",0.8,19.5,4.1643,0.375,"USDA_MOSES_2023-02-24","Bed shaping operation on existing 12"" high beds in standing row crop residue.  Since no crop was planted in the furrows the residue flattening is minimal.   When reshaping beds following drilled or broadcast crops use Bed shaper, 12 in  03112010 DTL"
"Bed shaper, low flattening, high disturbance",8.045,5.6315,10.4585,100,10.16,7.62,15.24,"TILLAGE_TYPE_MIX_INV",0.8,26,4.1643,0.73,"USDA_MOSES_2023-02-24","Bed shaping operation on existing 10"" high beds in standing row crop residue.  Since no crop is planted in the furrows the residue flattening is minimal.  When reshaping beds following drilled or broadcast crops use Bed shaper, 12 in  03112010 DTL   Bed shaping operation on existing beds with high disturbance.  (Similar to Middle Buster machines) with inversion tillage.  Cloned from Bed shaper high disturbance.  Flattening changed to 0.1 because the machine is run in row middles and leaves the standing residue on the bed. 3-11-10 MAS

"
"Bedder, hipper, disk hiller",8.045,4.827,9.654,100,10.16,5.08,12.7,"TILLAGE_TYPE_MIX_INV",0.8,26,4.1643,0.95,"USDA_MOSES_2023-02-24","10/26/01 DTL
"
"Bedder, hipper, disk hiller after small grains",8.045,4.827,9.654,100,10.16,5.08,12.7,"TILLAGE_TYPE_MIX_INV",0.8,26,4.1643,0.55,"USDA_MOSES_2023-02-24","10/26/01 DTL.  11/10/2014 GGF, modified the burial amounts of the disturb surface process for use after small grains in high-residue fields.
"
"Bedder, hipper, hiller 12 in high",8.045,4.827,9.654,100,15.24,10.16,20.32,"TILLAGE_TYPE_MIX_INV",0.8,39,4.627,0.95,"USDA_MOSES_2023-02-24","Bedder/hipper/ridger with high 12"" ridges. 11/08/01 DTL"
"Bedder, hipper, hiller 15 in high",8.045,4.827,9.654,100,17.78,12.7,22.86,"TILLAGE_TYPE_MIX_INV",0.8,45.5,5.5524,0.95,"USDA_MOSES_2023-02-24","Bedder/hipper/ridger with high 15 inch ridges.02-28-02 DTL"
"Bedder, hipper, hiller 18 in high",8.045,4.827,9.654,100,20.32,15.24,25.4,"TILLAGE_TYPE_MIX_INV",0.8,52,6.9405,0.95,"USDA_MOSES_2023-02-24","Bedder/hipper/ridger with high 18 inch ridges. 2-28-02 DTL"
"Bulldozer, clearing/cutting",3.218,1.609,4.827,100,12.7,7.62,25.4,"TILLAGE_TYPE_INVERSION",1,16.25,4.627,0.9,"USDA_MOSES_2023-02-24","Clearing and or cutting with a bulldozer  101009 DTL"
"Bulldozer, clearing/cutting light",3.218,1.609,4.827,85,5.08,2.54,7.62,"TILLAGE_TYPE_COMPRESSION",0.15,0.82875,4.627,0.646,"USDA_MOSES_2023-02-24","Bulldozer, clearing/cutting light.  Grader or dozer blade for cutting and clearing vegetation.  Clears amd removes surface material with little to moderate disturbance of soil and roots.  06/26/03 DTL
from RUSLE1.06.  062403 gaw."
"Bulldozer, filling/leveling",3.218,1.609,4.827,100,5.08,2.54,10.16,"TILLAGE_TYPE_MIX_INV",0.8,5.2,5.5524,0.99,"USDA_MOSES_2023-02-24","Grader or dozer blade for filling and leveling material.  
from RUSLE1.06.  062403 gaw."
"Burrowing, heavy, Prairie dog",1.609,1.609,1.609,70,45.72,30.48,60.96,"TILLAGE_TYPE_MIX_INV",0.8,16.38,9.254e-08,0.7,"USDA_MOSES_2023-02-24","Prairie dog burrowing high infestation.  062205 DTL"
"Burrowing, light, Prairie dog",1.609,1.609,1.609,15,45.72,30.48,60.96,"TILLAGE_TYPE_MIX_INV",0.8,3.51,9.254e-08,0.15,"USDA_MOSES_2023-02-24","Prairie dog burrowing light infestation.  062205 DTL"
"Burrowing, moderate, Prairie dog",1.609,1.609,1.609,45,45.72,30.48,60.96,"TILLAGE_TYPE_MIX_INV",0.8,10.53,9.254e-08,0.45,"USDA_MOSES_2023-02-24","Prairie dog burrowing moderate infestation.  062205 DTL"
"Chisel plow, coulter, st. pts.",8.045,5.6315,10.4585,55,5.08,3.81,6.35,"TILLAGE_TYPE_MIX_INV",0.8,52.65,11.1048,0.1925,"USDA_MOSES_2023-02-24","Chisel plow with coulters and straight points  062806 DTL REV 110207 DTL"
"Chisel plow, coulter, st. pts., cover disks",8.045,5.6315,10.4585,55,5.08,3.81,6.35,"TILLAGE_TYPE_MIX_INV",0.8,56.30625,12.9556,0.1925,"USDA_MOSES_2023-02-24","Coulter chisel plow with straight points and covering disks. 061206 DTL REV 110207 DTL"
"Chisel plow, coulter, st. pts., cover disks, rlng basket",9.654,8.045,12.0675,50,2.54,2.54,2.54,"TILLAGE_TYPE_COMPRESSION",0.15,70.4925,16.6572,0.05,"USDA_MOSES_2023-02-24","Coulter caddy chisel plow with straight points or winged straight points, 2 ranks of leveling disks and a rolling basket incorporator. May be equipped with Phillips harrow in front of coulters.  Typical of the Krause ""Dominator""  033109 DTL  modified energy use 092711 LOS"
"Chisel plow, coulter, sweeps",8.045,5.6315,10.4585,55,5.08,3.81,6.35,"TILLAGE_TYPE_MIX_INV",0.8,52.65,12.0302,0.1925,"USDA_MOSES_2023-02-24","Coulter chisel plow with sweeps. 061206 DTL REV 110207 DTL"
"Chisel plow, coulter, twst. pts.",8.045,5.6315,10.4585,55,5.08,3.81,6.35,"TILLAGE_TYPE_MIX_INV",0.8,52.65,12.0302,0.1925,"USDA_MOSES_2023-02-24","Coulter chisel plow with twisted points. 061206 DTL REV 110207 DTL"
"Chisel plow, coulter, twst. pts., cover disks",8.045,5.6315,10.4585,55,5.08,3.81,6.35,"TILLAGE_TYPE_MIX_INV",0.8,56.30625,13.881,0.1925,"USDA_MOSES_2023-02-24","Coulter chisel plow with twisted points and covering disks. 061206 DTL rev 110207 DTL"
"Chisel plow, disk, st. pts.",8.045,5.6315,10.4585,100,7.62,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,65,13.881,0.6,"USDA_MOSES_2023-02-24","Disk chisel plow with straight points. 061206 DTL REV 110207 DTL"
"Chisel plow, disk, st. pts., cover disks",8.045,5.6315,10.4585,100,7.62,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,68.65625,13.881,0.6,"USDA_MOSES_2023-02-24","Disk chisel plow with straight points and covering disks. 061206 DTL REV 110207 DTL revised fuel use 92711 LOS"
"Chisel plow, disk, twst. pts.",8.045,5.6315,10.4585,100,7.62,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,65,16.1945,0.6,"USDA_MOSES_2023-02-24","Disk chisel plow with twisted points. 061206 DTL rev 110207 DTL"
"Chisel plow, disk, twst. pts., cover disks",8.045,5.6315,10.4585,100,7.62,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,68.65625,17.30498,0.6,"USDA_MOSES_2023-02-24","Disk chisel plow with twisted points and covering disks. 061206 DTL REV 110207 DTL revised energy use 092711 LOS"
"Chisel, 12-16 in. low crown sweep 3 to 4  in. depth",8.8495,6.436,11.263,100,8.89,5.08,12.7,"TILLAGE_TYPE_MIX_INV",0.8,25.025,6.84796,0.4,"USDA_MOSES_2023-02-24","Chisel plow with 12 to 16 inch low crown sweeps operating at 3 to 4 inch depth 022806 DTL"
"Chisel, st. pt.",8.045,5.6315,10.4585,100,17.78,10.16,20.32,"TILLAGE_TYPE_MIX_INV",0.8,45.5,9.254,0.76,"USDA_MOSES_2023-02-24","060701 DTL"
"Chisel, st. pt. 12 in deep",6.436,4.827,8.045,100,30.48,25.4,35.56,"TILLAGE_TYPE_MIX_INV",0.8,62.4,10.1794,0.8,"USDA_MOSES_2023-02-24","Chisel plow with straight points at 12 inch operating depth  02-28-02  DTL REV 110207 DTL"
"Chisel, st. pt. 15 in deep",6.436,4.827,8.045,100,38.1,30.48,45.72,"TILLAGE_TYPE_MIX_INV",0.8,78,12.0302,0.85,"USDA_MOSES_2023-02-24","Chisel plow with straight points at 15 inch operating depth  02-28-02  DTL rev 110207 DTL"
"Chisel, st. pt. 5 in deep",8.045,5.6315,10.4585,100,12.7,10.16,15.24,"TILLAGE_TYPE_MIX_INV",0.8,32.5,6.84796,0.65,"USDA_MOSES_2023-02-24","Chisel plow with straight points operated at 5 inch depth.  012605 DTL"
"Chisel, st. pt. 5 in deep, coil tine har",8.045,5.6315,10.4585,100,12.7,10.16,15.24,"TILLAGE_TYPE_MIX_INV",0.8,34.9375,8.88384,0.65,"USDA_MOSES_2023-02-24","Chisel plow with straight points operated at 5 inch depth.  012605 DTL with a coiled tine harrow dragged behind 09-13-11 GGF"
"Chisel, st. pt., coil tine har",8.045,5.6315,10.4585,100,17.78,10.16,20.32,"TILLAGE_TYPE_MIX_INV",0.8,47.9375,11.1048,0.76,"USDA_MOSES_2023-02-24","Chisel st pt 060701 DTL with a coiled tine harrow dragged behind 09-13-11 GGF"
"Chisel, sweep shovel",8.045,5.6315,10.4585,100,17.78,12.7,22.86,"TILLAGE_TYPE_MIX_INV",0.8,45.5,10.1794,0.6,"USDA_MOSES_2023-02-24","060701 DTL REV 10/4/01 DTL"
"Chisel, sweep shovel 5 in. depth",8.045,5.6315,10.4585,100,12.7,10.16,17.78,"TILLAGE_TYPE_MIX_INV",0.8,32.5,7.4032,0.55,"USDA_MOSES_2023-02-24","Chisel plow with sweeps operating at 5 inch depth 012605 DTL"
"Chisel, sweep shovel 5 in. depth, coil tine har",8.045,5.6315,10.4585,100,12.7,10.16,17.78,"TILLAGE_TYPE_MIX_INV",0.8,34.9375,9.254,0.55,"USDA_MOSES_2023-02-24","Chisel plow with sweeps operating at 5 inch depth 012605 DTL with a coiled tine harrow dragged behind 09-13-11 GGF"
"Chisel, sweep shovel, coil tine har",8.045,5.6315,10.4585,100,17.78,12.7,22.86,"TILLAGE_TYPE_MIX_INV",0.8,47.9375,12.0302,0.6,"USDA_MOSES_2023-02-24","Chisel, sweep shovel 060701 DTL REV 10/4/01 DTL with a coiled tine harrow dragged behind 09-13-11 GGF"
"Chisel, twisted shovel",8.045,5.6315,10.4585,100,17.78,10.16,20.32,"TILLAGE_TYPE_MIX_INV",0.8,45.5,10.1794,0.9,"USDA_MOSES_2023-02-24","060701 DTL"
"Chisel, twisted shovel, coil tine har",8.045,5.6315,10.4585,100,17.78,10.16,20.32,"TILLAGE_TYPE_MIX_INV",0.8,47.9375,12.0302,0.9,"USDA_MOSES_2023-02-24","Chisel, twisted shovel 060701 DTL with a coiled tine harrow dragged behind 09-13-11 GGF"
"Chisel, winged with furrow diker",8.045,5.6315,10.4585,100,25.4,15.24,30.48,"TILLAGE_TYPE_MIX_INV",0.8,74.1,9.254,0.9,"USDA_MOSES_2023-02-24","Chisel plow shanks on 30 inch spacing with winged straight points and a furrow diker.  071211 DTL"
"Continuous disturbance and smoothing",6.436,1.609,8.045,100,10.16,2.54,15.24,"TILLAGE_TYPE_MIXING",0.7,19.175,19.4334,1,"USDA_MOSES_2023-02-24","Not a real operation.  For use in continous disturbance for Potential erodibility estimation purposes only 092408 DTL"
"Coulter caddy, dbl gang w/ fluted coulters",9.654,8.045,12.872,100,5.08,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,15.6,3.2389,0.2,"USDA_MOSES_2023-02-24","Coulter Caddy fluted coulters with two offset gangs on 10 inch spacing with effective spacing of 5 inches.  Typified by the Great Plains Turbo-till without attachments.  103107 DTL
Changed the burial ratio of gravel-rock from 1 to 0.1 to be more in line with similar implements 03282022 GGF"
"Coulter caddy, w/ fluted coulters",9.654,8.045,12.872,55,5.08,3.81,6.35,"TILLAGE_TYPE_MIX_INV",0.8,8.58,3.2389,0.1325,"USDA_MOSES_2023-02-24","Coulter Caddy fluted coulters on 7 to 10 inch spacing.  040405 DTL rev 103107DTL
Changed residue burial ratio and resurfacing according to 2022 protocol. 03282022 GGF"
"Coulter caddy, with smooth coulters",9.654,8.045,12.872,25,5.08,3.81,6.35,"TILLAGE_TYPE_MIXING",0.7,3.4125,3.2389,0.0725,"USDA_MOSES_2023-02-24","Coulter Caddy smooth coulters on 7 to 10 inch spacing.  101706 DTL
Changed residue burial ratio and resurfacing according to 2022 protocol. 03282022 GGF"
"Coulter tiller and spike harrow",9.654,8.045,12.872,100,5.08,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,18.525,7.8659,0.2,"USDA_MOSES_2023-02-24","Like tubo-till machine with two gangs of fluted Coulters and a spike harrow.     103107 DTL"
"Coulter tiller, 10 degree angle, coiled tine harrow, rolling basket",9.654,8.045,12.872,100,5.08,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,20.71875,7.8659,0.2,"USDA_MOSES_2023-02-24","Like Salford RTS machine with multiple ranks of staggered   fluted coulters preloaded on a 10 degree angle followed by a coiled tine harrow and a rolling basket.     103107 DTL"
"Cover crop underseeder",8.045,5.6315,10.4585,10,6.35,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,1.625,3.2389,0.0525,"USDA_MOSES_2023-02-24","A tool bar with Drill or Air seeder units with two single disk no-till openers spaced about 10 inches apart and operated in standing corn or wide row soybean at about a month to 5 weeks after planting to interseed a cover crop. 071310 DTL"
"Cultipacker, roller",9.654,4.827,12.872,100,3.81,2.54,5.08,"TILLAGE_TYPE_COMPRESSION",0.15,35.5875,5.73748,0.05,"USDA_MOSES_2023-02-24","Based on core Cultipacker Roller finishing tool.  Consists of an inline gang of ridged rollers followed by one or more rows of staggered field cultivator shanks, followed by a second row of ridged rollers. When the gang of sping cultivator teeth are raised out of the ground use operation ""Roller, corregated packer"". 112806 DTL"
"Cultivate, manually",1.609,1.609,1.609,100,7.62,2.54,15.24,"TILLAGE_TYPE_MIX_INV",0.8,3.9,9.254e-08,0.5,"USDA_MOSES_2023-02-24","gaw 01-22-02
High intensity manually till small fields with hoe or similar hand tool.
Use this operation before planting, as all veg. killed.  Rev notes 03172016 LOS
"
"Cultivate, manually, low intensity",1.609,1.609,1.609,50,7.62,2.54,15.24,"TILLAGE_TYPE_MIX_INV",0.8,1.95,9.254e-08,0.265,"USDA_MOSES_2023-02-24","6/20/06 MPR Manually till small fields with hoe or similary hand tool at lower intensity (50% disturbance) than existing ""Cultivate, manually""  and ""Cultivate, manually, moderate intensity"" files. Use this operation before planting, as all veg. killed.
Changed residue burial ratio and resurfacing according to 2022 protocol. 03282022 GGF"
"Cultivate, manually, moderate intensity",1.609,1.609,1.609,75,7.62,2.54,15.24,"TILLAGE_TYPE_MIX_INV",0.8,2.925,9.254e-08,0.3875,"USDA_MOSES_2023-02-24","6/20/06 MPR Manually till small fields with hoe or similary hand tool at less intensity (75% disturbance) than existing ""Cultivate, manually"" file. Use this operation before planting, as all veg. killed.
Changed residue burial ratio and resurfacing according to 2022 protocol. 03282022 GGF"
"Cultivate, rows manually",1.609,1.609,1.609,100,7.62,2.54,15.24,"TILLAGE_TYPE_MIX_INV",0.8,3.9,9.254e-08,0.5,"USDA_MOSES_2023-02-24","Manually cultivate between crop rows in small fields with hoe or similar hand tool. 102109 DTL

"
"Cultivator, between beds, add residue",8.045,4.827,9.654,50,7.62,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,9.75,3.97922,0.57,"USDA_MOSES_2023-02-24","Cultivator used on beds covered with plastic mulch.  This operation cultivates between the beds and adds other cover.  User must specify type of residue cover, ie., ""weed residue""  and dry weight.  Rev 043008 DTL
"
"Cultivator, field 6-12 in shovels C",9.654,4.827,12.872,100,10.16,5.08,15.24,"TILLAGE_TYPE_MIX_INV",0.8,31.2,6.84796,0.72,"USDA_MOSES_2023-02-24","060701 DTL"
"Cultivator, field 6-12 in sweeps",8.045,5.6315,10.4585,100,10.16,5.08,15.24,"TILLAGE_TYPE_MIX_INV",0.8,26,6.84796,0.4,"USDA_MOSES_2023-02-24","060701 DTL"
"Cultivator, field 6-12 in sweeps, coil tine har",8.045,5.6315,10.4585,100,10.16,5.08,15.24,"TILLAGE_TYPE_MIX_INV",0.8,28.4375,8.88384,0.4,"USDA_MOSES_2023-02-24","Field cultivator w/ 6-12 inch sweeps 060701 DTL with a coil tine harrow dragged behind 09-13-11 GGF"
"Cultivator, field w/ spike points",9.654,4.827,12.872,100,10.16,5.08,15.24,"TILLAGE_TYPE_MIX_INV",0.8,31.2,6.84796,0.5,"USDA_MOSES_2023-02-24","Field cultivator w/ spike points 01-03-02  DTL"
"Cultivator, field w/ spike points, coil tine har",9.654,4.827,12.872,100,10.16,5.08,15.24,"TILLAGE_TYPE_MIX_INV",0.8,34.125,8.88384,0.5,"USDA_MOSES_2023-02-24","Field cultivator w/ spike points 01-03-02  DTL with a coiled tine harrow dragged behind 09-13-11 GGF"
"Cultivator, hipper, disk hiller on beds",8.045,4.827,9.654,50,5.08,2.54,10.16,"TILLAGE_TYPE_MIX_INV",0.8,6.5,3.97922,0.57,"USDA_MOSES_2023-02-24","Cultivator used on beds covered with plastic mulch.  Adds other cover.  User must specify type of residue cover, ie., ""weed residue""  and dry weight.  Rev 043008 DTL
"
"Cultivator, off bar w/disk hillers on beds",8.045,3.218,8.8495,65,6.35,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,10.5625,3.97922,0.494,"USDA_MOSES_2023-02-24","Off bar cultivator w/ opposing gangs of disk hillers.  12-18-01 DTL"
"Cultivator, rotary",6.436,3.218,8.8495,85,3.81,2.54,5.08,"TILLAGE_TYPE_MIX_INV",0.8,6.63,4.99716,0.4,"USDA_MOSES_2023-02-24","Rotary row crop cultivator operated on preformed beds or flat planted with spider gangs typified by the Lilliston Rolling Cultivator.  082907 DTL"
"Cultivator, rotary on beds",6.436,3.218,8.8495,85,3.81,2.54,5.08,"TILLAGE_TYPE_MIX_INV",0.8,6.63,4.99716,0.4,"USDA_MOSES_2023-02-24","Rotary row crop cultivator operated on preformed beds with spider gangs typified by the Lilliston Rolling Cultivator.  082907 DTL"
"Cultivator, rotary on beds, Bedder, hipper, disk hiller",6.436,3.218,8.8495,85,3.81,2.54,5.08,"TILLAGE_TYPE_MIX_INV",0.8,27.43,7.77336,0.4,"USDA_MOSES_2023-02-24","Rotary row crop cultivator operated on preformed beds with spider gangs typified by the Lilliston Rolling Cultivator followed by shovels to reform furrow. 082907 DTL rev 91311 ggf;  revised to delete kill veg process since the bedder, hipper, disk hiller behind the row cultivators clean up the furrow during the growing season. 112211 los"
"Cultivator, row - 1st pass ridge till",8.045,5.6315,10.4585,90,7.62,2.54,10.16,"TILLAGE_TYPE_MIX_INV",0.8,17.55,5.73748,0.684,"USDA_MOSES_2023-02-24","060701 DTL"
"Cultivator, row - 2nd pass ridge till",8.045,5.6315,10.4585,100,7.62,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,19.5,6.84796,0.95,"USDA_MOSES_2023-02-24","Ridgetill cultivator second pass with ridging wings down.  051107 DTL"
"Cultivator, row 1 in ridge",8.045,3.218,8.8495,75,7.62,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,14.625,5.73748,0.57,"USDA_MOSES_2023-02-24","Row crop cultivator w/ sweeps leaving a 1"" ridge 05-14-02 DTL"
"Cultivator, row 3 in ridge",8.045,3.218,8.8495,90,7.62,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,17.55,5.73748,0.684,"USDA_MOSES_2023-02-24","Row crop cultivator w/ sweeps leaving a 3"" ridge 05-14-02 DTL"
"Cultivator, row between beds",8.045,3.218,8.8495,65,6.35,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,10.5625,5.73748,0.494,"USDA_MOSES_2023-02-24","Cultivator w/ opposing gangs of disk hillers.  Used to cultivate between Sugarcane beds. 020106 DTL"
"Cultivator, row, high residue",8.045,3.218,9.654,50,6.35,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,8.125,3.97922,0.25,"USDA_MOSES_2023-02-24","High residue cultivator w/ single 24"" sweep per row.  12-18-01 DTL"
"Disk, inter row strips",8.045,4.827,9.654,85,7.62,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,16.575,4.1643,0.628,"USDA_MOSES_2023-02-24","6/8/01 DTL; Revision 9/1/05 of Disk, tandem light finishing to represent a disk in orchards, nurseries, and  vineyards that does not kill the tree or vineyard vegetation.  Used to disk weeds or annual cover crops in the inter-row areas; tmg.
Changed to 85% disturbance since row area of orchard is not disked.  rev 043008 DTL
Changed residue burial ratio and resurfacing according to 2022 protocol. 03282022 GGF
"
"Disk, offset, heavy",8.045,4.827,9.654,100,15.24,10.16,17.78,"TILLAGE_TYPE_MIX_INV",0.8,39,8.3286,0.95,"USDA_MOSES_2023-02-24","6/8/01 DTL
"
"Disk, offset, heavy 12 in depth",8.045,4.827,9.654,100,30.48,25.4,35.56,"TILLAGE_TYPE_MIX_INV",0.8,78,10.1794,0.99,"USDA_MOSES_2023-02-24","Heavy or Offset disk at 12inch depth  101706 DTL
"
"Disk, offset, heavy 15 in depth",6.436,3.218,8.045,100,38.1,30.48,45.72,"TILLAGE_TYPE_MIX_INV",0.8,78,12.0302,0.99,"USDA_MOSES_2023-02-24","Heavy or Offset disk at 15inch depth  082907DTL
"
"Disk, offset, heavy, roller, corr packer",8.045,4.827,9.654,100,15.24,10.16,17.78,"TILLAGE_TYPE_MIX_INV",0.8,40.828125,10.6421,0.95,"USDA_MOSES_2023-02-24","Heavy or Offset disk at 6-8 inch depth with corrugated roller packer.  Based on; Disk, offset, heavy , 6/8/01 DTL and
Corregated packer roller   10-11-01 DTL 
tmg; 11/19/2007 Fixed burial ratios for packer component  101112 DTL
"
"Disk, offset, heavy, roller, smooth",8.045,4.827,9.654,100,15.24,10.16,17.78,"TILLAGE_TYPE_MIX_INV",0.8,40.21875,9.254,0.95,"USDA_MOSES_2023-02-24","Disk, offset, heavy 6/8/01 DTL and smooth roller   09-16-11 GGF
"
"Disk, oxen, strip 30 pct disturb",3.218,1.609,4.827,30,10.16,7.62,20.32,"TILLAGE_TYPE_MIX_INV",0.8,3.12,9.254e-08,0.306,"USDA_MOSES_2023-02-24","Disk pulled by oxen.30% disturbed in strips Puerto Rico.  082704 DTL
Changed residue burial ratio and resurfacing according to 2022 protocol. 03282022 GGF"
"Disk, oxen, strip 60 pct disturb",3.218,1.609,4.827,60,10.16,7.62,15.24,"TILLAGE_TYPE_MIX_INV",0.8,6.24,9.254e-08,0.59,"USDA_MOSES_2023-02-24","Disk pulled by oxen.60% disturbed in strips Puerto Rico.  082704 DTL
Changed residue burial ratio and resurfacing according to 2022 protocol. 03282022 GGF"
"Disk, single gang",8.045,4.827,9.654,100,7.62,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,19.5,3.51652,0.6,"USDA_MOSES_2023-02-24","Single disk gang  101706 DTL"
"Disk, tandem heavy primary op.",8.045,4.827,9.654,100,15.24,10.16,17.78,"TILLAGE_TYPE_MIX_INV",0.8,39,6.9405,0.95,"USDA_MOSES_2023-02-24","6/8/01 DTL"
"Disk, tandem heavy primary op., roller, smooth",8.045,4.827,9.654,100,15.24,10.16,17.78,"TILLAGE_TYPE_MIX_INV",0.8,40.21875,8.14352,0.95,"USDA_MOSES_2023-02-24","Disk, tandem heavy primary op. 6/8/01 DTL and smooth roller   09-16-11 GGF"
"Disk, tandem light finishing",8.045,4.827,9.654,100,7.62,5.08,10.16,"TILLAGE_TYPE_MIX_INV",0.8,19.5,3.7016,0.73,"USDA_MOSES_2023-02-24","6/8/01 DTL"
"Disk, tandem secondary and rolling basket",8.045,4.827,9.654,100,12.7,7.62,15.24,"TILLAGE_TYPE_MIX_INV",0.8,41.03125,4.44192,0.73,"USDA_MOSES_2023-02-24","Disk, tandem secondary and rolling basket. 04302014 GGF"
"Disk, tandem secondary op.",8.045,4.827,9.654,100,12.7,7.62,15.24,"TILLAGE_TYPE_MIX_INV",0.8,32.5,4.44192,0.73,"USDA_MOSES_2023-02-24","6/7/01 DTL"
