draw,draw_id,Year,analyte,treatment,volume_L,conc_fw_mg_L,load_g
86,3801,2011,NH4,CT,362329.8461339549,0.12594497001443986,45.63362160667755
87,1200,2011,NH4,CT,371910.9245499197,0.16165995324120722,60.12310267263417
88,3417,2011,NH4,CT,370844.68933913694,0.15352959848545775,56.935636254702004
89,3863,2011,NH4,CT,368642.9485946764,0.09755934952914472,35.96456627340256
90,1134,2011,NH4,CT,376405.31298076897,0.16685414714660582,62.80478747885745
91,84,2011,NH4,CT,396056.98940831574,0.016994175919517015,6.730662152159205
92,1895,2011,NH4,CT,352474.0943886573,0.15687791131421902,55.29539972006345
93,3101,2011,NH4,CT,375511.00812467805,0.11736433134132024,44.07159837985791
94,1165,2011,NH4,CT,373604.171286648,0.14299863141682778,53.42488518560878
95,2300,2011,NH4,CT,371106.1600744126,0.14811203113195415,54.96528713420136
96,2781,2011,NH4,CT,367920.38958338194,0.15069223447578664,55.44274561552176
97,3959,2011,NH4,CT,361571.9899760337,0.10129323148215025,36.62479527810409
98,2668,2011,NH4,CT,368872.76340241596,0.15360859707823155,56.662027686615545
99,1328,2011,NH4,CT,371497.43953346397,0.16237906864968746,60.32340823718746
100,3617,2011,NH4,CT,369220.92882111506,0.10567847201528774,39.01870359388075
101,557,2011,NH4,CT,380649.71359123563,-0.004245013602566343,-1.6158632120077778
102,1685,2011,NH4,CT,357706.8519471373,0.15749040153542557,56.33539574512767
103,287,2011,NH4,CT,382455.5218205849,-0.00224779996694234,-0.8596835093052262
104,2662,2011,NH4,CT,366928.3154662821,0.15567754382442275,57.12249891142375
105,3217,2011,NH4,CT,367594.6276222269,0.08085555020275012,29.7220658679702
106,2377,2011,NH4,CT,369385.3411246568,0.12864100433490144,47.51810126886602
107,2535,2011,NH4,CT,378068.40990802704,0.17148571394477424,64.83333119304358
108,2903,2011,NH4,CT,369908.9838527915,0.1275544209198202,47.183526228381936
109,2899,2011,NH4,CT,372437.4992534963,0.12178444089340998,45.357092614326845
110,3702,2011,NH4,CT,372360.47236971895,0.13441515300581797,50.05088986689442
111,1522,2011,NH4,CT,359798.6410002599,0.1608549404152467,57.875388959583546
112,858,2011,NH4,CT,377095.21288780577,0.0468818155745302,17.678908224644314
113,1840,2011,NH4,CT,357979.929153871,0.13043135122994365,46.69180587273889
114,2667,2011,NH4,CT,367518.5642967395,0.15266388087388919,56.10681031874023
115,576,2011,NH4,CT,377586.13764563145,0.0065379289414461104,2.4686313372022286
116,990,2011,NH4,CT,379710.9834474528,0.02703249937027047,10.264536920928046
117,3562,2011,NH4,CT,377482.5283765227,0.13744253872649076,51.88215702496387
118,3808,2011,NH4,CT,360885.21474182815,0.11431718158115026,41.25538062359397
119,3071,2011,NH4,CT,373763.6672681015,0.1121452867506251,41.91583364274647
120,3175,2011,NH4,CT,378159.8525149901,0.08004935905482688,30.271453814092816
121,316,2011,NH4,CT,379782.4537823378,0.015573993471909423,5.91472945595187
122,1075,2011,NH4,CT,379957.8700407918,0.14337994321608338,54.47833783095272
123,733,2011,NH4,CT,361533.46596463234,0.010025208266096961,3.624448291459317
124,1314,2011,NH4,CT,369143.4323861605,0.1428284617865781,52.724188626332996
125,2698,2011,NH4,CT,371196.78521524277,0.15553951947263928,57.735769602167345
126,3997,2011,NH4,CT,369399.6986331417,0.09075859989263048,33.526199448703586
127,811,2011,NH4,CT,372703.933089349,0.02769617835291933,10.322474603677122
128,955,2011,NH4,CT,379626.85685743514,0.04032639282689783,15.308981757273443
129,2330,2011,NH4,CT,367287.74230367865,0.13228102702772312,48.58519976662433
130,1167,2011,NH4,CT,373362.57308768714,0.13614085062566847,50.82989829194604
131,3514,2011,NH4,CT,371438.7593811302,0.13775350080685025,51.166989440103976
132,2333,2011,NH4,CT,369588.71507286304,0.13112338827265438,48.46172458769045
133,1706,2011,NH4,CT,366072.8122400131,0.16267953816053443,59.55255602833337
134,3120,2011,NH4,CT,375196.0007261187,0.08696618313365867,32.62936411016397
135,501,2011,NH4,CT,382974.13453581015,-0.018111481583279448,-6.936228984517711
136,3788,2011,NH4,CT,368262.0311764609,0.12339432035152785,45.441443048292555
137,2559,2011,NH4,CT,374447.98609743617,0.1658064579148118,62.08589424815058
138,3367,2011,NH4,CT,360365.3408781387,0.09758880344093736,35.16762241788307
139,536,2011,NH4,CT,381905.86095604475,-0.005420571537353905,-2.0701480398469743
140,2741,2011,NH4,CT,368845.01646358444,0.1622195700589037,59.83387998909192
141,988,2011,NH4,CT,380193.04815727356,0.03204929720040389,12.18491999391993
142,3286,2011,NH4,CT,363451.5799538733,0.09828248477486756,35.72092437321811
143,2785,2011,NH4,CT,369290.354828175,0.14683805747400294,54.22587834685449
144,3411,2011,NH4,CT,366267.35199959815,0.11973820474834931,43.856195186363614
145,3418,2011,NH4,CT,372015.96077592403,0.15490944301114576,57.62878527505464
146,3747,2011,NH4,CT,375604.863069751,0.13255959318811625,49.7900278480043
147,1067,2011,NH4,CT,372271.45029273274,0.14640613196957947,54.502823080064566
148,1025,2011,NH4,CT,370304.9382326815,0.1451769499229441,53.759741474024914
149,29,2011,NH4,CT,386628.34545855905,0.03104811209930053,12.004080210564432
150,3662,2011,NH4,CT,370486.2445024797,0.11105794102314882,41.145439491844286
151,1942,2011,NH4,CT,353720.2856565444,0.17560077477271482,62.1135562141152
152,838,2011,NH4,CT,367123.81970912335,0.03776319434829626,13.8637681535645
153,1820,2011,NH4,CT,355627.11431638576,0.12768847274068365,45.40948309223582
154,1652,2011,NH4,CT,370700.9719974157,0.1678005580912454,62.20382998613349
155,2281,2011,NH4,CT,369585.0881026415,0.15734271954066456,58.151522863745726
156,1317,2011,NH4,CT,372876.7452896425,0.14883944320863607,55.4987671543588
157,573,2011,NH4,CT,382693.7595053244,0.010769488862648547,4.121416180797692
158,1966,2011,NH4,CT,356877.51489326084,0.17742910111865967,63.32045667697235
159,369,2011,NH4,CT,378069.71163173683,-0.012189818299692885,-4.6086010894081575
160,2499,2011,NH4,CT,371606.4426200981,0.15508985314594576,57.632388614038334
161,86,2011,NH4,CT,393970.2864948078,0.02662388178152957,10.489018333073098
162,1507,2011,NH4,CT,357131.71086295124,0.17821653722204042,63.64677684217812
163,2375,2011,NH4,CT,370193.4494859119,0.13549212134126137,50.158295777485286
164,1646,2011,NH4,CT,367888.7988208207,0.16641246703335183,61.22128260570923
165,355,2011,NH4,CT,385039.08646376646,-0.015262960071087213,-5.876836202504364
166,1843,2011,NH4,CT,360230.1364070185,0.12721145069272968,45.82539823557673
167,2860,2011,NH4,CT,371971.9828976329,0.13537583022610766,50.35601600561857
168,1073,2011,NH4,CT,377566.97442932654,0.15098140116613035,57.00559083339623
169,361,2011,NH4,CT,376624.76663506945,-0.026686550965037838,-10.050816029502263
170,1340,2011,NH4,CT,367436.6041212608,0.1436283359606849,52.77430802098162
171,1266,2011,NH4,CT,359963.26591788395,0.12614593901855972,45.407904191398984
172,3512,2011,NH4,CT,371557.69520467985,0.13509745998609993,50.19650086044175
173,2806,2011,NH4,CT,369501.3924416137,0.15315144831095104,56.58967340534624
174,1841,2011,NH4,CT,357997.62493684626,0.1322641381447524,47.3502473201403
175,2866,2011,NH4,CT,372912.61605144374,0.12080307115267042,45.048989290591024
176,247,2011,NH4,CT,382513.1851958664,-0.004139893491676088,-1.5835638458726575
177,751,2011,NH4,CT,366508.5219350504,0.023656382149716142,8.670265656023174
178,219,2011,NH4,CT,376548.60642250435,0.004616038385480573,1.7381628212454967
179,135,2011,NH4,CT,383068.10076415923,0.033904256460502616,12.98763913014571
180,111,2011,NH4,CT,388510.0640415844,0.045323688375591774,17.608709073401972
181,532,2011,NH4,CT,377471.47509096813,-0.006904932155767829,-2.606414926240741
182,2425,2011,NH4,CT,375545.3156952234,0.13176093040919235,49.4822002068165
183,408,2011,NH4,CT,383863.1188544327,-0.009202105194315824,-3.5323487999166483
184,3123,2011,NH4,CT,375100.36959971895,0.08914502795465597,33.438332933768734
185,1589,2011,NH4,CT,359733.0128517478,0.16988643698341532,61.11375981869259
186,912,2011,NH4,CT,383959.9887511351,0.041559691919589206,15.957258841946114
187,2515,2011,NH4,CT,377002.35219164187,0.1541266780898179,58.10612017534533
188,3428,2011,NH4,CT,371219.53895889106,0.13759745822174063,51.07886500298983
189,2178,2011,NH4,CT,367228.95390219067,0.15261587287986528,56.04496734654264
190,3888,2011,NH4,CT,360483.08851403545,0.10930515702857306,39.40266059617165
191,3137,2011,NH4,CT,376141.1941369682,0.09116217223320414,34.28984832391737
192,1836,2011,NH4,CT,359620.54008143785,0.12807431522222046,46.058154410775245
193,359,2011,NH4,CT,379382.48036037205,-0.033642404399951926,-12.763338826540455
194,2153,2011,NH4,CT,367709.933352739,0.13237553176773323,48.67579796384658
195,1148,2011,NH4,CT,366785.87083593063,0.17748155495646797,65.09772669202319
196,2042,2011,NH4,CT,371493.30068662396,0.14645208670080223,54.40596908092465
197,1101,2011,NH4,CT,369579.4968826668,0.14295235845919083,52.832260717538375
198,1242,2011,NH4,CT,363623.17481012526,0.1366612791164804,49.69320818594728
199,3682,2011,NH4,CT,369321.274400486,0.11886486635678103,43.89932392432983
200,1218,2011,NH4,CT,373538.28833521483,0.16505306762491526,61.653640365087305
201,19,2011,NH4,CT,383490.4568551448,0.03874488463694913,14.858293510223504
202,273,2011,NH4,CT,382258.7367776194,-0.017376110444194907,-6.642170028506344
203,418,2011,NH4,CT,384789.26442687534,-0.007149872432253845,-2.751194153952951
204,1995,2011,NH4,CT,358027.67146649264,0.18094887146571653,64.78470310536017
205,1567,2011,NH4,CT,358859.3111845111,0.16228241384741113,58.23655525064172
206,2467,2011,NH4,CT,378748.9569756936,0.14275014815638082,54.06646972235496
207,867,2011,NH4,CT,383159.52688611695,0.029674104482626407,11.369915834332335
208,686,2011,NH4,CT,365208.27163874276,-0.00520621440169945,-1.9013525634253876
209,403,2011,NH4,CT,383180.3843730791,-0.02850287743389464,-10.92174353085851
210,1611,2011,NH4,CT,365704.82431374065,0.15982288906603387,58.44800156720838
211,1040,2011,NH4,CT,370253.6336153536,0.14899577112593465,55.16622565269889
212,1064,2011,NH4,CT,371624.2550962877,0.13906304138258418,51.679199165227075
213,1801,2011,NH4,CT,357573.81564613123,0.13627936227448226,48.729931562308046
214,818,2011,NH4,CT,378306.96681211656,0.02813318949262206,10.64298158370436
215,2652,2011,NH4,CT,368340.7917907237,0.15552424940892104,57.28592516993996
216,634,2011,NH4,CT,368275.3289216198,0.0068956083432956,2.539482430741853
217,664,2011,NH4,CT,366481.4117585622,0.006473540520716333,2.3724322691083795
218,3210,2011,NH4,CT,370992.630741358,0.08755870541525677,32.483634466313696
219,719,2011,NH4,CT,362189.7959319922,0.011259203641951793,4.077968669435263
220,500,2011,NH4,CT,382719.1801255931,-0.012137053960887965,-4.645083341051124
221,3045,2011,NH4,CT,373205.8116129827,0.11096274567055461,41.41194155678432
222,2809,2011,NH4,CT,368546.92414840066,0.1481270248014637,54.59175937383331
223,2720,2011,NH4,CT,369317.5812598895,0.15410366479503768,56.9131927453881
224,2277,2011,NH4,CT,371137.94437609985,0.1516054533343163,56.26653630670488
225,423,2011,NH4,CT,384414.1050506481,-0.009840561071824919,-3.7828504776218224
226,421,2011,NH4,CT,385385.47350969183,-0.01215717119893828,-4.685197179041217
227,989,2011,NH4,CT,379810.3210106554,0.025811418073781876,9.803442984343326
228,140,2011,NH4,CT,383392.01636278076,0.04163894828009241,15.964040340330172
229,126,2011,NH4,CT,387116.34266797197,0.022943866306719393,8.881945611320122
230,3598,2011,NH4,CT,380020.9828757745,0.12178798542010397,46.2819899218084
231,3580,2011,NH4,CT,377116.3849949305,0.11587065937269511,43.69672418960974
232,998,2011,NH4,CT,374839.0059297503,0.03182388341579721,11.928832824401693
233,3700,2011,NH4,CT,369567.7214069499,0.13402812260571906,49.53246787584691
234,3790,2011,NH4,CT,368589.98109914036,0.12281333513675176,45.26776487677772
235,2319,2011,NH4,CT,369541.14855412766,0.14253410968777658,52.67221860216097
236,1154,2011,NH4,CT,372126.23734535783,0.16707135764212994,62.171635687546406
237,2625,2011,NH4,CT,371201.4758495756,0.15750461960488524,58.4659472504594
238,1536,2011,NH4,CT,357331.2198212362,0.16168566043904314,57.77533427228548
239,3523,2011,NH4,CT,377011.48051185475,0.14772549371638896,55.6942070953605
240,504,2011,NH4,CT,379838.601721611,-0.013578639833111703,-5.157691567490518
241,1481,2011,NH4,CT,363380.4964824454,0.16137804286951993,58.6416333392915
242,358,2011,NH4,CT,377834.266317102,-0.018466530394239542,-6.977287962929961
243,785,2011,NH4,CT,371042.46792740567,0.016053189054342134,5.956414884828321
244,2175,2011,NH4,CT,369256.04183168453,0.1467338989590374,54.18237873214449
245,2693,2011,NH4,CT,369745.8378201182,0.1528355545719292,56.51031017390035
246,3113,2011,NH4,CT,368806.98227726354,0.10220080731919358,37.69237133369185
247,3035,2011,NH4,CT,365342.8864430458,0.11571422209653172,42.27536790325857
248,1572,2011,NH4,CT,356509.7943565342,0.15893265901886347,56.66104958335219
249,305,2011,NH4,CT,376244.63936173177,0.011529695081588439,4.337985967922974
250,1833,2011,NH4,CT,355847.8628233054,0.13039293196827983,46.40004616817704
251,2461,2011,NH4,CT,376921.789193688,0.144431836976797,54.43950640982539
252,981,2011,NH4,CT,373703.8587971449,0.03380139569902951,12.631712005456546
253,2624,2011,NH4,CT,372039.180071697,0.1599225707972983,59.497462114384774
254,129,2011,NH4,CT,385346.6022495144,0.01833997669010465,7.067247702867123
255,309,2011,NH4,CT,374752.3698650482,0.001824185841809036,0.6836179672922041
256,3972,2011,NH4,CT,367400.16426448856,0.09449186472454603,34.71632662145604
257,3050,2011,NH4,CT,370629.5648114752,0.10156547341046548,37.64316720999228
258,441,2011,NH4,CT,377813.92765619163,0.004112629232836412,1.553808603451595
259,2904,2011,NH4,CT,369435.82434773486,0.12703936899006973,46.93289400746248
260,3189,2011,NH4,CT,370492.9136683287,0.07673895666226196,28.43123964566904
261,3746,2011,NH4,CT,371221.8801182141,0.12700060341060496,47.145402774232444
262,470,2011,NH4,CT,382585.89617676067,0.007723680273601475,2.9549711392585882
263,3686,2011,NH4,CT,370200.93476809555,0.11732484650758253,43.43376784863038
264,2610,2011,NH4,CT,373975.70020280994,0.1763463060330387,65.94923327688466
265,1360,2011,NH4,CT,363186.22771301004,0.15984878676230788,58.05487786870394
266,1822,2011,NH4,CT,357472.32984891447,0.13013836100708476,46.52086311192171
267,1790,2011,NH4,CT,358973.7084811925,0.13310119864052672,47.77983087928173
268,349,2011,NH4,CT,383641.3004779564,-0.011921247703017827,-4.5734829721056105
269,3144,2011,NH4,CT,380245.63884120405,0.08374402988007393,31.84330214088559
270,894,2011,NH4,CT,373044.45132172777,0.0529925496313079,19.768576601350684
271,590,2011,NH4,CT,381391.0241189573,0.004744233986737582,1.8094082588618101
272,1956,2011,NH4,CT,348969.99769387004,0.17646090422852015,61.5795613416849
273,474,2011,NH4,CT,383244.7660668774,-0.001538145109276872,-0.5894860625817264
274,2216,2011,NH4,CT,369864.46336765663,0.1561267011229168,57.74571852819013
275,2549,2011,NH4,CT,374903.6075714594,0.16242548650239064,60.89390085129563
276,3775,2011,NH4,CT,371080.7386257734,0.12970581297710465,48.131328883600425
277,2888,2011,NH4,CT,372459.2578144716,0.12195656453147588,45.423851510996215
278,952,2011,NH4,CT,379916.8055246382,0.02355875785119306,8.950368024953757
279,455,2011,NH4,CT,389476.41946342506,0.011987424511865439,4.668819177469447
280,3768,2011,NH4,CT,368901.1596414989,0.12567542412972868,46.36180969989412
281,2404,2011,NH4,CT,372156.5665764478,0.12048683112688872,44.83996538985919
282,3697,2011,NH4,CT,370399.9367014936,0.1340556998195806,49.65422272764708
283,3306,2011,NH4,CT,374279.1179854112,0.09760082901289474,36.52995219759118
284,3556,2011,NH4,CT,380737.81642110005,0.14849232575404095,56.53664386288423
285,3952,2011,NH4,CT,367760.86645240814,0.10928457540052934,40.1905901391822
286,2121,2011,NH4,CT,371359.6049817224,0.13532597648497766,50.25460117122716
287,3611,2011,NH4,CT,374022.2451311463,0.11254445327176946,42.09412908976459
288,1577,2011,NH4,CT,361970.29537491064,0.17110723959754043,61.935738057907315
289,15,2011,NH4,CT,385041.01863836753,0.020311770662447173,7.820864866217568
290,3513,2011,NH4,CT,373174.2601060611,0.12703343063578706,47.40560648624448
291,3366,2011,NH4,CT,360709.47029837174,0.09715242342032067,35.04379919014699
292,62,2011,NH4,CT,394190.5743090621,0.018747099435756996,7.389929893210144
293,390,2011,NH4,CT,381704.87766311964,-0.017183371287023554,-6.5589766349532885
294,1668,2011,NH4,CT,359242.8937624686,0.1615063776375391,58.02001846360359
295,1059,2011,NH4,CT,367789.5443955745,0.13999742829950718,51.48959037082785
296,381,2011,NH4,CT,385196.99752260116,-0.02085522821022842,-8.033371289228638
297,1891,2011,NH4,CT,355085.5325613542,0.1560863829067356,55.42401640001366
298,2125,2011,NH4,CT,372980.4241193929,0.13656992115890595,50.93790711580079
299,3978,2011,NH4,CT,370390.41728134657,0.10917302008494299,40.43664046512687
300,1351,2011,NH4,CT,362960.6874405233,0.148052141812379,53.73710716926293
301,2713,2011,NH4,CT,369887.3161731302,0.15030154682608712,55.594635772171415
302,2079,2011,NH4,CT,370134.7224531173,0.13832965865097868,51.20060981181445
303,2597,2011,NH4,CT,378058.11402671563,0.15868964285826348,59.99390709456815
304,2012,2011,NH4,CT,373227.3210084596,0.15724134995983122,58.68676779726146
305,2791,2011,NH4,CT,371722.0326281687,0.153148079597408,56.92851544104907
306,1052,2011,NH4,CT,370551.3857332189,0.14856347056378413,55.05039988674649
307,2110,2011,NH4,CT,374262.94385723025,0.14380537170878166,53.82102175821188
308,1172,2011,NH4,CT,369893.6371774756,0.15015223288821591,55.540355553341556
309,797,2011,NH4,CT,376102.16755623254,0.008191124867839948,3.0806998175183633
310,3199,2011,NH4,CT,372294.88764433644,0.09156462025480033,34.08904000995722
311,3942,2011,NH4,CT,370388.85362061823,0.11482063014834389,42.528281572642086
312,1596,2011,NH4,CT,363673.19018636935,0.15900849353061866,57.827126109008766
313,961,2011,NH4,CT,381241.6937655036,0.02924648623135589,11.1499799475316
314,3356,2011,NH4,CT,360096.62504781096,0.09185692778873207,33.0773696839829
315,334,2011,NH4,CT,378834.62228698784,-0.005426256062073844,-2.0556536657082227
316,3699,2011,NH4,CT,369664.7685221926,0.13469490448348478,49.79196068700624
317,1292,2011,NH4,CT,371071.2597035856,0.15023180496509317,55.74670511594051
318,2141,2011,NH4,CT,370621.2532180284,0.13939992887127428,51.664576336775696
319,3408,2011,NH4,CT,371987.42522533156,0.12265244846416548,45.62516850176759
320,3372,2011,NH4,CT,366706.7985633231,0.11472663344377564,42.07103646011484
321,2762,2011,NH4,CT,369019.0526882076,0.1433322968818674,52.89234841497164
322,610,2011,NH4,CT,374728.777561413,-0.01024438990549322,-3.8388677061479535
323,3354,2011,NH4,CT,359096.6024891123,0.09322586075225454,33.477089860257685
324,1265,2011,NH4,CT,357893.55473386537,0.12409797639286783,44.41386590652278
325,2081,2011,NH4,CT,372977.8587667212,0.13806985024671212,51.49699710526054
326,3068,2011,NH4,CT,373656.4966162973,0.09941704965783753,37.14782647907603
327,2485,2011,NH4,CT,374393.96339184395,0.14150702931632192,52.97937755354362
328,3741,2011,NH4,CT,368283.8523433301,0.1187696947553094,43.74096072612675
329,3840,2011,NH4,CT,368555.42485286895,0.10104285041909307,37.239890664553734
330,2265,2011,NH4,CT,372759.32335358846,0.15230308854717572,56.772396231506896
331,2840,2011,NH4,CT,373836.68854028883,0.1368289631109035,51.1516864657815
332,2853,2011,NH4,CT,370509.0797036661,0.13239204975541186,49.052456514959616
333,2156,2011,NH4,CT,368186.082661272,0.1319414921267029,48.57902112661381
334,3766,2011,NH4,CT,366088.6742704358,0.12718699487232832,46.5617183372514
335,1294,2011,NH4,CT,364419.71497633983,0.14864460575882826,54.1690248634026
336,3824,2011,NH4,CT,369316.7249427957,0.1110480885315141,41.011916367616415
337,2257,2011,NH4,CT,369554.0852213773,0.15358296798238494,56.75721323831435
338,3055,2011,NH4,CT,369554.81457612594,0.09584644548539424,35.42051538913563
339,1362,2011,NH4,CT,364206.96321296407,0.16221064831760565,59.07824762456125
340,1633,2011,NH4,CT,365897.41527504113,0.1641920269971661,60.07743828703285
341,1760,2011,NH4,CT,359243.36759200983,0.13997397094723063,50.28472069830928
342,1608,2011,NH4,CT,367875.176589638,0.16227114558031724,59.695526335762054
343,3816,2011,NH4,CT,367627.69715304207,0.09495892878515258,34.909532313405364
344,568,2011,NH4,CT,385277.8956802174,0.0038516689144312576,1.4839628942089824
345,1002,2011,NH4,CT,368565.93455672736,0.16322238308642031,60.15821016282267
346,743,2011,NH4,CT,364263.1655702428,0.010127332605948315,3.6890142338254694
347,1735,2011,NH4,CT,366600.00082192203,0.1476082837885426,54.113196958202224
348,3506,2011,NH4,CT,375302.0262630672,0.13274953208277754,49.821168376140456
