Year,Treatment,Rep,Analyte,n_expected_physical_events,ExpectedIrrigationLabels,n_observed_event_loads,ObservedIncompleteSubtotal_kg,MissingIrrigationLabels,PlotComplete,ObservedReplicateAnnualLoad_kg,n_complete_plots,ObservedAnnualLoad_kg,ObservedSampleSD_kg,ObservedSE_kg,ObservedMinimum_kg,ObservedMaximum_kg,ObservedAnnualLoadRangeLow_kg,ObservedAnnualLoadRangeHigh_kg,IntervalType,CompletenessDefinition,observed_event_fraction,ObservedAnnualLoadComplete,ObservedIntervalType
2011,MT,2,NO2,6,1;2;3;4;5;6,0,,1;2;3;4;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2011,MT,2,NO3,6,1;2;3;4;5;6,1,0.267711951,1;3;4;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.16666666666666666,False,none
2011,MT,2,OP,6,1;2;3;4;5;6,1,0.00850810584,1;3;4;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.16666666666666666,False,none
2011,MT,2,Se,6,1;2;3;4;5;6,0,,1;2;3;4;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2011,MT,2,TDS,6,1;2;3;4;5;6,0,,1;2;3;4;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2011,MT,2,TKN,6,1;2;3;4;5;6,0,,1;2;3;4;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2011,MT,2,TN,6,1;2;3;4;5;6,1,0.1701621167999999,1;3;4;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.16666666666666666,False,none
2011,MT,2,TP,6,1;2;3;4;5;6,1,0.07030189179,1;3;4;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.16666666666666666,False,none
2011,MT,2,TSS,6,1;2;3;4;5;6,3,118.86308692200001,1;3;4,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.5,False,none
2011,ST,1,NH4,6,1;2;3;4;5;6,0,,1;2;3;4;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2011,ST,1,NO2,6,1;2;3;4;5;6,0,,1;2;3;4;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2011,ST,1,NO3,6,1;2;3;4;5;6,2,0.427351908,2;3;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.3333333333333333,False,none
2011,ST,1,OP,6,1;2;3;4;5;6,2,0.00411162896,2;3;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.3333333333333333,False,none
2011,ST,1,Se,6,1;2;3;4;5;6,0,,1;2;3;4;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2011,ST,1,TDS,6,1;2;3;4;5;6,0,,1;2;3;4;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2011,ST,1,TKN,6,1;2;3;4;5;6,0,,1;2;3;4;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2011,ST,1,TN,6,1;2;3;4;5;6,2,0.2148659002199999,2;3;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.3333333333333333,False,none
2011,ST,1,TP,6,1;2;3;4;5;6,2,0.11197644874000001,2;3;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.3333333333333333,False,none
2011,ST,1,TSS,6,1;2;3;4;5;6,5,181.64780739701,2,False,,1.0,67.3301241206,,,67.3301241206,67.3301241206,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.8333333333333334,True,none
2011,ST,2,NH4,6,1;2;3;4;5;6,0,,1;2;3;4;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2011,ST,2,NO2,6,1;2;3;4;5;6,0,,1;2;3;4;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2011,ST,2,NO3,6,1;2;3;4;5;6,3,0.5419485932799998,3;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.5,False,none
2011,ST,2,OP,6,1;2;3;4;5;6,3,0.01495413474,3;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.5,False,none
2011,ST,2,Se,6,1;2;3;4;5;6,0,,1;2;3;4;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2011,ST,2,TDS,6,1;2;3;4;5;6,0,,1;2;3;4;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2011,ST,2,TKN,6,1;2;3;4;5;6,0,,1;2;3;4;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2011,ST,2,TN,6,1;2;3;4;5;6,3,0.2895093898399998,3;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.5,False,none
2011,ST,2,TP,6,1;2;3;4;5;6,3,0.0828266509499999,3;5;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.5,False,none
2011,ST,2,TSS,6,1;2;3;4;5;6,6,67.3301241206,,True,67.3301241206,1.0,67.3301241206,,,67.3301241206,67.3301241206,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",1.0,True,none
2012,CT,1,NH4,10,1;10;2;3;4;5;6;7;8;9,2,0.0,10;2;4;5;6;7;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.2,False,none
2012,CT,1,NO2,10,1;10;2;3;4;5;6;7;8;9,2,0.0,10;2;4;5;6;7;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.2,False,none
2012,CT,1,NO3,10,1;10;2;3;4;5;6;7;8;9,6,0.35219106499999986,10;6;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.6,False,none
2012,CT,1,OP,10,1;10;2;3;4;5;6;7;8;9,6,0.0144660489999999,10;6;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.6,False,none
2012,CT,1,Se,10,1;10;2;3;4;5;6;7;8;9,2,0.0,10;2;4;5;6;7;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.2,False,none
2012,CT,1,TDS,10,1;10;2;3;4;5;6;7;8;9,2,0.0,10;2;4;5;6;7;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.2,False,none
2012,CT,1,TKN,10,1;10;2;3;4;5;6;7;8;9,2,0.0,10;2;4;5;6;7;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.2,False,none
2012,CT,1,TN,10,1;10;2;3;4;5;6;7;8;9,6,0.109570024,10;6;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.6,False,none
2012,CT,1,TP,10,1;10;2;3;4;5;6;7;8;9,6,0.0859443409999999,10;6;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.6,False,none
2012,CT,1,TSS,10,1;10;2;3;4;5;6;7;8;9,9,65.34138594,2,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.9,False,none
2012,CT,2,NH4,10,1;10;2;3;4;5;6;7;8;9,2,0.0,10;2;4;5;6;7;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.2,False,none
2012,CT,2,NO2,10,1;10;2;3;4;5;6;7;8;9,2,0.0,10;2;4;5;6;7;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.2,False,none
2012,CT,2,NO3,10,1;10;2;3;4;5;6;7;8;9,6,0.409429781,10;6;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.6,False,none
2012,CT,2,OP,10,1;10;2;3;4;5;6;7;8;9,6,0.008336244,10;6;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.6,False,none
2012,CT,2,Se,10,1;10;2;3;4;5;6;7;8;9,2,0.0,10;2;4;5;6;7;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.2,False,none
2012,CT,2,TDS,10,1;10;2;3;4;5;6;7;8;9,2,0.0,10;2;4;5;6;7;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.2,False,none
2012,CT,2,TKN,10,1;10;2;3;4;5;6;7;8;9,2,0.0,10;2;4;5;6;7;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.2,False,none
2012,CT,2,TN,10,1;10;2;3;4;5;6;7;8;9,6,0.157037673,10;6;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.6,False,none
2012,CT,2,TP,10,1;10;2;3;4;5;6;7;8;9,6,0.134205939,10;6;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.6,False,none
2012,CT,2,TSS,10,1;10;2;3;4;5;6;7;8;9,7,78.54079224,2;6;8,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.7,False,none
2012,MT,1,NH4,10,1;10;2;3;4;5;6;7;8;9,1,0.0,1;10;3;4;5;6;7;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.1,False,none
2012,MT,1,NO2,10,1;10;2;3;4;5;6;7;8;9,1,0.0,1;10;3;4;5;6;7;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.1,False,none
2012,MT,1,NO3,10,1;10;2;3;4;5;6;7;8;9,5,1.111141434,1;10;6;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.5,False,none
2012,MT,1,OP,10,1;10;2;3;4;5;6;7;8;9,5,0.027587289999999903,1;10;6;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.5,False,none
2012,MT,1,Se,10,1;10;2;3;4;5;6;7;8;9,1,0.0,1;10;3;4;5;6;7;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.1,False,none
2012,MT,1,TDS,10,1;10;2;3;4;5;6;7;8;9,1,0.0,1;10;3;4;5;6;7;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.1,False,none
2012,MT,1,TKN,10,1;10;2;3;4;5;6;7;8;9,1,0.0,1;10;3;4;5;6;7;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.1,False,none
2012,MT,1,TN,10,1;10;2;3;4;5;6;7;8;9,5,0.33085389400000004,1;10;6;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.5,False,none
2012,MT,1,TP,10,1;10;2;3;4;5;6;7;8;9,5,0.1741430519999999,1;10;6;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.5,False,none
2012,MT,1,TSS,10,1;10;2;3;4;5;6;7;8;9,6,92.76157380000001,1;10;3;6,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.6,False,none
2012,MT,2,NH4,10,1;10;2;3;4;5;6;7;8;9,1,0.0,1;10;3;4;5;6;7;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.1,False,none
2012,MT,2,NO2,10,1;10;2;3;4;5;6;7;8;9,1,0.0,1;10;3;4;5;6;7;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.1,False,none
2012,MT,2,NO3,10,1;10;2;3;4;5;6;7;8;9,4,0.439577222,1;10;5;6;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.4,False,none
2012,MT,2,OP,10,1;10;2;3;4;5;6;7;8;9,4,0.012736195,1;10;5;6;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.4,False,none
2012,MT,2,Se,10,1;10;2;3;4;5;6;7;8;9,1,0.0,1;10;3;4;5;6;7;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.1,False,none
2012,MT,2,TDS,10,1;10;2;3;4;5;6;7;8;9,1,0.0,1;10;3;4;5;6;7;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.1,False,none
2012,MT,2,TKN,10,1;10;2;3;4;5;6;7;8;9,1,0.0,1;10;3;4;5;6;7;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.1,False,none
2012,MT,2,TN,10,1;10;2;3;4;5;6;7;8;9,4,0.139928612,1;10;5;6;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.4,False,none
2012,MT,2,TP,10,1;10;2;3;4;5;6;7;8;9,4,0.086959598,1;10;5;6;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.4,False,none
2012,MT,2,TSS,10,1;10;2;3;4;5;6;7;8;9,7,48.41750496,1;3;5,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.7,False,none
2012,ST,1,NH4,10,1;10;2;3;4;5;6;7;8;9,2,0.0,10;3;4;5;6;7;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.2,False,none
2012,ST,1,NO2,10,1;10;2;3;4;5;6;7;8;9,2,0.0,10;3;4;5;6;7;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.2,False,none
2012,ST,1,NO3,10,1;10;2;3;4;5;6;7;8;9,4,0.254204952,10;3;6;7;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.4,False,none
2012,ST,1,OP,10,1;10;2;3;4;5;6;7;8;9,4,0.0056617849999999,10;3;6;7;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.4,False,none
2012,ST,1,Se,10,1;10;2;3;4;5;6;7;8;9,2,0.0,10;3;4;5;6;7;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.2,False,none
2012,ST,1,TDS,10,1;10;2;3;4;5;6;7;8;9,2,0.0,10;3;4;5;6;7;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.2,False,none
2012,ST,1,TKN,10,1;10;2;3;4;5;6;7;8;9,2,0.0,10;3;4;5;6;7;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.2,False,none
2012,ST,1,TN,10,1;10;2;3;4;5;6;7;8;9,4,0.051257719,10;3;6;7;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.4,False,none
2012,ST,1,TP,10,1;10;2;3;4;5;6;7;8;9,4,0.058015006999999896,10;3;6;7;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.4,False,none
2012,ST,1,TSS,10,1;10;2;3;4;5;6;7;8;9,7,65.347574067,3;6;7,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.7,False,none
2012,ST,2,NH4,10,1;10;2;3;4;5;6;7;8;9,2,0.0,10;3;4;5;6;7;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.2,False,none
2012,ST,2,NO2,10,1;10;2;3;4;5;6;7;8;9,2,0.0,10;3;4;5;6;7;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.2,False,none
2012,ST,2,NO3,10,1;10;2;3;4;5;6;7;8;9,5,0.502161735,10;3;6;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.5,False,none
2012,ST,2,OP,10,1;10;2;3;4;5;6;7;8;9,5,0.0079769069999999,10;3;6;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.5,False,none
2012,ST,2,Se,10,1;10;2;3;4;5;6;7;8;9,2,0.0,10;3;4;5;6;7;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.2,False,none
2012,ST,2,TDS,10,1;10;2;3;4;5;6;7;8;9,2,0.0,10;3;4;5;6;7;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.2,False,none
2012,ST,2,TKN,10,1;10;2;3;4;5;6;7;8;9,2,0.0,10;3;4;5;6;7;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.2,False,none
2012,ST,2,TN,10,1;10;2;3;4;5;6;7;8;9,5,0.140204182,10;3;6;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.5,False,none
2012,ST,2,TP,10,1;10;2;3;4;5;6;7;8;9,5,0.15396880200000002,10;3;6;8;9,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.5,False,none
2012,ST,2,TSS,10,1;10;2;3;4;5;6;7;8;9,9,64.20638507999999,3,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.9,False,none
2013,CT,1,NH4,7,1;2;3;4;5;6;7,0,,1;2;3;4;5;6;7,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2013,CT,1,NO2,7,1;2;3;4;5;6;7,0,,1;2;3;4;5;6;7,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2013,CT,1,NO3,7,1;2;3;4;5;6;7,2,0.230458468,1;2;3;5;7,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.2857142857142857,False,none
2013,CT,1,OP,7,1;2;3;4;5;6;7,0,,1;2;3;4;5;6;7,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2013,CT,1,Se,7,1;2;3;4;5;6;7,0,,1;2;3;4;5;6;7,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
2013,CT,1,TDS,7,1;2;3;4;5;6;7,0,,1;2;3;4;5;6;7,False,,0.0,,,,,,,,none,"every expected physical event has observed concentration and genuine runoff volume, or confirmed zero runoff",0.0,False,none
