Year,Analyte,Treatment,Rep,ExpectedIrrigationLabels,MissingIrrigationLabels,n_expected_physical_events,n_observed_event_loads,ObservedIncompleteSubtotal_kg,PlotComplete,ObservedReplicateAnnualLoad_kg
2012,TN,CT,1,1;10;2;3;4;5;6;7;8;9,10;6;8;9,10,6,0.109570024,False,
2012,TP,CT,1,1;10;2;3;4;5;6;7;8;9,10;6;8;9,10,6,0.0859443409999999,False,
2012,TSS,CT,1,1;10;2;3;4;5;6;7;8;9,2,10,9,65.34138594,False,
2012,NH4,CT,2,1;10;2;3;4;5;6;7;8;9,10;2;4;5;6;7;8;9,10,2,0.0,False,
2012,NO2,CT,2,1;10;2;3;4;5;6;7;8;9,10;2;4;5;6;7;8;9,10,2,0.0,False,
2012,NO3,CT,2,1;10;2;3;4;5;6;7;8;9,10;6;8;9,10,6,0.409429781,False,
2012,OP,CT,2,1;10;2;3;4;5;6;7;8;9,10;6;8;9,10,6,0.008336244,False,
2012,Se,CT,2,1;10;2;3;4;5;6;7;8;9,10;2;4;5;6;7;8;9,10,2,0.0,False,
2012,TDS,CT,2,1;10;2;3;4;5;6;7;8;9,10;2;4;5;6;7;8;9,10,2,0.0,False,
2012,TKN,CT,2,1;10;2;3;4;5;6;7;8;9,10;2;4;5;6;7;8;9,10,2,0.0,False,
2012,TN,CT,2,1;10;2;3;4;5;6;7;8;9,10;6;8;9,10,6,0.157037673,False,
2012,TP,CT,2,1;10;2;3;4;5;6;7;8;9,10;6;8;9,10,6,0.134205939,False,
2012,TSS,CT,2,1;10;2;3;4;5;6;7;8;9,2;6;8,10,7,78.54079224,False,
2012,NH4,MT,1,1;10;2;3;4;5;6;7;8;9,1;10;3;4;5;6;7;8;9,10,1,0.0,False,
2012,NO2,MT,1,1;10;2;3;4;5;6;7;8;9,1;10;3;4;5;6;7;8;9,10,1,0.0,False,
2012,NO3,MT,1,1;10;2;3;4;5;6;7;8;9,1;10;6;8;9,10,5,1.111141434,False,
2012,OP,MT,1,1;10;2;3;4;5;6;7;8;9,1;10;6;8;9,10,5,0.027587289999999903,False,
2012,Se,MT,1,1;10;2;3;4;5;6;7;8;9,1;10;3;4;5;6;7;8;9,10,1,0.0,False,
2012,TDS,MT,1,1;10;2;3;4;5;6;7;8;9,1;10;3;4;5;6;7;8;9,10,1,0.0,False,
2012,TKN,MT,1,1;10;2;3;4;5;6;7;8;9,1;10;3;4;5;6;7;8;9,10,1,0.0,False,
2012,TN,MT,1,1;10;2;3;4;5;6;7;8;9,1;10;6;8;9,10,5,0.33085389400000004,False,
2012,TP,MT,1,1;10;2;3;4;5;6;7;8;9,1;10;6;8;9,10,5,0.1741430519999999,False,
2012,TSS,MT,1,1;10;2;3;4;5;6;7;8;9,1;10;3;6,10,6,92.76157380000001,False,
2012,NH4,MT,2,1;10;2;3;4;5;6;7;8;9,1;10;3;4;5;6;7;8;9,10,1,0.0,False,
2012,NO2,MT,2,1;10;2;3;4;5;6;7;8;9,1;10;3;4;5;6;7;8;9,10,1,0.0,False,
2012,NO3,MT,2,1;10;2;3;4;5;6;7;8;9,1;10;5;6;8;9,10,4,0.439577222,False,
2012,OP,MT,2,1;10;2;3;4;5;6;7;8;9,1;10;5;6;8;9,10,4,0.012736195,False,
2012,Se,MT,2,1;10;2;3;4;5;6;7;8;9,1;10;3;4;5;6;7;8;9,10,1,0.0,False,
2012,TDS,MT,2,1;10;2;3;4;5;6;7;8;9,1;10;3;4;5;6;7;8;9,10,1,0.0,False,
2012,TKN,MT,2,1;10;2;3;4;5;6;7;8;9,1;10;3;4;5;6;7;8;9,10,1,0.0,False,
2012,TN,MT,2,1;10;2;3;4;5;6;7;8;9,1;10;5;6;8;9,10,4,0.139928612,False,
2012,TP,MT,2,1;10;2;3;4;5;6;7;8;9,1;10;5;6;8;9,10,4,0.086959598,False,
2012,TSS,MT,2,1;10;2;3;4;5;6;7;8;9,1;3;5,10,7,48.41750496,False,
2012,NH4,ST,1,1;10;2;3;4;5;6;7;8;9,10;3;4;5;6;7;8;9,10,2,0.0,False,
2012,NO2,ST,1,1;10;2;3;4;5;6;7;8;9,10;3;4;5;6;7;8;9,10,2,0.0,False,
2012,NO3,ST,1,1;10;2;3;4;5;6;7;8;9,10;3;6;7;8;9,10,4,0.254204952,False,
2012,OP,ST,1,1;10;2;3;4;5;6;7;8;9,10;3;6;7;8;9,10,4,0.0056617849999999,False,
2012,Se,ST,1,1;10;2;3;4;5;6;7;8;9,10;3;4;5;6;7;8;9,10,2,0.0,False,
2012,TDS,ST,1,1;10;2;3;4;5;6;7;8;9,10;3;4;5;6;7;8;9,10,2,0.0,False,
2012,TKN,ST,1,1;10;2;3;4;5;6;7;8;9,10;3;4;5;6;7;8;9,10,2,0.0,False,
2012,TN,ST,1,1;10;2;3;4;5;6;7;8;9,10;3;6;7;8;9,10,4,0.051257719,False,
2012,TP,ST,1,1;10;2;3;4;5;6;7;8;9,10;3;6;7;8;9,10,4,0.058015006999999896,False,
2012,TSS,ST,1,1;10;2;3;4;5;6;7;8;9,3;6;7,10,7,65.347574067,False,
2012,NH4,ST,2,1;10;2;3;4;5;6;7;8;9,10;3;4;5;6;7;8;9,10,2,0.0,False,
2012,NO2,ST,2,1;10;2;3;4;5;6;7;8;9,10;3;4;5;6;7;8;9,10,2,0.0,False,
2012,NO3,ST,2,1;10;2;3;4;5;6;7;8;9,10;3;6;8;9,10,5,0.502161735,False,
2012,OP,ST,2,1;10;2;3;4;5;6;7;8;9,10;3;6;8;9,10,5,0.0079769069999999,False,
2012,Se,ST,2,1;10;2;3;4;5;6;7;8;9,10;3;4;5;6;7;8;9,10,2,0.0,False,
2012,TDS,ST,2,1;10;2;3;4;5;6;7;8;9,10;3;4;5;6;7;8;9,10,2,0.0,False,
2012,TKN,ST,2,1;10;2;3;4;5;6;7;8;9,10;3;4;5;6;7;8;9,10,2,0.0,False,
2012,TN,ST,2,1;10;2;3;4;5;6;7;8;9,10;3;6;8;9,10,5,0.140204182,False,
2012,TP,ST,2,1;10;2;3;4;5;6;7;8;9,10;3;6;8;9,10,5,0.15396880200000002,False,
2012,TSS,ST,2,1;10;2;3;4;5;6;7;8;9,3,10,9,64.20638507999999,False,
2013,NH4,CT,1,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,,False,
2013,NO2,CT,1,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,,False,
2013,NO3,CT,1,1;2;3;4;5;6;7,1;2;3;5;7,7,2,0.230458468,False,
2013,OP,CT,1,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,,False,
2013,Se,CT,1,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,,False,
2013,TDS,CT,1,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,,False,
2013,TKN,CT,1,1;2;3;4;5;6;7,1;2;3;5;7,7,2,0.091407094,False,
2013,TN,CT,1,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,,False,
2013,TP,CT,1,1;2;3;4;5;6;7,1;2;3;5;7,7,2,0.0047202159999999,False,
2013,TSS,CT,1,1;2;3;4;5;6;7,1;2;3;5;7,7,2,6.423621434,False,
2013,NH4,CT,2,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,,False,
2013,NO2,CT,2,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,,False,
2013,NO3,CT,2,1;2;3;4;5;6;7,1;3;5;7,7,3,0.4574230209999999,False,
2013,OP,CT,2,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,,False,
2013,Se,CT,2,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,,False,
2013,TDS,CT,2,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,,False,
2013,TKN,CT,2,1;2;3;4;5;6;7,1;3;5;7,7,3,0.281150102,False,
2013,TN,CT,2,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,,False,
2013,TP,CT,2,1;2;3;4;5;6;7,1;3;5;7,7,3,0.0693152599999999,False,
2013,TSS,CT,2,1;2;3;4;5;6;7,1;3;5;7,7,3,144.1491807,False,
2013,NH4,MT,1,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,,False,
2013,NO2,MT,1,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,,False,
2013,NO3,MT,1,1;2;3;4;5;6;7,1;3;4;5;7,7,2,0.476216431,False,
2013,OP,MT,1,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,,False,
2013,Se,MT,1,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,,False,
2013,TDS,MT,1,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,,False,
2013,TKN,MT,1,1;2;3;4;5;6;7,1;3;4;5;7,7,2,0.1867965409999999,False,
2013,TN,MT,1,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,,False,
2013,TP,MT,1,1;2;3;4;5;6;7,1;3;4;5;7,7,2,0.0228136439999999,False,
2013,TSS,MT,1,1;2;3;4;5;6;7,1;3;4;5;7,7,2,52.719976475,False,
2013,NH4,MT,2,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,,False,
2013,NO2,MT,2,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,,False,
2013,NO3,MT,2,1;2;3;4;5;6;7,1;3;4;5;7,7,2,0.44191448099999986,False,
2013,OP,MT,2,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,,False,
2013,Se,MT,2,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,,False,
2013,TDS,MT,2,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,,False,
2013,TKN,MT,2,1;2;3;4;5;6;7,1;3;4;5;7,7,2,0.22907351,False,
2013,TN,MT,2,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,,False,
2013,TP,MT,2,1;2;3;4;5;6;7,1;3;4;5;7,7,2,0.0413424549999999,False,
2013,TSS,MT,2,1;2;3;4;5;6;7,1;3;4;5;7,7,2,68.545311757,False,
2013,NH4,ST,1,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,,False,
2013,NO2,ST,1,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,,False,
2013,NO3,ST,1,1;2;3;4;5;6;7,1;3;5;7,7,3,0.5890805009999999,False,
2013,OP,ST,1,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,,False,
2013,Se,ST,1,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,,False,
2013,TDS,ST,1,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,,False,
2013,TKN,ST,1,1;2;3;4;5;6;7,1;3;5;7,7,3,0.18198343199999992,False,
2013,TN,ST,1,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,,False,
2013,TP,ST,1,1;2;3;4;5;6;7,1;3;5;7,7,3,0.0064268789999999,False,
2013,TSS,ST,1,1;2;3;4;5;6;7,1;3;5;7,7,3,17.080419999999997,False,
2013,NH4,ST,2,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,,False,
2013,NO2,ST,2,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,,False,
2013,NO3,ST,2,1;2;3;4;5;6;7,1;3;5;7,7,3,0.369131817,False,
2013,OP,ST,2,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,,False,
2013,Se,ST,2,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,,False,
2013,TDS,ST,2,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,,False,
2013,TKN,ST,2,1;2;3;4;5;6;7,1;3;5;7,7,3,0.2081467739999999,False,
2013,TN,ST,2,1;2;3;4;5;6;7,1;2;3;4;5;6;7,7,0,,False,
2013,TP,ST,2,1;2;3;4;5;6;7,1;3;5;7,7,3,0.016724596,False,
2013,TSS,ST,2,1;2;3;4;5;6;7,1;3;5;7,7,3,22.546433475,False,
2014,NH4,CT,1,1;2;3;4;5,1;2;3;4;5,5,0,,False,
2014,NO2,CT,1,1;2;3;4;5,1;2;3;4;5,5,0,,False,
2014,NO3,CT,1,1;2;3;4;5,2;5,5,3,0.6907550182000001,False,
2014,OP,CT,1,1;2;3;4;5,2;5,5,3,0.0110787886699999,False,
2014,Se,CT,1,1;2;3;4;5,1;2;3;4;5,5,0,,False,
2014,TDS,CT,1,1;2;3;4;5,1;2;3;4;5,5,0,,False,
2014,TKN,CT,1,1;2;3;4;5,2;5,5,3,0.374318644,False,
2014,TN,CT,1,1;2;3;4;5,2;5,5,3,0.4152511882399999,False,
2014,TP,CT,1,1;2;3;4;5,2;5,5,3,0.0839292608899999,False,
2014,TSS,CT,1,1;2;3;4;5,2;5,5,3,67.42065539154,False,
2014,NH4,CT,2,1;2;3;4;5,1;2;3;4;5,5,0,,False,
2014,NO2,CT,2,1;2;3;4;5,1;2;3;4;5,5,0,,False,
2014,NO3,CT,2,1;2;3;4;5,2;5,5,3,1.574040010775,False,
2014,OP,CT,2,1;2;3;4;5,2;5,5,3,0.0225545020649999,False,
2014,Se,CT,2,1;2;3;4;5,1;2;3;4;5,5,0,,False,
2014,TDS,CT,2,1;2;3;4;5,1;2;3;4;5,5,0,,False,
2014,TKN,CT,2,1;2;3;4;5,2;5,5,3,0.8479111038999999,False,
2014,TN,CT,2,1;2;3;4;5,2;5,5,3,1.2023245067500001,False,
2014,TP,CT,2,1;2;3;4;5,2;5,5,3,0.2325426685699999,False,
2014,TSS,CT,2,1;2;3;4;5,2;5,5,3,242.06815161247,False,
2014,NH4,MT,1,1;2;3;4;5,2;3;4;5,5,1,0.0,False,
2014,NO2,MT,1,1;2;3;4;5,2;3;4;5,5,1,0.0,False,
2014,NO3,MT,1,1;2;3;4;5,2;3;4;5,5,1,0.0,False,
2014,OP,MT,1,1;2;3;4;5,2;3;4;5,5,1,0.0,False,
2014,Se,MT,1,1;2;3;4;5,2;3;4;5,5,1,0.0,False,
2014,TDS,MT,1,1;2;3;4;5,2;3;4;5,5,1,0.0,False,
2014,TKN,MT,1,1;2;3;4;5,2;3;4;5,5,1,0.0,False,
2014,TN,MT,1,1;2;3;4;5,2;3;4;5,5,1,0.0,False,
2014,TP,MT,1,1;2;3;4;5,2;3;4;5,5,1,0.0,False,
2014,TSS,MT,1,1;2;3;4;5,2;3;4;5,5,1,0.0,False,
2014,NH4,MT,2,1;2;3;4;5,2;3;4;5,5,1,0.0,False,
2014,NO2,MT,2,1;2;3;4;5,2;3;4;5,5,1,0.0,False,
2014,NO3,MT,2,1;2;3;4;5,2;4;5,5,2,0.0547476927,False,
2014,OP,MT,2,1;2;3;4;5,2;4;5,5,2,0.0040846654,False,
2014,Se,MT,2,1;2;3;4;5,2;3;4;5,5,1,0.0,False,
2014,TDS,MT,2,1;2;3;4;5,2;3;4;5,5,1,0.0,False,
2014,TKN,MT,2,1;2;3;4;5,2;4;5,5,2,0.0321502695999999,False,
2014,TN,MT,2,1;2;3;4;5,2;4;5,5,2,0.0328749683,False,
2014,TP,MT,2,1;2;3;4;5,2;4;5,5,2,0.0055340628,False,
2014,TSS,MT,2,1;2;3;4;5,2;4;5,5,2,1.7129242,False,
2014,NH4,ST,1,1;2;3;4;5,1;2;3;4;5,5,0,,False,
2014,NO2,ST,1,1;2;3;4;5,1;2;3;4;5,5,0,,False,
2014,NO3,ST,1,1;2;3;4;5,2;5,5,3,0.7034290050999998,False,
2014,OP,ST,1,1;2;3;4;5,2;5,5,3,0.0084787625349998,False,
2014,Se,ST,1,1;2;3;4;5,1;2;3;4;5,5,0,,False,
2014,TDS,ST,1,1;2;3;4;5,1;2;3;4;5,5,0,,False,
2014,TKN,ST,1,1;2;3;4;5,2;5,5,3,0.3825716201999999,False,
2014,TN,ST,1,1;2;3;4;5,2;5,5,3,0.3936721643999999,False,
2014,TP,ST,1,1;2;3;4;5,2;5,5,3,0.0939419286,False,
2014,TSS,ST,1,1;2;3;4;5,2;5,5,3,80.07449143720999,False,
2014,NH4,ST,2,1;2;3;4;5,1;2;3;4;5,5,0,,False,
2014,NO2,ST,2,1;2;3;4;5,1;2;3;4;5,5,0,,False,
2014,NO3,ST,2,1;2;3;4;5,2;5,5,3,0.221120541065,False,
2014,OP,ST,2,1;2;3;4;5,2;5,5,3,0.00230166481,False,
2014,Se,ST,2,1;2;3;4;5,1;2;3;4;5,5,0,,False,
2014,TDS,ST,2,1;2;3;4;5,1;2;3;4;5,5,0,,False,
2014,TKN,ST,2,1;2;3;4;5,2;5,5,3,0.1233888375,False,
2014,TN,ST,2,1;2;3;4;5,2;5,5,3,0.1296966904699999,False,
2014,TP,ST,2,1;2;3;4;5,2;5,5,3,0.017386919434999898,False,
2014,TSS,ST,2,1;2;3;4;5,2;5,5,3,14.663384735219998,False,
2015,NH4,CT,1,1;2;3;4;5;6,4,6,5,0.0100934702049999,False,
2015,NO2,CT,1,1;2;3;4;5;6,1;2;3;4;5;6,6,0,,False,
2015,NO3,CT,1,1;2;3;4;5;6,4,6,5,0.95969654341,False,
2015,OP,CT,1,1;2;3;4;5;6,4,6,5,0.0084006285149999,False,
2015,Se,CT,1,1;2;3;4;5;6,1;2;3;4;5;6,6,0,,False,
2015,TDS,CT,1,1;2;3;4;5;6,1;2;3;4;5;6,6,0,,False,
2015,TKN,CT,1,1;2;3;4;5;6,,6,6,0.20091683236,True,0.20091683236
2015,TN,CT,1,1;2;3;4;5;6,4,6,5,1.0620336632649998,False,
2015,TP,CT,1,1;2;3;4;5;6,,6,6,0.2269471951799999,True,0.2269471951799999
2015,TSS,CT,1,1;2;3;4;5;6,,6,6,278.915555463595,True,278.915555463595
2015,NH4,CT,2,1;2;3;4;5;6,4,6,5,0.007236730175,False,
2015,NO2,CT,2,1;2;3;4;5;6,1;2;3;4;5;6,6,0,,False,
2015,NO3,CT,2,1;2;3;4;5;6,4,6,5,0.7967745336549998,False,
2015,OP,CT,2,1;2;3;4;5;6,4,6,5,0.0045495007549998,False,
2015,Se,CT,2,1;2;3;4;5;6,1;2;3;4;5;6,6,0,,False,
2015,TDS,CT,2,1;2;3;4;5;6,1;2;3;4;5;6,6,0,,False,
2015,TKN,CT,2,1;2;3;4;5;6,,6,6,0.1152110935299997,True,0.1152110935299997
2015,TN,CT,2,1;2;3;4;5;6,4,6,5,0.8824077290150001,False,
2015,TP,CT,2,1;2;3;4;5;6,,6,6,0.11467546164,True,0.11467546164
2015,TSS,CT,2,1;2;3;4;5;6,,6,6,153.18944595037001,True,153.18944595037001
2015,NH4,MT,1,1;2;3;4;5;6,4,6,5,0.00317509352,False,
2015,NO2,MT,1,1;2;3;4;5;6,1;2;3;4;5;6,6,0,,False,
2015,NO3,MT,1,1;2;3;4;5;6,4,6,5,0.2611281937449998,False,
2015,OP,MT,1,1;2;3;4;5;6,4,6,5,0.001306345,False,
2015,Se,MT,1,1;2;3;4;5;6,1;2;3;4;5;6,6,0,,False,
2015,TDS,MT,1,1;2;3;4;5;6,1;2;3;4;5;6,6,0,,False,
2015,TKN,MT,1,1;2;3;4;5;6,,6,6,0.019471610219999998,True,0.019471610219999998
2015,TN,MT,1,1;2;3;4;5;6,4,6,5,0.2889515120299998,False,
2015,TP,MT,1,1;2;3;4;5;6,,6,6,0.0210914768499998,True,0.0210914768499998
2015,TSS,MT,1,1;2;3;4;5;6,,6,6,16.249978598865,True,16.249978598865
2015,NH4,MT,2,1;2;3;4;5;6,4,6,5,0.006348311285,False,
2015,NO2,MT,2,1;2;3;4;5;6,1;2;3;4;5;6,6,0,,False,
2015,NO3,MT,2,1;2;3;4;5;6,4,6,5,0.5053210544599998,False,
2015,OP,MT,2,1;2;3;4;5;6,4,6,5,0.0030131634099999,False,
2015,Se,MT,2,1;2;3;4;5;6,1;2;3;4;5;6,6,0,,False,
2015,TDS,MT,2,1;2;3;4;5;6,1;2;3;4;5;6,6,0,,False,
2015,TKN,MT,2,1;2;3;4;5;6,,6,6,0.046888497200000004,True,0.046888497200000004
2015,TN,MT,2,1;2;3;4;5;6,4,6,5,0.5627677636849997,False,
2015,TP,MT,2,1;2;3;4;5;6,,6,6,0.0274782482699997,True,0.0274782482699997
2015,TSS,MT,2,1;2;3;4;5;6,,6,6,22.117327326995003,True,22.117327326995003
2015,NH4,ST,1,1;2;3;4;5;6,4,6,5,0.0039695187500000005,False,
2015,NO2,ST,1,1;2;3;4;5;6,1;2;3;4;5;6,6,0,,False,
2015,NO3,ST,1,1;2;3;4;5;6,4,6,5,0.3989436613899997,False,
2015,OP,ST,1,1;2;3;4;5;6,4,6,5,0.0034421663700000002,False,
2015,Se,ST,1,1;2;3;4;5;6,1;2;3;4;5;6,6,0,,False,
2015,TDS,ST,1,1;2;3;4;5;6,1;2;3;4;5;6,6,0,,False,
2015,TKN,ST,1,1;2;3;4;5;6,,6,6,0.0252231435399997,True,0.0252231435399997
2015,TN,ST,1,1;2;3;4;5;6,4,6,5,0.4400965637249998,False,
2015,TP,ST,1,1;2;3;4;5;6,,6,6,0.0164841505199998,True,0.0164841505199998
2015,TSS,ST,1,1;2;3;4;5;6,,6,6,8.021525407385,True,8.021525407385
2015,NH4,ST,2,1;2;3;4;5;6,4,6,5,0.0027859133949999,False,
2015,NO2,ST,2,1;2;3;4;5;6,1;2;3;4;5;6,6,0,,False,
2015,NO3,ST,2,1;2;3;4;5;6,4,6,5,0.2366066387149997,False,
2015,OP,ST,2,1;2;3;4;5;6,4,6,5,0.001573142695,False,
