PhysicalEventID,Year,Treatment,Analyte,Concentration_mg_L,Volume_L,Load_kg,n_concentration_prediction_rows,n_concentration_observation_ids,n_distinct_concentration_SampleMethod,concentration_SampleMethod_values,n_volume_prediction_rows,n_distinct_volume_MeasureMethod,volume_MeasureMethod_values,central_estimate_type,concentration_resolution,volume_resolution
PE_906fb1459c234c5bc337,2011,ST,NO3,6.990303696842031,2013.4477714670888,0.01407461140028474,1,1,1,GBW,1,1,Ruler,physical_event_point_total,median,median
PE_906fb1459c234c5bc337,2011,ST,OP,0.28638376162166523,2013.4477714670888,0.0005766187466215039,1,1,1,GBW,1,1,Ruler,physical_event_point_total,median,median
PE_906fb1459c234c5bc337,2011,ST,TN,5.685833447382177,2013.4477714670888,0.01144812868356468,1,1,1,GBW,1,1,Ruler,physical_event_point_total,median,median
PE_906fb1459c234c5bc337,2011,ST,TP,1.23234155296814,2013.4477714670888,0.0024812553535099933,1,1,1,GBW,1,1,Ruler,physical_event_point_total,median,median
PE_906fb1459c234c5bc337,2011,ST,TSS,456.40874683864905,2013.4477714670888,0.9189551742003647,1,1,1,GBW,1,1,Ruler,physical_event_point_total,median,median
PE_99056c5dda813a1efd63,2011,ST,ICP,0.11003397568047571,4733.96712685658,0.0005208972237087083,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_99056c5dda813a1efd63,2011,ST,NO3,6.655672431585714,4733.96712685658,0.031507734498252365,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_99056c5dda813a1efd63,2011,ST,OP,0.11828068537163368,4733.96712685658,0.0005599368762913798,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_99056c5dda813a1efd63,2011,ST,TN,2.26489373448653,4733.96712685658,0.010721932484882669,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_99056c5dda813a1efd63,2011,ST,TP,0.7779281173118047,4733.96712685658,0.0036826861344115124,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_99056c5dda813a1efd63,2011,ST,TSS,513.031873635287,4733.96712685658,2.428676024819087,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_9c5f9c5a27b49810dd29,2011,CT,ICP,0.16495243272268656,12971.90854630521,0.0021397478717692527,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_9c5f9c5a27b49810dd29,2011,CT,NO3,7.269310166741612,12971.90854630521,0.09429682667769886,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_9c5f9c5a27b49810dd29,2011,CT,OP,0.21777993804605095,12971.90854630521,0.0028250214395533877,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_9c5f9c5a27b49810dd29,2011,CT,TN,2.500870622172563,12971.90854630521,0.0324410649969639,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_9c5f9c5a27b49810dd29,2011,CT,TP,0.9758492698317998,12971.90854630521,0.012658627483236824,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_9c5f9c5a27b49810dd29,2011,CT,TSS,867.1294646650007,12971.90854630521,11.248324113440985,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_a1af202868cfe3ffc2d4,2011,MT,ICP,0.2804158204366547,2707.565322439167,0.0007592441512776146,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_a1af202868cfe3ffc2d4,2011,MT,NO3,6.670036323403297,2707.565322439167,0.018059559048656405,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_a1af202868cfe3ffc2d4,2011,MT,OP,0.2106507693862785,2707.565322439167,0.0005703507183354178,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_a1af202868cfe3ffc2d4,2011,MT,TN,4.741154590047999,2707.565322439167,0.012836985756337248,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_a1af202868cfe3ffc2d4,2011,MT,TP,1.1137664881090252,2707.565322439167,0.0030155955204988517,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_a1af202868cfe3ffc2d4,2011,MT,TSS,534.8395406303936,2707.565322439167,1.4481129932801478,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_bb93d27303738aac704e,2011,CT,TSS,894.6348855658753,12164.881936495389,10.883127759178935,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_bd946a490a6a02b814d8,2011,MT,TSS,772.9255708486315,4728.555686622321,3.654821603372101,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_c5a528f80c9645768ba8,2011,MT,ICP,0.11307359789096076,1912.7453098439032,0.00021628099403311066,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_c5a528f80c9645768ba8,2011,MT,NO3,7.1645151532591385,1912.7453098439032,0.013703892756701992,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_c5a528f80c9645768ba8,2011,MT,OP,0.234586032539017,1912.7453098439032,0.000448703333493894,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_c5a528f80c9645768ba8,2011,MT,TN,4.189535695083633,1912.7453098439032,0.008013514751194835,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_c5a528f80c9645768ba8,2011,MT,TP,0.8762111359426688,1912.7453098439032,0.0016759687407073385,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_c5a528f80c9645768ba8,2011,MT,TSS,765.3750650824641,1912.7453098439032,1.4639675660079552,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_c942eb2a8c33280a651a,2011,CT,TSS,997.0010870820017,14807.880782868815,14.763473237900893,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_e2027be3a66d5ec6f4d2,2011,CT,ICP,0.1636557319921818,9730.774940567891,0.0015924970957498176,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_e2027be3a66d5ec6f4d2,2011,CT,NO3,7.697652562608512,9730.774940567891,0.07490412465742913,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_e2027be3a66d5ec6f4d2,2011,CT,OP,0.29330032421586877,9730.774940567891,0.0028540394449402136,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_e2027be3a66d5ec6f4d2,2011,CT,TN,5.192784334262718,9730.774940567891,0.05052981567161717,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_e2027be3a66d5ec6f4d2,2011,CT,TP,1.1229313091921558,9730.774940567891,0.010926991843466126,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_e2027be3a66d5ec6f4d2,2011,CT,TSS,905.5949493271077,9730.774940567891,8.81214063921707,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_eb5dff43057b7e2458f6,2011,CT,ICP,0.3023289064278691,5767.903442926827,0.0017438039402816084,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_eb5dff43057b7e2458f6,2011,CT,NO3,7.2105320096939725,5767.903442926827,0.04158965240404796,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_eb5dff43057b7e2458f6,2011,CT,OP,0.26742257508679745,5767.903442926827,0.001542467591559497,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_eb5dff43057b7e2458f6,2011,CT,TN,5.847398622089693,5767.903442926827,0.03372723064451672,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_eb5dff43057b7e2458f6,2011,CT,TP,1.3838265640492446,5767.903442926827,0.00798177800319324,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_eb5dff43057b7e2458f6,2011,CT,TSS,738.1855546722899,5767.903442926827,4.25778300231315,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_effee813e2968c98d235,2011,CT,ICP,0.14405086249643034,13832.180425064038,0.001992537520436715,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_effee813e2968c98d235,2011,CT,NO3,6.93370160585292,13832.180425064038,0.09590821162571384,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_effee813e2968c98d235,2011,CT,OP,0.1900661008464769,13832.180425064038,0.0026290285995968854,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_effee813e2968c98d235,2011,CT,TN,4.766856760847417,13832.180425064038,0.06593602277647781,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_effee813e2968c98d235,2011,CT,TP,1.1151307288203762,13832.180425064038,0.015424689438576602,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_effee813e2968c98d235,2011,CT,TSS,936.931348265534,13832.180425064038,12.959803455107377,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_fa3b0653f64238972c39,2011,ST,TSS,598.4395612641121,4598.156251130367,2.751718609550291,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_07bd0606b240e9cbcccc,2012,MT,ICP,0.7372810648532673,18011.46717290671,0.013279513696810324,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_07bd0606b240e9cbcccc,2012,MT,NO3,9.169692508507017,18011.46717290671,0.1651596156026227,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_07bd0606b240e9cbcccc,2012,MT,OP,0.39759640662792584,18011.46717290671,0.007161294626044553,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_07bd0606b240e9cbcccc,2012,MT,TN,8.543740538738717,18011.46717290671,0.1538853022473247,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_07bd0606b240e9cbcccc,2012,MT,TP,1.316588051414128,18011.46717290671,0.023713682468286774,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_07bd0606b240e9cbcccc,2012,MT,TSS,1087.6942150778864,18011.46717290671,19.59096864903588,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_0b5193a8a03e4f0d8bb5,2012,MT,ICP,0.7495362081250148,12100.027669139712,0.00906940885733474,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_0b5193a8a03e4f0d8bb5,2012,MT,NO3,8.649669455241533,12100.027669139712,0.10466123973733517,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_0b5193a8a03e4f0d8bb5,2012,MT,OP,0.371590076831325,12100.027669139712,0.0044962502112367835,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_0b5193a8a03e4f0d8bb5,2012,MT,TN,9.362467968393924,12100.027669139712,0.11328612146900074,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_0b5193a8a03e4f0d8bb5,2012,MT,TP,1.146990003741906,12100.027669139712,0.013878610781503724,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_0deb19753fbaad61c1e5,2012,CT,TSS,592.6194074852526,9167.051869726556,5.432572847423929,1,1,1,GBW,1,1,Ruler,physical_event_point_total,median,median
PE_108e6c24fd5b69e0d847,2012,CT,TSS,575.5747630362866,8734.211872835805,5.0271919290161895,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_13b24eacf3b3cfde2013,2012,ST,TSS,555.1837049984767,9669.669258276293,5.368442804919705,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_228b286315736be40396,2012,ST,TSS,593.6309529389151,9527.915771328066,5.656065718855198,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_33825cb09dcd4574ccba,2012,MT,ICP,0.6430025120232377,19465.495532791614,0.01251636252536212,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_33825cb09dcd4574ccba,2012,MT,NO3,9.15227541981873,19465.495532791614,0.17815357629936,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_33825cb09dcd4574ccba,2012,MT,OP,0.7156455510944377,19465.495532791614,0.01393039527789097,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_33825cb09dcd4574ccba,2012,MT,TN,6.51372742339349,19465.495532791614,0.1267929320618882,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_33825cb09dcd4574ccba,2012,MT,TP,0.9274079336284933,19465.495532791614,0.01805245498912094,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_33825cb09dcd4574ccba,2012,MT,TSS,815.9946295268708,19465.495532791614,15.88373981583725,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_33de1fea55953fe4df0d,2012,ST,TSS,873.2675756073056,9102.401300826226,7.948831916177303,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_3d00427ca445f880a6d9,2012,CT,ICP,0.5754794048832266,14224.6039293709,0.008185966603973973,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_3d00427ca445f880a6d9,2012,CT,NO3,9.10644804397673,14224.6039293709,0.12953561662896335,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_3d00427ca445f880a6d9,2012,CT,TN,3.6939954880068955,14224.6039293709,0.05254562273378126,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_3d00427ca445f880a6d9,2012,CT,TP,1.6328315931664465,14224.6039293709,0.023226382696156383,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_3d00427ca445f880a6d9,2012,CT,TSS,493.893281575231,14224.6039293709,7.02543631378492,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_42122c5a7671e5082062,2012,ST,ICP,0.5503407862440308,21719.82733385685,0.01195330685199937,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_42122c5a7671e5082062,2012,ST,NO3,9.536712436783446,21719.82733385685,0.2071357474595817,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_42122c5a7671e5082062,2012,ST,OP,0.45080648909159254,21719.82733385685,0.009791439104051612,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_42122c5a7671e5082062,2012,ST,TN,5.9018601328163935,21719.82733385685,0.12818738303334554,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_42122c5a7671e5082062,2012,ST,TP,1.0495926992004843,21719.82733385685,0.02279697219751127,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_42122c5a7671e5082062,2012,ST,TSS,660.0108776200907,21719.82733385685,14.335322300375694,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_4751c90d60939eb922d5,2012,CT,ICP,0.6247457528883602,12398.579683481858,0.0077459599991032,1,1,1,GBW,1,1,Ruler,physical_event_point_total,median,median
PE_4751c90d60939eb922d5,2012,CT,NO3,8.528104092885172,12398.579683481858,0.10573637814466458,1,1,1,GBW,1,1,Ruler,physical_event_point_total,median,median
PE_4751c90d60939eb922d5,2012,CT,OP,0.6051634707656908,12398.579683481858,0.00750316751382086,1,1,1,GBW,1,1,Ruler,physical_event_point_total,median,median
PE_4751c90d60939eb922d5,2012,CT,TN,5.963344114398631,12398.579683481858,0.07393699718239398,1,1,1,GBW,1,1,Ruler,physical_event_point_total,median,median
PE_4751c90d60939eb922d5,2012,CT,TP,1.1499932854634234,12398.579683481858,0.014258283385287354,1,1,1,GBW,1,1,Ruler,physical_event_point_total,median,median
PE_4751c90d60939eb922d5,2012,CT,TSS,747.4186424320379,12398.579683481858,9.266929595113456,1,1,1,GBW,1,1,Ruler,physical_event_point_total,median,median
PE_4958e39651cde585bf35,2012,MT,ICP,0.6709554343548711,22854.46451142912,0.015334327163213913,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_4958e39651cde585bf35,2012,MT,NO3,9.097637010169658,22854.46451142912,0.20792162218678656,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_4958e39651cde585bf35,2012,MT,OP,0.5243175872024433,22854.46451142912,0.011982997689436383,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_4958e39651cde585bf35,2012,MT,TN,6.542606895680333,22854.46451142912,0.1495277771095576,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_4958e39651cde585bf35,2012,MT,TP,1.1939729447886562,22854.46451142912,0.027287612294278864,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_4958e39651cde585bf35,2012,MT,TSS,737.0932450933994,22854.46451142912,16.845871411601223,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_4a69de0a52f34a5a6663,2012,CT,ICP,0.7263089351414238,11838.584082285737,0.008598469398387164,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_4a69de0a52f34a5a6663,2012,CT,NO3,8.681127208941012,11838.584082285737,0.10277225439206668,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_4a69de0a52f34a5a6663,2012,CT,OP,0.3409058573896554,11838.584082285737,0.004035842656851146,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_4a69de0a52f34a5a6663,2012,CT,TN,7.685689900825153,11838.584082285737,0.0909876861212929,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_4a69de0a52f34a5a6663,2012,CT,TP,1.5333330446418434,11838.584082285737,0.018152492175139655,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_4a69de0a52f34a5a6663,2012,CT,TSS,645.0264257269245,11838.584082285737,7.63619957626443,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_583e08d54fe3d6ce6904,2012,MT,TSS,644.3879556262193,9984.07801414665,6.433619620348643,1,1,1,GBW,1,1,Ruler,physical_event_point_total,median,median
PE_5aa12b7a1de7b45caac1,2012,ST,ICP,0.6952705481261425,13985.458345517283,0.009723677289683135,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_5aa12b7a1de7b45caac1,2012,ST,NO3,9.272475698852519,13985.458345517283,0.12967982264612316,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_5aa12b7a1de7b45caac1,2012,ST,OP,0.3130268211426537,13985.458345517283,0.0043778235681202725,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_5aa12b7a1de7b45caac1,2012,ST,TN,8.667361415755122,13985.458345517283,0.12121702204558697,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_5aa12b7a1de7b45caac1,2012,ST,TP,0.9947236869530982,13985.458345517283,0.01391166668918193,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_5aa12b7a1de7b45caac1,2012,ST,TSS,893.0930274711646,13985.458345517283,12.490315334369896,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_5d2618651b9d24d37f41,2012,ST,NO3,10.694298668456028,11637.208312795667,0.12445178136407611,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_60e621aab59de9c43cbb,2012,CT,NO3,10.188969260316522,12990.772208552358,0.13236257870071416,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_67b65cc7136b7e76f90c,2012,CT,TSS,619.3695523040886,8160.944714622135,5.054640674273929,1,1,1,GBW,1,1,Ruler,physical_event_point_total,median,median
PE_6d1b220243a4abae9395,2012,ST,TSS,557.7559003075004,6504.906195410266,3.62814981143689,1,1,1,GBW,1,1,Ruler,physical_event_point_total,median,median
PE_7351d10f00b3c96a7d83,2012,ST,TSS,498.95215402213694,6601.887064192446,3.2940257712897023,1,1,1,GBW,1,1,Ruler,physical_event_point_total,median,median
PE_7aaeeba2f63dd29a1124,2012,MT,TSS,717.3512233433811,14358.171269608043,10.299851725227118,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_7adeb58ef3bfbf7a85f9,2012,CT,ICP,0.6556727858682629,13408.999874457842,0.008791916303392962,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
