_wq_idx,Date,Year,Irrigation,Rep,Treatment,InflowOutflow,SampleID,FF,Composite,Duplicate,Flag,NoRunoff,Volume,SampleMethod,MeasureMethod,IrrMethod,FlumeMethod,TSSMethod,Lab,Notes,Analyte,Result_mg_L,Inflow_Result_mg_L,Inflow_Flag,Inflow_Volume,Has_Inflow,MDL_Provided,RL_Provided,RLMDL_Provided_Units,RLMDL_Method,MDL_mg_L,RL_mg_L,RLMDL_Source,RLMDL_Assumed,PlantDate,HarvestDate,SeasonYear,Crop,previous_crop,CumAll_STIR_toDate,Season_STIR_toDate
1390,2016-06-19,2016,2,1,MT,OUT,MT1-02-OT,False,AC,False,,False,2988.26,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)","Analytical composite. Average of MT1 I2 Time 1, 2, 2-D",TotalP,0.01,,,108695.2,False,0.033,0.05,MG/L,EPA365.2 [365.2TPHOS]_W,0.033,0.05,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
1391,2016-06-19,2016,2,1,MT,OUT,MT1-02-OT,False,TRUE,False,,False,2988.26,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,TotalP,0.006,,,108695.2,False,0.033,0.05,MG/L,EPA365.2 [365.2TPHOS]_W,0.033,0.05,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
2501,2016-06-19,2016,2,1,MT,OUT,MT1-02-OT,False,AC,False,,False,2988.26,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)","Analytical composite. Average of MT1 I2 Time 1, 2, 2-D",ICP,,,,108695.2,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
2502,2016-06-19,2016,2,1,MT,OUT,MT1-02-OT,False,TRUE,False,,False,2988.26,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,ICP,,,,108695.2,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
3612,2016-06-19,2016,2,1,MT,OUT,MT1-02-OT,False,AC,False,,False,2988.26,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)","Analytical composite. Average of MT1 I2 Time 1, 2, 2-D",TKN,0.116,,,108695.2,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
3613,2016-06-19,2016,2,1,MT,OUT,MT1-02-OT,False,TRUE,False,,False,2988.26,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,TKN,0.161,,,108695.2,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
4723,2016-06-19,2016,2,1,MT,OUT,MT1-02-OT,False,AC,False,,False,2988.26,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)","Analytical composite. Average of MT1 I2 Time 1, 2, 2-D",Nitrate,4.757,4.8,,108695.2,True,0.19,0.2,MG/L,EPA300.0 [300Nitrate]_W,0.19,0.2,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
4724,2016-06-19,2016,2,1,MT,OUT,MT1-02-OT,False,TRUE,False,,False,2988.26,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,Nitrate,4.71,4.8,,108695.2,True,0.19,0.2,MG/L,EPA300.0 [300Nitrate]_W,0.19,0.2,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
5834,2016-06-19,2016,2,1,MT,OUT,MT1-02-OT,False,AC,False,,False,2988.26,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)","Analytical composite. Average of MT1 I2 Time 1, 2, 2-D",Nitrite,,,,108695.2,False,0.11,0.15,MG/L,EPA300.0 [300Nitrite]_W,0.11,0.15,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
5835,2016-06-19,2016,2,1,MT,OUT,MT1-02-OT,False,TRUE,False,,False,2988.26,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,Nitrite,,,,108695.2,False,0.11,0.15,MG/L,EPA300.0 [300Nitrite]_W,0.11,0.15,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
6945,2016-06-19,2016,2,1,MT,OUT,MT1-02-OT,False,AC,False,,False,2988.26,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)","Analytical composite. Average of MT1 I2 Time 1, 2, 2-D",NitrateNitrite,,,,108695.2,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
6946,2016-06-19,2016,2,1,MT,OUT,MT1-02-OT,False,TRUE,False,,False,2988.26,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,NitrateNitrite,,,,108695.2,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
8056,2016-06-19,2016,2,1,MT,OUT,MT1-02-OT,False,AC,False,,False,2988.26,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)","Analytical composite. Average of MT1 I2 Time 1, 2, 2-D",TotalN,4.527,4.54,,108695.2,True,,,,,,,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
8057,2016-06-19,2016,2,1,MT,OUT,MT1-02-OT,False,TRUE,False,,False,2988.26,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,TotalN,4.53,4.54,,108695.2,True,,,,,,,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
9167,2016-06-19,2016,2,1,MT,OUT,MT1-02-OT,False,AC,False,,False,2988.26,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)","Analytical composite. Average of MT1 I2 Time 1, 2, 2-D",Ammonium(NH4),0.147,0.145,,108695.2,True,,,,,,,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
9168,2016-06-19,2016,2,1,MT,OUT,MT1-02-OT,False,TRUE,False,,False,2988.26,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,Ammonium(NH4),0.13,0.145,,108695.2,True,,,,,,,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
10278,2016-06-19,2016,2,1,MT,OUT,MT1-02-OT,False,AC,False,,False,2988.26,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)","Analytical composite. Average of MT1 I2 Time 1, 2, 2-D",TSP,0.008,,,108695.2,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
10279,2016-06-19,2016,2,1,MT,OUT,MT1-02-OT,False,TRUE,False,,False,2988.26,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,TSP,0.004,,,108695.2,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
11389,2016-06-19,2016,2,1,MT,OUT,MT1-02-OT,False,AC,False,,False,2988.26,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)","Analytical composite. Average of MT1 I2 Time 1, 2, 2-D",Selenium,,,,108695.2,False,,1.5,UG/L,EPA200.8 [SE200.8]_W,,0.0015,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
11390,2016-06-19,2016,2,1,MT,OUT,MT1-02-OT,False,TRUE,False,,False,2988.26,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,Selenium,,,,108695.2,False,,1.5,UG/L,EPA200.8 [SE200.8]_W,,0.0015,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
12500,2016-06-19,2016,2,1,MT,OUT,MT1-02-OT,False,AC,False,,False,2988.26,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)","Analytical composite. Average of MT1 I2 Time 1, 2, 2-D",NPOC,6.64,4.405,,108695.2,True,,,,,,,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
12501,2016-06-19,2016,2,1,MT,OUT,MT1-02-OT,False,TRUE,False,,False,2988.26,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,NPOC,5.91,4.405,,108695.2,True,,,,,,,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
13611,2016-06-19,2016,2,1,MT,OUT,MT1-02-OT,False,AC,False,,False,2988.26,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)","Analytical composite. Average of MT1 I2 Time 1, 2, 2-D",TDS,,,,108695.2,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
13612,2016-06-19,2016,2,1,MT,OUT,MT1-02-OT,False,TRUE,False,,False,2988.26,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,TDS,,,,108695.2,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
14722,2016-06-19,2016,2,1,MT,OUT,MT1-02-OT,False,AC,False,,False,2988.26,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)","Analytical composite. Average of MT1 I2 Time 1, 2, 2-D",TSS,164.443,,,108695.2,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
14723,2016-06-19,2016,2,1,MT,OUT,MT1-02-OT,False,TRUE,False,,False,2988.26,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,TSS,90,,,108695.2,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
285,2016-06-20,2016,2,2,MT,OUT,MT2-02-OT,False,AC,False,,False,2597.65,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)","Analytical composite. Average of ST2 I2 Time 1, 2, 3, 2-D. TP, TKN, TSP average of ST I1 T1, 2, 3.",OrthoP,0.03,0.01,,124076.27,True,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
286,2016-06-20,2016,2,2,MT,OUT,MT2-02-OT,False,TRUE,False,,False,2597.65,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,OrthoP,0.03,0.01,,124076.27,True,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
1396,2016-06-20,2016,2,2,MT,OUT,MT2-02-OT,False,AC,False,,False,2597.65,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)","Analytical composite. Average of ST2 I2 Time 1, 2, 3, 2-D. TP, TKN, TSP average of ST I1 T1, 2, 3.",TotalP,0.013,,,124076.27,False,0.033,0.05,MG/L,EPA365.2 [365.2TPHOS]_W,0.033,0.05,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
1397,2016-06-20,2016,2,2,MT,OUT,MT2-02-OT,False,TRUE,False,,False,2597.65,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,TotalP,0.004,,,124076.27,False,0.033,0.05,MG/L,EPA365.2 [365.2TPHOS]_W,0.033,0.05,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
2507,2016-06-20,2016,2,2,MT,OUT,MT2-02-OT,False,AC,False,,False,2597.65,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)","Analytical composite. Average of ST2 I2 Time 1, 2, 3, 2-D. TP, TKN, TSP average of ST I1 T1, 2, 3.",ICP,,,,124076.27,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
2508,2016-06-20,2016,2,2,MT,OUT,MT2-02-OT,False,TRUE,False,,False,2597.65,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,ICP,,,,124076.27,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
3618,2016-06-20,2016,2,2,MT,OUT,MT2-02-OT,False,AC,False,,False,2597.65,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)","Analytical composite. Average of ST2 I2 Time 1, 2, 3, 2-D. TP, TKN, TSP average of ST I1 T1, 2, 3.",TKN,0.067,,,124076.27,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
3619,2016-06-20,2016,2,2,MT,OUT,MT2-02-OT,False,TRUE,False,,False,2597.65,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,TKN,0.056,,,124076.27,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
4729,2016-06-20,2016,2,2,MT,OUT,MT2-02-OT,False,AC,False,,False,2597.65,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)","Analytical composite. Average of ST2 I2 Time 1, 2, 3, 2-D. TP, TKN, TSP average of ST I1 T1, 2, 3.",Nitrate,4.688,4.8,,124076.27,True,0.19,0.2,MG/L,EPA300.0 [300Nitrate]_W,0.19,0.2,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
4730,2016-06-20,2016,2,2,MT,OUT,MT2-02-OT,False,TRUE,False,,False,2597.65,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,Nitrate,4.77,4.8,,124076.27,True,0.19,0.2,MG/L,EPA300.0 [300Nitrate]_W,0.19,0.2,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
5840,2016-06-20,2016,2,2,MT,OUT,MT2-02-OT,False,AC,False,,False,2597.65,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)","Analytical composite. Average of ST2 I2 Time 1, 2, 3, 2-D. TP, TKN, TSP average of ST I1 T1, 2, 3.",Nitrite,,,,124076.27,False,0.11,0.15,MG/L,EPA300.0 [300Nitrite]_W,0.11,0.15,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
5841,2016-06-20,2016,2,2,MT,OUT,MT2-02-OT,False,TRUE,False,,False,2597.65,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,Nitrite,,,,124076.27,False,0.11,0.15,MG/L,EPA300.0 [300Nitrite]_W,0.11,0.15,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
6951,2016-06-20,2016,2,2,MT,OUT,MT2-02-OT,False,AC,False,,False,2597.65,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)","Analytical composite. Average of ST2 I2 Time 1, 2, 3, 2-D. TP, TKN, TSP average of ST I1 T1, 2, 3.",NitrateNitrite,,,,124076.27,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
6952,2016-06-20,2016,2,2,MT,OUT,MT2-02-OT,False,TRUE,False,,False,2597.65,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,NitrateNitrite,,,,124076.27,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
8062,2016-06-20,2016,2,2,MT,OUT,MT2-02-OT,False,AC,False,,False,2597.65,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)","Analytical composite. Average of ST2 I2 Time 1, 2, 3, 2-D. TP, TKN, TSP average of ST I1 T1, 2, 3.",TotalN,4.51,4.54,,124076.27,True,,,,,,,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
8063,2016-06-20,2016,2,2,MT,OUT,MT2-02-OT,False,TRUE,False,,False,2597.65,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,TotalN,4.61,4.54,,124076.27,True,,,,,,,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
9173,2016-06-20,2016,2,2,MT,OUT,MT2-02-OT,False,AC,False,,False,2597.65,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)","Analytical composite. Average of ST2 I2 Time 1, 2, 3, 2-D. TP, TKN, TSP average of ST I1 T1, 2, 3.",Ammonium(NH4),0.123,0.145,,124076.27,True,,,,,,,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
9174,2016-06-20,2016,2,2,MT,OUT,MT2-02-OT,False,TRUE,False,,False,2597.65,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,Ammonium(NH4),0.13,0.145,,124076.27,True,,,,,,,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
10284,2016-06-20,2016,2,2,MT,OUT,MT2-02-OT,False,AC,False,,False,2597.65,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)","Analytical composite. Average of ST2 I2 Time 1, 2, 3, 2-D. TP, TKN, TSP average of ST I1 T1, 2, 3.",TSP,0.009,,,124076.27,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
10285,2016-06-20,2016,2,2,MT,OUT,MT2-02-OT,False,TRUE,False,,False,2597.65,ISC,Bubbler,Siphon,10 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",,TSP,0.003,,,124076.27,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2016-03-03,2016-07-25,2016,barley,grain corn,433.55,32.58125000000001
