PhysicalEventID,Year,Treatment,Rep,Analyte,Concentration_mg_L,Volume_L,Load_kg,n_concentration_prediction_rows,n_concentration_observation_ids,n_distinct_concentration_SampleMethod,concentration_SampleMethod_values,n_volume_prediction_rows,n_distinct_volume_MeasureMethod,volume_MeasureMethod_values,central_estimate_type,concentration_resolution,volume_resolution
PE_d16ac2ea89bbe98196a0,2011,CT,2,TSS,1106.6436658984533,14017.453954689374,15.512326630980219,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_db00152d9902bdb511ab,2011,ST,1,TSS,420.72961008616466,5102.020843193377,2.1465712400082344,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_dfd4f33e25a6c0f68606,2011,ST,2,TSS,716.7539861819264,2882.6593989522107,2.0661576150037932,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_e7adc6803f9ae278362b,2011,ST,2,ICP,0.10270556468262526,1629.3388819389431,0.00016734216992889646,1,1,1,GBW,1,1,Ruler,physical_event_point_total,median,median
PE_e7adc6803f9ae278362b,2011,ST,2,NO3,8.584779053744304,1629.3388819389431,0.013987514305120604,1,1,1,GBW,1,1,Ruler,physical_event_point_total,median,median
PE_e7adc6803f9ae278362b,2011,ST,2,OP,0.07619672413619011,1629.3388819389431,0.00012415028531147007,1,1,1,GBW,1,1,Ruler,physical_event_point_total,median,median
PE_e7adc6803f9ae278362b,2011,ST,2,TN,5.869707275921781,1629.3388819389431,0.009563742290259275,1,1,1,GBW,1,1,Ruler,physical_event_point_total,median,median
PE_e7adc6803f9ae278362b,2011,ST,2,TP,1.1872393354599455,1629.3388819389431,0.0019344152114322414,1,1,1,GBW,1,1,Ruler,physical_event_point_total,median,median
PE_e7adc6803f9ae278362b,2011,ST,2,TSS,491.02665589216275,1629.3388819389431,0.8000488225135546,1,1,1,GBW,1,1,Ruler,physical_event_point_total,median,median
PE_f5556b234e32459fa7a2,2011,ST,2,ICP,0.012899855431568628,3408.9898835263984,4.3975476665170515e-05,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_f5556b234e32459fa7a2,2011,ST,2,NO3,7.746372581034215,3408.9898835263984,0.026407305762771918,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_f5556b234e32459fa7a2,2011,ST,2,OP,0.041312806531470694,3408.9898835263984,0.00014083493952586694,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_f5556b234e32459fa7a2,2011,ST,2,TN,2.147876414616681,3408.9898835263984,0.007322088968493218,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_f5556b234e32459fa7a2,2011,ST,2,TP,0.713154115559302,3408.9898835263984,0.0024311351653368766,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_f5556b234e32459fa7a2,2011,ST,2,TSS,727.0028551259884,3408.9898835263984,2.4783453784193026,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_fcddf23162383dff810e,2011,ST,1,TSS,556.6266270695779,3804.6386314324163,2.1177631686328406,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_04c02bec0f0f9a370498,2012,MT,2,ICP,0.1681095438462046,15915.142242886082,0.002675487302699041,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_04c02bec0f0f9a370498,2012,MT,2,NO3,8.222102778973174,15915.142242886082,0.130855935262987,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_04c02bec0f0f9a370498,2012,MT,2,OP,0.004015210864985236,15915.142242886082,6.39026520514217e-05,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_04c02bec0f0f9a370498,2012,MT,2,TN,5.404969267669807,15915.142242886082,0.0860208547133928,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_04c02bec0f0f9a370498,2012,MT,2,TP,0.7896074526264889,15915.142242886082,0.012566714924593506,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_084268df6eb9d4246043,2012,MT,1,ICP,0.05510240240491182,16421.825940193507,0.000904882061179962,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_084268df6eb9d4246043,2012,MT,1,NO3,7.877459401905002,16421.825940193507,0.1293622671490248,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_084268df6eb9d4246043,2012,MT,1,OP,0.2697862822011003,16421.825940193507,0.004430383367358394,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_084268df6eb9d4246043,2012,MT,1,TN,3.7494910087541813,16421.825940193507,0.06157348871008174,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_084268df6eb9d4246043,2012,MT,1,TP,0.7028529799961254,16421.825940193507,0.01154212929904268,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_084268df6eb9d4246043,2012,MT,1,TSS,775.8709401732145,16421.825940193507,12.741217531578819,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_0d403a1dbd25bf378957,2012,CT,2,ICP,0.12618199216336762,11881.346191324068,0.0014992119320039112,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_0d403a1dbd25bf378957,2012,CT,2,NO3,7.175562263965517,11881.346191324068,0.0852553393755754,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_0d403a1dbd25bf378957,2012,CT,2,OP,0.4068442447769876,11881.346191324068,0.004833857318143178,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_0d403a1dbd25bf378957,2012,CT,2,TN,3.4956637123073984,11881.346191324068,0.04153319073437326,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_0d403a1dbd25bf378957,2012,CT,2,TP,0.8899304839492099,11881.346191324068,0.01057357216601313,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_0d403a1dbd25bf378957,2012,CT,2,TSS,581.2189644859866,11881.346191324068,6.905663730020896,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_0e586fb82f46b37d94b4,2012,ST,2,TSS,778.4197518585681,12116.459155817365,9.43169112947583,1,1,1,GBW,1,1,Ruler,physical_event_point_total,median,median
PE_15badc81229f832de396,2012,ST,2,TSS,458.17727099029247,4698.92678499125,2.15294145093048,1,1,1,GBW,1,1,Ruler,physical_event_point_total,median,median
PE_15c01ebd332fd5d41b39,2012,CT,2,TSS,432.80923678162026,7060.59499144731,3.0558907294724413,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_164e2c6f0b39eec70d00,2012,ST,1,NO3,8.679126648063372,17632.970938673876,0.15303878795837145,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_17730c5643d948b203ad,2012,CT,1,TSS,560.3226648604402,5762.860244583592,3.229061209463367,1,1,1,GBW,1,1,Ruler,physical_event_point_total,median,median
PE_1a7d8cf14d5d7a84cc49,2012,ST,2,TSS,1001.7138701533437,9757.111753252751,9.77383417586949,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_248d74790d081f1ad247,2012,ST,1,ICP,0.11937281165539496,13203.659868058854,0.0015761580025916867,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_248d74790d081f1ad247,2012,ST,1,NO3,8.305978433892719,13203.659868058854,0.10966931411255162,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_248d74790d081f1ad247,2012,ST,1,OP,0.06997902698460047,13203.659868058854,0.0009239792702023769,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_248d74790d081f1ad247,2012,ST,1,TN,5.1112806322164435,13203.659868058854,0.06748761095798275,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_248d74790d081f1ad247,2012,ST,1,TP,0.8765776045107296,13203.659868058854,0.011574032537917486,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_248d74790d081f1ad247,2012,ST,1,TSS,996.8799791737086,13203.659868058854,13.162464174287242,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_2efa629b1e4ba707bca1,2012,CT,1,TSS,491.0744618344353,5316.197852089141,2.6106489992200554,1,1,1,GBW,1,1,Ruler,physical_event_point_total,median,median
PE_32cf57061f68ffb1c9cf,2012,CT,2,TSS,471.91592022929393,7071.158605494152,3.3369923203990637,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_365d30de37f48e464de2,2012,ST,2,TSS,491.9933040773677,6545.046621608989,3.2201191127058197,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_42eb29bd3d8b55596b0d,2012,CT,1,ICP,0.2999967035520672,11851.539050287502,0.003555422647104848,1,1,1,GBW,1,1,Ruler,physical_event_point_total,median,median
PE_42eb29bd3d8b55596b0d,2012,CT,1,NO3,7.845224351630497,11851.539050287502,0.09297798276161527,1,1,1,GBW,1,1,Ruler,physical_event_point_total,median,median
PE_42eb29bd3d8b55596b0d,2012,CT,1,OP,0.23735782218835447,11851.539050287502,0.00281305549855648,1,1,1,GBW,1,1,Ruler,physical_event_point_total,median,median
PE_42eb29bd3d8b55596b0d,2012,CT,1,TN,3.3336006348636014,11851.539050287502,0.03950829810214918,1,1,1,GBW,1,1,Ruler,physical_event_point_total,median,median
PE_42eb29bd3d8b55596b0d,2012,CT,1,TP,1.4174485809124766,11851.539050287502,0.01679894720845882,1,1,1,GBW,1,1,Ruler,physical_event_point_total,median,median
PE_53bed9867f02ff579e2d,2012,MT,2,TSS,486.1644940304597,6125.426124319975,2.9779646924509806,1,1,1,GBW,1,1,Ruler,physical_event_point_total,median,median
PE_55dfff50a7b8f0a977d1,2012,MT,2,TSS,450.9277707001505,6741.091750781344,3.039745475265006,1,1,1,GBW,1,1,Ruler,physical_event_point_total,median,median
PE_57bf938d5e71dc213f59,2012,ST,1,TSS,429.1886020498879,8749.249668428487,3.7550782341782676,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_57fa018badecf5410da3,2012,ST,1,TSS,441.4519783717246,8452.003171491511,3.731153521259018,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_5a2398fb5beb05ecabaa,2012,ST,2,TSS,462.4191817072028,4660.509330588358,2.155108910989452,1,1,1,GBW,1,1,Ruler,physical_event_point_total,median,median
PE_649006527ce5d1d1ff1f,2012,ST,2,ICP,0.1699205349565033,9192.282989816744,0.0015619576431012267,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_649006527ce5d1d1ff1f,2012,ST,2,NO3,8.451841092323425,9192.282989816744,0.07769171510559879,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_649006527ce5d1d1ff1f,2012,ST,2,OP,0.0474857752017839,9192.282989816744,0.00043650268364561995,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_649006527ce5d1d1ff1f,2012,ST,2,TN,5.751787018426245,9192.282989816744,0.05287205397052834,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_649006527ce5d1d1ff1f,2012,ST,2,TP,0.8367673948980074,9192.282989816744,0.007691802690554223,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_649006527ce5d1d1ff1f,2012,ST,2,TSS,1090.926842508348,9192.282989816744,10.028108257523979,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_681443548ef078be38f1,2012,MT,2,ICP,0.08807843712047683,16885.76936730063,0.0014872721754486623,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_681443548ef078be38f1,2012,MT,2,NO3,7.856068809833403,16885.76936730063,0.13265576605649076,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_681443548ef078be38f1,2012,MT,2,OP,0.30157501832862676,16885.76936730063,0.005092326206436652,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_681443548ef078be38f1,2012,MT,2,TN,3.989162449036706,16885.76936730063,0.06736007708312997,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_681443548ef078be38f1,2012,MT,2,TP,0.7485688739861742,16885.76936730063,0.012640161361670465,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_681443548ef078be38f1,2012,MT,2,TSS,821.5018349069838,16885.76936730063,13.871690519053606,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_6975f3c079d281a511a0,2012,ST,1,TSS,414.3581047878384,7182.395996931251,2.97608399312419,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_6c101e1953c53808bd4e,2012,ST,2,ICP,0.03451219052334956,12514.056925804758,0.00043188751684341593,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_6c101e1953c53808bd4e,2012,ST,2,NO3,7.210175174887807,12514.056925804758,0.0902285425835703,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_6c101e1953c53808bd4e,2012,ST,2,OP,0.0775355635303706,12514.056925804758,0.000970284455793409,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_6c101e1953c53808bd4e,2012,ST,2,TN,3.859682873279043,12514.056925804758,0.04830029119176762,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_6c101e1953c53808bd4e,2012,ST,2,TP,0.7576231434729432,12514.056925804758,0.009480939145727557,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
PE_6c101e1953c53808bd4e,2012,ST,2,TSS,813.1606331851129,12514.056925804758,10.175938453501946,1,1,1,GBW,1,1,Transducer,physical_event_point_total,median,median
