EventVolumeID,Date,Year,Irrigation,Rep,Treatment,SampleID,MeasureMethod,_event_n_analyte_rows,_event_n_volume_nonmissing,_event_n_unique_volume,Volume,NoRunoff,CumAll_STIR_toDate,Season_STIR_toDate,residue_prop,Residue_PercentCover,Residue_DryMass_kg_m2,Inflow_Volume,DayOfYear,DaysSincePlant,DaysUntilHarvest,Crop,previous_crop,SeasonYear,FlumeMethod,IrrMethod,IrrigationInfrastructure,event_mean_logC_all,event_max_logC_all,event_n_conc_obs,event_logC_ICP,event_logC_NH4,event_logC_NO2,event_logC_NO3,event_logC_NOx,event_logC_NPOC,event_logC_OP,event_logC_Se,event_logC_TDS,event_logC_TKN,event_logC_TN,event_logC_TP,event_logC_TSP,event_logC_TSS,y_logV
Date=2012-05-16T00:00:00|Year=2012|Irrigation=1.0|Rep=2|Treatment=CT|SampleID=CT2-01-0T|MeasureMethod=Transducer,2012-05-16,2012,1.0,2,CT,CT2-01-0T,Transducer,5,5,1,0.0,True,465.74125,185.33125,,,0.1550003101666666,442968.75,137.0,13.0,169.0,grain corn,grain corn,2012,7 V,Siphon,Siphon,2.267792922248642,7.401878185761399,5.0,0.16720791898390647,,,2.321406847234633,,,,,,,1.2762004383228167,0.1722712209404532,,7.401878185761399,0.0
Date=2012-06-03T00:00:00|Year=2012|Irrigation=2.0|Rep=1|Treatment=CT|SampleID=CT1-02-OT|MeasureMethod=Ruler,2012-06-03,2012,2.0,1,CT,CT1-02-OT,Ruler,14,14,1,7407.0,False,465.74125,185.33125,,,0.0355209043333333,110088.74,155.0,31.0,151.0,grain corn,grain corn,2012,7 V,Siphon,Siphon,1.09861827073121,2.209372711271867,5.0,0.032467190137501496,,,2.209372711271867,,,0.178146185383474,,,,2.0399207835175526,1.0331844833456545,,,8.910315776326016
Date=2012-06-04T00:00:00|Year=2012|Irrigation=2.0|Rep=2|Treatment=CT|SampleID=CT2-02-OT|MeasureMethod=Ruler,2012-06-04,2012,2.0,2,CT,CT2-02-OT,Ruler,14,14,1,7951.0,False,467.20375,186.79375000000005,,,0.1550003101666666,131764.71,156.0,32.0,150.0,grain corn,grain corn,2012,7 V,Siphon,Siphon,1.1099270633977867,2.2064045345200767,5.0,0.11867152971749864,,,2.2064045345200767,,,0.026641930946421175,,,,1.6148233847104383,1.5830939370944985,,,8.98117874833641
Date=2012-06-11T00:00:00|Year=2012|Irrigation=3.0|Rep=1|Treatment=CT|SampleID=CT1-03-OT|MeasureMethod=Transducer,2012-06-11,2012,3.0,1,CT,CT1-03-OT,Transducer,2,2,1,0.0,True,467.20375,186.79375000000005,,,0.0355209043333333,75177.0,163.0,39.0,143.0,grain corn,grain corn,2012,7 V,Siphon,Siphon,2.2353763433005955,2.2353763433005955,1.0,,,,2.2353763433005955,,,,,,,,,,,0.0
Date=2012-06-12T00:00:00|Year=2012|Irrigation=3.0|Rep=2|Treatment=CT|SampleID=CT2-03-OT|MeasureMethod=Transducer,2012-06-12,2012,3.0,2,CT,CT2-03-OT,Transducer,2,2,1,0.0,True,467.20375,186.79375000000005,,,0.1550003101666666,64962.0,164.0,40.0,142.0,grain corn,grain corn,2012,7 V,Siphon,Siphon,2.2414540929898146,2.2414540929898146,1.0,,,,2.2414540929898146,,,,,,,,,,,0.0
Date=2012-06-26T00:00:00|Year=2012|Irrigation=4.0|Rep=1|Treatment=CT|SampleID=CT1-04-OT|MeasureMethod=Transducer,2012-06-26,2012,4.0,1,CT,CT1-04-OT,Transducer,14,14,1,13880.0,False,485.07875,204.66875000000005,,,0.0355209043333333,104096.69,178.0,54.0,128.0,grain corn,grain corn,2012,7 V,Siphon,Siphon,2.02790975032354,7.032853713960274,6.0,0.3506568716131694,,,2.3558414592944774,,,0.31481073984003355,,,,0.9202827531436926,1.1930129640895941,,7.032853713960274,9.53827627757511
Date=2012-06-27T00:00:00|Year=2012|Irrigation=4.0|Rep=2|Treatment=CT|SampleID=CT2-04-OT|MeasureMethod=Transducer,2012-06-27,2012,4.0,2,CT,CT2-04-OT,Transducer,14,14,1,9625.0,False,485.07875,204.66875000000005,,,0.1550003101666666,79589.78,179.0,55.0,127.0,grain corn,grain corn,2012,7 V,Siphon,Siphon,2.0729969188657447,6.906133965363237,6.0,0.30968815271439554,,,2.4078456036515385,,,0.27002713721306015,,,,1.1108701860636117,1.4334164681886254,,6.906133965363237,9.172223049863055
Date=2012-07-16T00:00:00|Year=2012|Irrigation=5.0|Rep=1|Treatment=CT|SampleID=CT1-05-OT|MeasureMethod=Transducer,2012-07-16,2012,5.0,1,CT,CT1-05-OT,Transducer,14,14,1,15768.0,False,485.07875,204.66875000000005,,,0.0355209043333333,112136.29,198.0,74.0,108.0,grain corn,grain corn,2012,7 V,Siphon,Siphon,1.9191730990169882,7.0476215637395265,6.0,0.008959741371471902,,,2.1183016128865506,,,0.3499523981779056,,,,0.9943622672943105,0.9958410106321642,,7.0476215637395265,9.665801266405587
Date=2012-07-17T00:00:00|Year=2012|Irrigation=5.0|Rep=2|Treatment=CT|SampleID=CT2-05-OT|MeasureMethod=Transducer,2012-07-17,2012,5.0,2,CT,CT2-05-OT,Transducer,14,14,1,19064.0,False,485.07875,204.66875000000005,,,0.1550003101666666,95321.28,199.0,75.0,107.0,grain corn,grain corn,2012,7 V,Siphon,Siphon,2.0721908148301873,7.032853713960274,6.0,0.11511280710050457,,,2.1290646921531597,,,0.1806534996932576,,,,1.6253112615903906,1.3501489144835375,,7.032853713960274,9.855609472291665
Date=2012-07-24T00:00:00|Year=2012|Irrigation=6.0|Rep=1|Treatment=CT|SampleID=CT1-06-OT|MeasureMethod=Ruler,2012-07-24,2012,6.0,1,CT,CT1-06-OT,Ruler,14,14,1,10219.0,False,485.07875,204.66875000000005,,,0.0355209043333333,105189.05,206.0,82.0,100.0,grain corn,grain corn,2012,7 V,Siphon,Siphon,6.67967455988811,6.67967455988811,1.0,,,,,,,,,,,,,,6.67967455988811,9.232101863757695
Date=2012-07-25T00:00:00|Year=2012|Irrigation=6.0|Rep=2|Treatment=CT|SampleID=CT2-06-OT|MeasureMethod=Transducer,2012-07-25,2012,6.0,2,CT,CT2-06-OT,Transducer,14,0,0,,False,485.07875,204.66875000000005,,,0.1550003101666666,92670.81,207.0,83.0,99.0,grain corn,grain corn,2012,7 V,Siphon,Siphon,6.889102390482927,6.889102390482927,1.0,,,,,,,,,,,,,,6.889102390482927,
Date=2012-07-31T00:00:00|Year=2012|Irrigation=7.0|Rep=1|Treatment=CT|SampleID=CT1-07-OT|MeasureMethod=Ruler,2012-07-31,2012,7.0,1,CT,CT1-07-OT,Ruler,14,14,1,6527.0,False,485.07875,204.66875000000005,,,0.0355209043333333,104059.53,213.0,89.0,93.0,grain corn,grain corn,2012,7 V,Siphon,Siphon,1.935818809601228,6.741275574785469,6.0,0.4561582224236825,,,2.051170659712806,,,0.17898265552844,,,,1.0543120297715298,1.133013715385442,,6.741275574785469,8.783855896643942
Date=2012-08-01T00:00:00|Year=2012|Irrigation=7.0|Rep=2|Treatment=CT|SampleID=CT2-07-OT|MeasureMethod=Transducer,2012-08-01,2012,7.0,2,CT,CT2-07-OT,Transducer,14,14,1,16037.0,False,485.07875,204.66875000000005,,,0.1550003101666666,95881.53,214.0,90.0,92.0,grain corn,grain corn,2012,7 V,Siphon,Siphon,1.8349258492586236,6.871775707649405,6.0,0.26082461828189824,,,2.0347056478384444,,,0.08157998699242289,,,,1.0017342136916225,0.7589349210979484,,6.871775707649405,9.682716185366974
Date=2012-08-08T00:00:00|Year=2012|Irrigation=8.0|Rep=1|Treatment=CT|SampleID=CT1-08-OT|MeasureMethod=Ruler,2012-08-08,2012,8.0,1,CT,CT1-08-OT,Ruler,14,14,1,5919.0,False,485.07875,204.66875000000005,,,0.0355209043333333,103049.18,221.0,97.0,85.0,grain corn,grain corn,2012,7 V,Siphon,Siphon,7.597456529137783,7.597456529137783,1.0,,,,,,,,,,,,,,7.597456529137783,8.68609172787805
Date=2012-08-09T00:00:00|Year=2012|Irrigation=8.0|Rep=2|Treatment=CT|SampleID=CT2-08-OT|MeasureMethod=Transducer,2012-08-09,2012,8.0,2,CT,CT2-08-OT,Transducer,14,0,0,,False,485.07875,204.66875000000005,,,0.1550003101666666,96715.37,222.0,98.0,84.0,grain corn,grain corn,2012,7 V,Siphon,Siphon,7.674752184067041,7.674752184067041,1.0,,,,,,,,,,,,,,7.674752184067041,
Date=2012-08-19T00:00:00|Year=2012|Irrigation=9.0|Rep=1|Treatment=CT|SampleID=CT1-09-OT|MeasureMethod=Ruler,2012-08-19,2012,9.0,1,CT,CT1-09-OT,Ruler,14,14,1,4758.0,False,485.07875,204.66875000000005,,,0.0355209043333333,113946.0,232.0,108.0,74.0,grain corn,grain corn,2012,7 V,Siphon,Siphon,6.67967455988811,6.67967455988811,1.0,,,,,,,,,,,,,,6.67967455988811,8.46779284112111
Date=2012-08-20T00:00:00|Year=2012|Irrigation=9.0|Rep=2|Treatment=CT|SampleID=CT2-09-OT|MeasureMethod=Transducer,2012-08-20,2012,9.0,2,CT,CT2-09-OT,Transducer,14,14,1,18085.0,False,485.07875,204.66875000000005,,,0.1550003101666666,89521.56,233.0,109.0,73.0,grain corn,grain corn,2012,7 V,Siphon,Siphon,6.700632703722106,6.700632703722106,1.0,,,,,,,,,,,,,,6.700632703722106,9.802893437300426
Date=2012-08-30T00:00:00|Year=2012|Irrigation=10.0|Rep=1|Treatment=CT|SampleID=CT1-10-OT|MeasureMethod=Ruler,2012-08-30,2012,10.0,1,CT,CT1-10-OT,Ruler,14,14,1,3753.0,False,485.07875,204.66875000000005,,,0.0355209043333333,82991.51,243.0,119.0,63.0,grain corn,grain corn,2012,7 V,Siphon,Siphon,6.414442080300778,6.414442080300778,1.0,,,,,,,,,,,,,,6.414442080300778,8.230577217146454
Date=2012-08-31T00:00:00|Year=2012|Irrigation=10.0|Rep=2|Treatment=CT|SampleID=CT2-10-OT|MeasureMethod=Transducer,2012-08-31,2012,10.0,2,CT,CT2-10-OT,Transducer,14,14,1,26764.0,False,485.07875,204.66875000000005,,,0.1550003101666666,89018.96,244.0,120.0,62.0,grain corn,grain corn,2012,7 V,Siphon,Siphon,6.468195497103144,6.468195497103144,1.0,,,,,,,,,,,,,,6.468195497103144,10.19485034282748
Date=2013-06-19T00:00:00|Year=2013|Irrigation=1.0|Rep=1|Treatment=CT|SampleID=<MISSING>|MeasureMethod=Transducer,2013-06-19,2013,1.0,1,CT,,Transducer,14,0,0,,False,679.185,54.51874999999996,,,,,170.0,36.0,103.0,silage corn,grain corn,2013,7 V,Siphon,Siphon,,,,,,,,,,,,,,,,,,
Date=2013-06-20T00:00:00|Year=2013|Irrigation=1.0|Rep=2|Treatment=CT|SampleID=<MISSING>|MeasureMethod=Transducer,2013-06-20,2013,1.0,2,CT,,Transducer,14,0,0,,False,679.185,54.51874999999996,,,,,171.0,37.0,102.0,silage corn,grain corn,2013,7 V,Siphon,Siphon,,,,,,,,,,,,,,,,,,
Date=2013-07-02T00:00:00|Year=2013|Irrigation=2.0|Rep=1|Treatment=CT|SampleID=CT1-02-OT|MeasureMethod=Transducer,2013-07-02,2013,2.0,1,CT,CT1-02-OT,Transducer,14,0,0,,False,679.185,54.51874999999996,,,,,183.0,49.0,90.0,silage corn,grain corn,2013,7 V,Siphon,Siphon,1.7223024389669064,4.697065450692347,5.0,0.0916671885258238,,,2.227106951818089,,,,,,1.4868181988861897,,0.10885440491208209,,4.697065450692347,
Date=2013-07-03T00:00:00|Year=2013|Irrigation=2.0|Rep=2|Treatment=CT|SampleID=CT2-02-OT|MeasureMethod=Transducer,2013-07-03,2013,2.0,2,CT,CT2-02-OT,Transducer,14,14,1,17620.0,False,679.185,54.51874999999996,,,,104886.19,184.0,50.0,89.0,silage corn,grain corn,2013,7 V,Siphon,Siphon,2.4258339310800094,7.580393582910542,5.0,0.07325046173959267,,,2.1977799786279193,,,,,,1.9622052315418157,,0.31554040058017735,,7.580393582910542,9.77684665156873
Date=2013-07-11T00:00:00|Year=2013|Irrigation=3.0|Rep=1|Treatment=CT|SampleID=<MISSING>|MeasureMethod=Transducer,2013-07-11,2013,3.0,1,CT,,Transducer,14,14,1,12709.0,False,679.185,54.51874999999996,,,,87604.56,192.0,58.0,81.0,silage corn,grain corn,2013,7 V,Siphon,Siphon,,,,,,,,,,,,,,,,,,9.4501443641835
Date=2013-07-12T00:00:00|Year=2013|Irrigation=3.0|Rep=2|Treatment=CT|SampleID=<MISSING>|MeasureMethod=Transducer,2013-07-12,2013,3.0,2,CT,,Transducer,14,14,1,15886.0,False,679.185,54.51874999999996,,,,131657.14,193.0,59.0,80.0,silage corn,grain corn,2013,7 V,Siphon,Siphon,,,,,,,,,,,,,,,,,,9.673256443720023
Date=2013-07-30T00:00:00|Year=2013|Irrigation=4.0|Rep=1|Treatment=CT|SampleID=CT1-04-OT|MeasureMethod=Transducer,2013-07-30,2013,4.0,1,CT,CT1-04-OT,Transducer,14,14,1,6754.0,False,679.185,54.51874999999996,,,,108000.0,211.0,77.0,62.0,silage corn,grain corn,2013,7 V,Siphon,Siphon,1.8944092698494104,5.048252157667562,5.0,0.009950330853168083,,,2.3329202927901185,,,,,,1.8878269379742887,,0.1930966299619131,,5.048252157667562,8.818038250394299
Date=2013-07-31T00:00:00|Year=2013|Irrigation=4.0|Rep=2|Treatment=CT|SampleID=CT2-04-OT|MeasureMethod=Transducer,2013-07-31,2013,4.0,2,CT,CT2-04-OT,Transducer,14,14,1,8443.0,False,679.185,54.51874999999996,,,,109714.29,212.0,78.0,61.0,silage corn,grain corn,2013,7 V,Siphon,Siphon,2.8157763108364238,8.49038709699573,5.0,0.05732506661926941,,,2.286252438373148,,,,,,2.2505546848996616,,0.9943622672943105,,8.49038709699573,9.041211408968211
Date=2013-08-08T00:00:00|Year=2013|Irrigation=5.0|Rep=1|Treatment=CT|SampleID=<MISSING>|MeasureMethod=Transducer,2013-08-08,2013,5.0,1,CT,,Transducer,14,14,1,3573.0,False,679.185,54.51874999999996,,,,,220.0,86.0,53.0,silage corn,grain corn,2013,7 V,Siphon,Siphon,,,,,,,,,,,,,,,,,,8.181440695719374
Date=2013-08-09T00:00:00|Year=2013|Irrigation=5.0|Rep=2|Treatment=CT|SampleID=<MISSING>|MeasureMethod=Transducer,2013-08-09,2013,5.0,2,CT,,Transducer,14,14,1,23134.0,False,679.185,54.51874999999996,,,,,221.0,87.0,52.0,silage corn,grain corn,2013,7 V,Siphon,Siphon,,,,,,,,,,,,,,,,,,10.0491019013411
Date=2013-08-19T00:00:00|Year=2013|Irrigation=6.0|Rep=1|Treatment=CT|SampleID=CT1-06-OT|MeasureMethod=Transducer,2013-08-19,2013,6.0,1,CT,CT1-06-OT,Transducer,14,14,1,20902.0,False,679.185,54.51874999999996,,,,108000.0,231.0,97.0,42.0,silage corn,grain corn,2013,7 V,Siphon,Siphon,1.8513314865617574,5.55418751287995,5.0,0.08709470685093376,,,2.1992225799988927,,,,,,1.27032218486747,,0.1458304482115395,,5.55418751287995,9.947647968321782
Date=2013-08-20T00:00:00|Year=2013|Irrigation=6.0|Rep=2|Treatment=CT|SampleID=CT2-06-OT|MeasureMethod=Transducer,2013-08-20,2013,6.0,2,CT,CT2-06-OT,Transducer,14,14,1,30421.0,False,679.185,54.51874999999996,,,,102400.0,232.0,98.0,41.0,silage corn,grain corn,2013,7 V,Siphon,Siphon,2.475703557467047,7.720661319748717,5.0,0.045928931888399804,,,2.1913182805654587,,,,,,1.4685653535526848,,0.9520439015799729,,7.720661319748717,10.322921309871688
Date=2013-08-28T00:00:00|Year=2013|Irrigation=7.0|Rep=1|Treatment=CT|SampleID=<MISSING>|MeasureMethod=Transducer,2013-08-28,2013,7.0,1,CT,,Transducer,14,14,1,34505.0,False,679.185,54.51874999999996,,,,,240.0,106.0,33.0,silage corn,grain corn,2013,7 V,Siphon,Siphon,,,,,,,,,,,,,,,,,,10.448888500941809
Date=2013-08-29T00:00:00|Year=2013|Irrigation=7.0|Rep=2|Treatment=CT|SampleID=<MISSING>|MeasureMethod=Transducer,2013-08-29,2013,7.0,2,CT,,Transducer,14,14,1,43131.0,False,679.185,54.51874999999996,,,,,241.0,107.0,32.0,silage corn,grain corn,2013,7 V,Siphon,Siphon,,,,,,,,,,,,,,,,,,10.672020460001963
Date=2014-07-01T00:00:00|Year=2014|Irrigation=1.0|Rep=1|Treatment=CT|SampleID=CT1-FF-01-OT|MeasureMethod=Bubbler,2014-07-01,2014,1.0,1,CT,CT1-FF-01-OT,Bubbler,14,14,1,44359.44,False,872.43,76.71624999999995,,,,126691.33,182.0,56.0,154.0,grain corn,silage corn,2014,7 V,Siphon,Siphon,2.913851770357284,7.8713112033234065,5.0,,,,2.4159137783010487,,,0.23980399220731702,,,,2.7285062096695922,1.3137236682850553,,7.8713112033234065,10.700103360260918
Date=2014-07-01T00:00:00|Year=2014|Irrigation=1.0|Rep=1|Treatment=CT|SampleID=CT1-01-OT|MeasureMethod=Bubbler,2014-07-01,2014,1.0,1,CT,CT1-01-OT,Bubbler,28,28,1,44359.44,False,872.43,76.71624999999995,,,,126691.33,182.0,56.0,154.0,grain corn,silage corn,2014,7 V,Siphon,Siphon,2.1138048028113983,7.00094229738267,12.0,,,,2.225888859322543,,,0.14965436013626165,,,1.5871923034867808,1.6906673762829518,0.7864180833947698,0.18398683611301586,6.944610567931965,10.700103360260918
Date=2014-07-01T00:00:00|Year=2014|Irrigation=1.0|Rep=1|Treatment=CT|SampleID=CT1-01-OT-D|MeasureMethod=Bubbler,2014-07-01,2014,1.0,1,CT,CT1-01-OT-D,Bubbler,14,14,1,44359.44,False,872.43,76.71624999999995,,,,126691.33,182.0,56.0,154.0,grain corn,silage corn,2014,7 V,Siphon,Siphon,1.1613039601766428,2.191653532286764,4.0,,,,2.191653532286764,,,0.16296882827813966,,,,1.7083778602890038,0.5822156198526637,,,10.700103360260918
Date=2014-07-02T00:00:00|Year=2014|Irrigation=1.0|Rep=2|Treatment=CT|SampleID=CT2-FF-01-OT|MeasureMethod=Bubbler,2014-07-02,2014,1.0,2,CT,CT2-FF-01-OT,Bubbler,14,14,1,67070.2,False,872.43,76.71624999999995,,,,136319.18,183.0,57.0,153.0,grain corn,silage corn,2014,7 V,Siphon,Siphon,3.230837302117319,8.418697944667139,5.0,,,,2.6919208191723265,,,0.26005390533430683,,,,3.469790173127767,1.3137236682850553,,8.418697944667139,11.11351002068861
Date=2014-07-02T00:00:00|Year=2014|Irrigation=1.0|Rep=2|Treatment=CT|SampleID=CT2-01-OT|MeasureMethod=Bubbler,2014-07-02,2014,1.0,2,CT,CT2-01-OT,Bubbler,28,28,1,67070.2,False,872.43,76.71624999999995,,,,136319.18,183.0,57.0,153.0,grain corn,silage corn,2014,7 V,Siphon,Siphon,2.4039946977606266,7.797428076021962,12.0,,,,2.3696411424850172,,,0.1265856848820236,,,1.7578579175523736,2.39686611518575,0.923035435605055,0.1595645696713384,7.649128564794056,11.11351002068861
Date=2014-07-02T00:00:00|Year=2014|Irrigation=1.0|Rep=2|Treatment=CT|SampleID=CT2-01-OT-D|MeasureMethod=Bubbler,2014-07-02,2014,1.0,2,CT,CT2-01-OT-D,Bubbler,14,14,1,67070.2,False,872.43,76.71624999999995,,,,136319.18,183.0,57.0,153.0,grain corn,silage corn,2014,7 V,Siphon,Siphon,2.7364359923506134,7.873851659247048,5.0,,,,2.300583090323373,,,0.1380212978973747,,,,2.395164274287139,0.9745596399981308,,7.873851659247048,11.11351002068861
Date=2014-07-21T00:00:00|Year=2014|Irrigation=2.0|Rep=1|Treatment=CT|SampleID=<MISSING>|MeasureMethod=Transducer,2014-07-21,2014,2.0,1,CT,,Transducer,14,14,1,10627.9,False,872.43,76.71624999999995,,,,104096.39,202.0,76.0,134.0,grain corn,silage corn,2014,7 V,Siphon,Siphon,,,,,,,,,,,,,,,,,,9.271331985266537
Date=2014-07-22T00:00:00|Year=2014|Irrigation=2.0|Rep=2|Treatment=CT|SampleID=<MISSING>|MeasureMethod=Transducer,2014-07-22,2014,2.0,2,CT,,Transducer,14,14,1,7867.88,False,872.43,76.71624999999995,,,,95319.15,203.0,77.0,133.0,grain corn,silage corn,2014,7 V,Siphon,Siphon,,,,,,,,,,,,,,,,,,8.970671018704637
