_wq_idx,Date,Year,Irrigation,Rep,Treatment,InflowOutflow,SampleID,FF,Composite,Duplicate,Flag,NoRunoff,Volume,SampleMethod,MeasureMethod,IrrMethod,FlumeMethod,TSSMethod,Lab,Notes,Analyte,Result_mg_L,Inflow_Result_mg_L,Inflow_Flag,Inflow_Volume,Has_Inflow,MDL_Provided,RL_Provided,RLMDL_Provided_Units,RLMDL_Method,MDL_mg_L,RL_mg_L,RLMDL_Source,RLMDL_Assumed,PlantDate,HarvestDate,SeasonYear,Crop,previous_crop,CumAll_STIR_toDate,Season_STIR_toDate,Residue_PercentCover,Residue_DryMass_kg_m2,Residue_n,Result_is_nd,Result_mg_L_cens,Result_lod_mg_L,Inflow_is_nd,Inflow_Result_mg_L_cens,Inflow_lod_mg_L,analyte_abbr,cout_z,cin_z,stir_season_z,stir_cumall_z,volume_z,IRR_z,inflow_volume_z,residue_prop,residue_obs,DayOfYear,DaysSincePlant,DaysUntilHarvest,IrrigationInfrastructure,EventVolumeID,y_logC,y_logV,Result_mg_L_model_pred,Result_mg_L_model_pi_low,Result_mg_L_model_pi_high,Volume_model_pred,Volume_model_pi_low,Volume_model_pi_high,Result_mg_L_pred,Result_mg_L_pi_low,Result_mg_L_pi_high,q_conformal_logC,Volume_pred,Volume_pi_low,Volume_pi_high,q_conformal_logV,Result_mg_L_filled,Volume_filled
11110,2011-06-30,2011,1.0,1,CT,OUT,CT1-01-OT,False,AC,False,,False,11576.43,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT1-T1, CT1-T2, CT1-T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.",Selenium,,,,55761.14,False,,1.5,UG/L,EPA200.8 [SE200.8]_W,,0.0015,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,grain corn,204.1975,204.1975,,0.03242,0,0,,0.0015,0,,0.0015,Se,,,2.62718420703775,-1.1837220442008272,-0.954727170345288,-1.3151477727398646,-1.4059628623185925,,1,181,57,138,Siphon,Date=2011-06-30T00:00:00|Year=2011|Irrigation=1.0|Rep=1|Treatment=CT|SampleID=CT1-01-OT|MeasureMethod=Transducer,,9.356812792126307,0.4573866834726104,0.0,1.929693757189297,12859.383879071109,3198.4676653109236,51691.80981028435,0.4573866834726104,0.0,1.929693757189297,0.6982530088043551,,,,,0.4573866834726104,11576.43
12221,2011-06-30,2011,1.0,1,CT,OUT,CT1-01-OT,False,AC,False,,False,11576.43,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT1-T1, CT1-T2, CT1-T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.",NPOC,,,,55761.14,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,grain corn,204.1975,204.1975,,0.03242,0,0,,,0,,,NPOC,,,2.62718420703775,-1.1837220442008272,-0.954727170345288,-1.3151477727398646,-1.4059628623185925,,1,181,57,138,Siphon,Date=2011-06-30T00:00:00|Year=2011|Irrigation=1.0|Rep=1|Treatment=CT|SampleID=CT1-01-OT|MeasureMethod=Transducer,,9.356812792126307,5.292772449658418,2.1303622597926477,11.649968858812851,12859.383879071109,3198.4676653109236,51691.80981028435,5.292772449658418,2.1303622597926477,11.649968858812851,0.6982530088043551,,,,,5.292772449658418,11576.43
13332,2011-06-30,2011,1.0,1,CT,OUT,CT1-01-OT,False,AC,False,,False,11576.43,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT1-T1, CT1-T2, CT1-T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.",TDS,,,,55761.14,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,grain corn,204.1975,204.1975,,0.03242,0,0,,,0,,,TDS,,,2.62718420703775,-1.1837220442008272,-0.954727170345288,-1.3151477727398646,-1.4059628623185925,,1,181,57,138,Siphon,Date=2011-06-30T00:00:00|Year=2011|Irrigation=1.0|Rep=1|Treatment=CT|SampleID=CT1-01-OT|MeasureMethod=Transducer,,9.356812792126307,6.873959399110165,2.9169293876901583,14.828530586658522,12859.383879071109,3198.4676653109236,51691.80981028435,6.873959399110165,2.9169293876901583,14.828530586658522,0.6982530088043551,,,,,6.873959399110165,11576.43
14443,2011-06-30,2011,1.0,1,CT,OUT,CT1-01-OT,False,AC,False,,False,11576.43,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT1-T1, CT1-T2, CT1-T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.",TSS,1621.2,,,55761.14,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,grain corn,204.1975,204.1975,,0.03242,0,0,1621.2,,0,,,TSS,0.1344401742087775,,2.62718420703775,-1.1837220442008272,-0.954727170345288,-1.3151477727398646,-1.4059628623185925,,1,181,57,138,Siphon,Date=2011-06-30T00:00:00|Year=2011|Irrigation=1.0|Rep=1|Treatment=CT|SampleID=CT1-01-OT|MeasureMethod=Transducer,7.391538531636244,9.356812792126307,1248.63813483727,620.6369790877478,2511.0697779775132,12859.383879071109,3198.4676653109236,51691.80981028435,,,,,,,,,1621.2,11576.43
3,2011-07-01,2011,1.0,2,CT,OUT,CT2-01-0T,False,AC,False,,False,7426.17,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT2-T1, CT2-T2, CT2-T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.",OrthoP,0.08,0.01,,52493.88,True,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,grain corn,204.1975,204.1975,,0.0418833333333333,0,0,0.08,0.75,0,0.01,0.75,OP,-0.2996533915415185,-0.2704658744587053,2.62718420703775,-1.1837220442008272,-1.1419805419311555,-1.3151477727398646,-1.5005142995239609,,1,182,58,137,Siphon,Date=2011-07-01T00:00:00|Year=2011|Irrigation=1.0|Rep=2|Treatment=CT|SampleID=CT2-01-0T|MeasureMethod=Transducer,0.07696104113612832,8.912900176864722,0.21506764577335835,0.0,1.4425748751201652,12858.575856712781,3198.266641653099,51688.5619332005,,,,,,,,,0.08,7426.17
1114,2011-07-01,2011,1.0,2,CT,OUT,CT2-01-0T,False,AC,False,,False,7426.17,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT2-T1, CT2-T2, CT2-T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.",TotalP,3.337,0.077,,52493.88,True,0.033,0.05,MG/L,EPA365.2 [365.2TPHOS]_W,0.033,0.05,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,grain corn,204.1975,204.1975,,0.0418833333333333,0,0,3.337,0.05,0,0.077,0.05,TP,0.8156196546288823,0.5754085287933446,2.62718420703775,-1.1837220442008272,-1.1419805419311555,-1.3151477727398646,-1.5005142995239609,,1,182,58,137,Siphon,Date=2011-07-01T00:00:00|Year=2011|Irrigation=1.0|Rep=2|Treatment=CT|SampleID=CT2-01-0T|MeasureMethod=Transducer,1.467182864853229,8.912900176864722,2.4676665601877867,0.7250031868141147,5.970834294429842,12858.575856712781,3198.266641653099,51688.5619332005,,,,,,,,,3.337,7426.17
2225,2011-07-01,2011,1.0,2,CT,OUT,CT2-01-0T,False,AC,False,,False,7426.17,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT2-T1, CT2-T2, CT2-T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.",ICP,0.093,0.033,,52493.88,True,,,,,,,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,grain corn,204.1975,204.1975,,0.0418833333333333,0,0,0.093,,0,0.033,,ICP,-0.4399790760310411,2.191986497404764,2.62718420703775,-1.1837220442008272,-1.1419805419311555,-1.3151477727398646,-1.5005142995239609,,1,182,58,137,Siphon,Date=2011-07-01T00:00:00|Year=2011|Irrigation=1.0|Rep=2|Treatment=CT|SampleID=CT2-01-0T|MeasureMethod=Transducer,0.08892620919440151,8.912900176864722,0.30308402361277037,0.0,1.6195087222664268,12858.575856712781,3198.266641653099,51688.5619332005,,,,,,,,,0.093,7426.17
3336,2011-07-01,2011,1.0,2,CT,OUT,CT2-01-0T,False,AC,False,,False,7426.17,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT2-T1, CT2-T2, CT2-T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.",TKN,,,,52493.88,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,grain corn,204.1975,204.1975,,0.0418833333333333,0,0,,,0,,,TKN,,,2.62718420703775,-1.1837220442008272,-1.1419805419311555,-1.3151477727398646,-1.5005142995239609,,1,182,58,137,Siphon,Date=2011-07-01T00:00:00|Year=2011|Irrigation=1.0|Rep=2|Treatment=CT|SampleID=CT2-01-0T|MeasureMethod=Transducer,,8.912900176864722,7.081441875290492,3.020142290778443,15.245619696971577,12858.575856712781,3198.266641653099,51688.5619332005,7.081441875290492,3.020142290778443,15.245619696971577,0.6982530088043551,,,,,7.081441875290492,7426.17
4447,2011-07-01,2011,1.0,2,CT,OUT,CT2-01-0T,False,AC,False,,False,7426.17,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT2-T1, CT2-T2, CT2-T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.",Nitrate,7.0,6.4,,52493.88,True,0.19,0.2,MG/L,EPA300.0 [300Nitrate]_W,0.19,0.2,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,grain corn,204.1975,204.1975,,0.0418833333333333,0,0,7.0,0.2,0,6.4,0.2,NO3,0.183474185391645,0.1077516680296207,2.62718420703775,-1.1837220442008272,-1.1419805419311555,-1.3151477727398646,-1.5005142995239609,,1,182,58,137,Siphon,Date=2011-07-01T00:00:00|Year=2011|Irrigation=1.0|Rep=2|Treatment=CT|SampleID=CT2-01-0T|MeasureMethod=Transducer,2.0794415416798357,8.912900176864722,8.6714250270356,3.8110851211042434,18.441863882903405,12858.575856712781,3198.266641653099,51688.5619332005,,,,,,,,,7.0,7426.17
5558,2011-07-01,2011,1.0,2,CT,OUT,CT2-01-0T,False,AC,False,,False,7426.17,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT2-T1, CT2-T2, CT2-T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.",Nitrite,,,,52493.88,False,0.11,0.15,MG/L,EPA300.0 [300Nitrite]_W,0.11,0.15,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,grain corn,204.1975,204.1975,,0.0418833333333333,0,0,,0.15,0,,0.15,NO2,,,2.62718420703775,-1.1837220442008272,-1.1419805419311555,-1.3151477727398646,-1.5005142995239609,,1,182,58,137,Siphon,Date=2011-07-01T00:00:00|Year=2011|Irrigation=1.0|Rep=2|Treatment=CT|SampleID=CT2-01-0T|MeasureMethod=Transducer,,8.912900176864722,0.6770367041438727,0.0,2.3712425250110045,12858.575856712781,3198.266641653099,51688.5619332005,0.6770367041438727,0.0,2.3712425250110045,0.6982530088043551,,,,,0.6770367041438727,7426.17
6669,2011-07-01,2011,1.0,2,CT,OUT,CT2-01-0T,False,AC,False,,False,7426.17,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT2-T1, CT2-T2, CT2-T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.",NitrateNitrite,,,,52493.88,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,grain corn,204.1975,204.1975,,0.0418833333333333,0,0,,,0,,,NOx,,,2.62718420703775,-1.1837220442008272,-1.1419805419311555,-1.3151477727398646,-1.5005142995239609,,1,182,58,137,Siphon,Date=2011-07-01T00:00:00|Year=2011|Irrigation=1.0|Rep=2|Treatment=CT|SampleID=CT2-01-0T|MeasureMethod=Transducer,,8.912900176864722,4.252345444545042,1.612798108708049,9.558463195793596,12858.575856712781,3198.266641653099,51688.5619332005,4.252345444545042,1.612798108708049,9.558463195793596,0.6982530088043551,,,,,4.252345444545042,7426.17
7780,2011-07-01,2011,1.0,2,CT,OUT,CT2-01-0T,False,AC,False,,False,7426.17,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT2-T1, CT2-T2, CT2-T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.",TotalN,10.803,7.36,,52493.88,True,,,,,,,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,grain corn,204.1975,204.1975,,0.0418833333333333,0,0,10.803,,0,7.36,,TN,1.1794411768489936,0.4953991785653859,2.62718420703775,-1.1837220442008272,-1.1419805419311555,-1.3151477727398646,-1.5005142995239609,,1,182,58,137,Siphon,Date=2011-07-01T00:00:00|Year=2011|Irrigation=1.0|Rep=2|Treatment=CT|SampleID=CT2-01-0T|MeasureMethod=Transducer,2.468353736446932,8.912900176864722,12.213738280131219,5.573221573448989,25.56275577885175,12858.575856712781,3198.266641653099,51688.5619332005,,,,,,,,,10.803,7426.17
8891,2011-07-01,2011,1.0,2,CT,OUT,CT2-01-0T,False,AC,False,,False,7426.17,GBW,Transducer,Siphon,Weir,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319","OG Sample IDS: CT2-T1, CT2-T2, CT2-T3. The sample ID has been modifed to fit with the ""modern"" IDs. The values represent the average between the three.",Ammonium(NH4),,,,52493.88,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2011-05-04,2011-11-15,2011,grain corn,grain corn,204.1975,204.1975,,0.0418833333333333,0,0,,,0,,,NH4,,,2.62718420703775,-1.1837220442008272,-1.1419805419311555,-1.3151477727398646,-1.5005142995239609,,1,182,58,137,Siphon,Date=2011-07-01T00:00:00|Year=2011|Irrigation=1.0|Rep=2|Treatment=CT|SampleID=CT2-01-0T|MeasureMethod=Transducer,,8.912900176864722,0.5617250810874765,0.0,2.139438744977332,12858.575856712781,3198.266641653099,51688.5619332005,0.5617250810874765,0.0,2.139438744977332,0.6982530088043551,,,,,0.5617250810874765,7426.17
