PhysicalEventID,Year,Treatment,Rep,Analyte,Concentration_mg_L,Volume_L,Load_kg,n_concentration_prediction_rows,n_concentration_observation_ids,n_distinct_concentration_SampleMethod,concentration_SampleMethod_values,n_distinct_concentration_MeasureMethod,concentration_MeasureMethod_values,n_distinct_concentration_Lab,concentration_Lab_values,n_distinct_concentration_Duplicate,concentration_Duplicate_values,n_volume_prediction_rows,n_volume_observation_ids,n_distinct_volume_MeasureMethod,volume_MeasureMethod_values,n_distinct_volume_FlumeMethod,volume_FlumeMethod_values,n_volume_source_rows_before_copy_deduplication,central_estimate_type,concentration_resolution,volume_resolution
PE_003510690d55f2e080ab,2015,CT,2,TN,9.919347984638172,23723.304550440516,0.2353197131813697,2,2,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28.0,physical_event_point_total,median,median
PE_003510690d55f2e080ab,2015,CT,2,TP,1.0654429901422817,23723.304550440516,0.025275828536277342,2,2,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28.0,physical_event_point_total,median,median
PE_003510690d55f2e080ab,2015,CT,2,TSP,0.2916910165351485,23723.304550440516,0.006919874819890909,2,2,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28.0,physical_event_point_total,median,median
PE_003510690d55f2e080ab,2015,CT,2,TSS,1608.6512860505309,23723.304550440516,38.16252437443455,2,2,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28.0,physical_event_point_total,median,median
PE_007bf9724431b43650d7,2025,ST,1,ICP,0.2600307071086901,49268.171361852845,0.01281123743717471,4,4,2,ISC | LC,2,Bubbler | Etape,0,,1,False,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,physical_event_point_total,median,median
PE_007bf9724431b43650d7,2025,ST,1,NH4,1.043148587587992,49268.171361852845,0.05139402336915995,4,4,2,ISC | LC,2,Bubbler | Etape,0,,1,False,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,physical_event_point_total,median,median
PE_007bf9724431b43650d7,2025,ST,1,NO2,0.17409886672294111,49268.171361852845,0.008577532799610243,4,4,2,ISC | LC,2,Bubbler | Etape,0,,1,False,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,physical_event_point_total,median,median
PE_007bf9724431b43650d7,2025,ST,1,NO3,0.16525578185799916,49268.171361852845,0.008141850179116875,4,4,2,ISC | LC,2,Bubbler | Etape,0,,1,False,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,physical_event_point_total,median,median
PE_007bf9724431b43650d7,2025,ST,1,NOx,1.1914607664562713,49268.171361852845,0.0587010932126921,4,4,2,ISC | LC,2,Bubbler | Etape,0,,1,False,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,physical_event_point_total,median,median
PE_007bf9724431b43650d7,2025,ST,1,NPOC,1.009116743004554,49268.171361852845,0.049717336618463184,4,4,2,ISC | LC,2,Bubbler | Etape,0,,1,False,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,physical_event_point_total,median,median
PE_007bf9724431b43650d7,2025,ST,1,OP,0.11531632000356297,49268.171361852845,0.0056814242147538,4,4,2,ISC | LC,2,Bubbler | Etape,0,,1,False,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,physical_event_point_total,median,median
PE_007bf9724431b43650d7,2025,ST,1,Se,0.48905330478768944,49268.171361852845,0.02409476202536033,4,4,2,ISC | LC,2,Bubbler | Etape,0,,1,False,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,physical_event_point_total,median,median
PE_007bf9724431b43650d7,2025,ST,1,TDS,51.19024628496597,49268.171361852845,2.5220498260231543,4,4,2,ISC | LC,2,Bubbler | Etape,0,,1,False,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,physical_event_point_total,median,median
PE_007bf9724431b43650d7,2025,ST,1,TKN,0.9850565684751745,49268.171361852845,0.04853193581675363,4,4,2,ISC | LC,2,Bubbler | Etape,0,,1,False,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,physical_event_point_total,median,median
PE_007bf9724431b43650d7,2025,ST,1,TN,1.0788680290357164,49268.171361852845,0.05315385493135611,4,4,2,ISC | LC,2,Bubbler | Etape,0,,1,False,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,physical_event_point_total,median,median
PE_007bf9724431b43650d7,2025,ST,1,TP,0.5474315536545997,49268.171361852845,0.02697095159434016,4,4,2,ISC | LC,2,Bubbler | Etape,0,,1,False,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,physical_event_point_total,median,median
PE_007bf9724431b43650d7,2025,ST,1,TSP,0.27037964780809143,49268.171361852845,0.013321110820966469,4,4,2,ISC | LC,2,Bubbler | Etape,0,,1,False,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,physical_event_point_total,median,median
PE_007bf9724431b43650d7,2025,ST,1,TSS,271.14431383938006,49268.171361852845,13.358784518030584,4,4,2,ISC | LC,2,Bubbler | Etape,0,,1,False,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,physical_event_point_total,median,median
PE_00b38906ec1907c7d0dc,2024,ST,1,ICP,0.3315071288260995,44001.912986848,0.01458694783712584,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Bubbler,1,60 V Trap,28.0,physical_event_point_total,median,median
PE_00b38906ec1907c7d0dc,2024,ST,1,NH4,1.07750486902928,44001.912986848,0.04741227548993144,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Bubbler,1,60 V Trap,28.0,physical_event_point_total,median,median
PE_00b38906ec1907c7d0dc,2024,ST,1,NO2,0.032913530626273696,44001.912986848,0.0014482583107072518,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Bubbler,1,60 V Trap,28.0,physical_event_point_total,median,median
PE_00b38906ec1907c7d0dc,2024,ST,1,NO3,0.3665343083982138,44001.912986848,0.016128210744832717,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Bubbler,1,60 V Trap,28.0,physical_event_point_total,median,median
PE_00b38906ec1907c7d0dc,2024,ST,1,NOx,1.6072455395243703,44001.912986848,0.07072187837865092,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Bubbler,1,60 V Trap,28.0,physical_event_point_total,median,median
PE_00b38906ec1907c7d0dc,2024,ST,1,NPOC,2.191123847489539,44001.912986848,0.09641364088064232,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Bubbler,1,60 V Trap,28.0,physical_event_point_total,median,median
PE_00b38906ec1907c7d0dc,2024,ST,1,OP,0.5010206336523457,44001.912986848,0.022045866326585964,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Bubbler,1,60 V Trap,28.0,physical_event_point_total,median,median
PE_00b38906ec1907c7d0dc,2024,ST,1,Se,0.6332893798066551,44001.912986848,0.027865944185747376,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Bubbler,1,60 V Trap,28.0,physical_event_point_total,median,median
PE_00b38906ec1907c7d0dc,2024,ST,1,TDS,624.8014416097653,44001.912986848,27.492458667770087,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Bubbler,1,60 V Trap,28.0,physical_event_point_total,median,median
PE_00b38906ec1907c7d0dc,2024,ST,1,TKN,0.8899290265258062,44001.912986848,0.03915857958965887,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Bubbler,1,60 V Trap,28.0,physical_event_point_total,median,median
PE_00b38906ec1907c7d0dc,2024,ST,1,TN,2.124386719740371,44001.912986848,0.09347707959243128,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Bubbler,1,60 V Trap,28.0,physical_event_point_total,median,median
PE_00b38906ec1907c7d0dc,2024,ST,1,TP,1.4935290333571274,44001.912986848,0.06571813456911153,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Bubbler,1,60 V Trap,28.0,physical_event_point_total,median,median
PE_00b38906ec1907c7d0dc,2024,ST,1,TSP,0.32508701449063115,44001.912986848,0.014304450524770947,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Bubbler,1,60 V Trap,28.0,physical_event_point_total,median,median
PE_00b38906ec1907c7d0dc,2024,ST,1,TSS,1725.9944590994198,44001.912986848,75.94705800507445,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,1,1,1,Bubbler,1,60 V Trap,28.0,physical_event_point_total,median,median
PE_01024210b88310ac1815,2025,CT,1,ICP,0.36755939881927185,39750.52535616101,0.014610679202660761,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,physical_event_point_total,median,median
PE_01024210b88310ac1815,2025,CT,1,NH4,0.9824665779642509,39750.52535616101,0.039053562618948684,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,physical_event_point_total,median,median
PE_01024210b88310ac1815,2025,CT,1,NO2,0.7429770575543754,39750.52535616101,0.029533728365361094,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,physical_event_point_total,median,median
PE_01024210b88310ac1815,2025,CT,1,NO3,0.12794694118407196,39750.52535616101,0.005085958129780694,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,physical_event_point_total,median,median
PE_01024210b88310ac1815,2025,CT,1,NOx,1.4946033731494373,39750.52535616101,0.05941126928178048,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,physical_event_point_total,median,median
PE_01024210b88310ac1815,2025,CT,1,NPOC,1.7242291438112434,39750.52535616101,0.06853901430090062,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,physical_event_point_total,median,median
PE_01024210b88310ac1815,2025,CT,1,OP,0.10999369150471316,39750.52535616101,0.004372307023175852,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,physical_event_point_total,median,median
PE_01024210b88310ac1815,2025,CT,1,Se,0.5976111018338757,39750.52535616101,0.023755355256570795,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,physical_event_point_total,median,median
PE_01024210b88310ac1815,2025,CT,1,TDS,608.9607816362163,39750.52535616101,24.206510991338046,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,physical_event_point_total,median,median
PE_01024210b88310ac1815,2025,CT,1,TKN,0.13426574194668617,39750.52535616101,0.0053371337797155196,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,physical_event_point_total,median,median
PE_01024210b88310ac1815,2025,CT,1,TN,1.7804899784156811,39750.52535616101,0.07077541203340311,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,physical_event_point_total,median,median
PE_01024210b88310ac1815,2025,CT,1,TP,0.6441854369443529,39750.52535616101,0.02560670954532616,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,physical_event_point_total,median,median
PE_01024210b88310ac1815,2025,CT,1,TSP,0.35618544332841584,39750.52535616101,0.014158558496521643,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,physical_event_point_total,median,median
PE_01024210b88310ac1815,2025,CT,1,TSS,431.93122320023656,39750.52535616101,17.169493039938644,4,4,2,ISC | LC,2,Bubbler | Etape,1,ALS Houston,2,False | True,2,2,2,Bubbler | Etape,1,60 V Trap,56.0,physical_event_point_total,median,median
PE_01dfb8394999c3a08b1b,2015,CT,2,ICP,0.10827013511961722,24095.547162668547,0.002608828147083233,2,2,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28.0,physical_event_point_total,median,median
PE_01dfb8394999c3a08b1b,2015,CT,2,NH4,0.04628529706508725,24095.547162668547,0.001115269558369934,2,2,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28.0,physical_event_point_total,median,median
PE_01dfb8394999c3a08b1b,2015,CT,2,NO2,0.36838881342487617,24095.547162668547,0.008876530028078608,2,2,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28.0,physical_event_point_total,median,median
PE_01dfb8394999c3a08b1b,2015,CT,2,NO3,7.541354177841074,24095.547162668547,0.18171305526255707,2,2,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28.0,physical_event_point_total,median,median
PE_01dfb8394999c3a08b1b,2015,CT,2,NOx,1.556652312287915,24095.547162668547,0.0375083892066105,2,2,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28.0,physical_event_point_total,median,median
PE_01dfb8394999c3a08b1b,2015,CT,2,NPOC,1.6024978463686241,24095.547162668547,0.03861306243524996,2,2,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28.0,physical_event_point_total,median,median
PE_01dfb8394999c3a08b1b,2015,CT,2,OP,0.09919263442423676,24095.547162668547,0.0023901008009585365,2,2,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28.0,physical_event_point_total,median,median
PE_01dfb8394999c3a08b1b,2015,CT,2,Se,0.2178094433363555,24095.547162668547,0.0052482377143857365,2,2,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28.0,physical_event_point_total,median,median
PE_01dfb8394999c3a08b1b,2015,CT,2,TDS,0.8717449899895185,24095.547162668547,0.021005172520112466,2,2,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28.0,physical_event_point_total,median,median
PE_01dfb8394999c3a08b1b,2015,CT,2,TKN,0.6833407188893024,24095.547162668547,0.016465468520169016,2,2,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28.0,physical_event_point_total,median,median
PE_01dfb8394999c3a08b1b,2015,CT,2,TN,7.854830372548256,24095.547162668547,0.18926643569649784,2,2,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28.0,physical_event_point_total,median,median
PE_01dfb8394999c3a08b1b,2015,CT,2,TP,0.9214669618177976,24095.547162668547,0.022203250637321637,2,2,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28.0,physical_event_point_total,median,median
PE_01dfb8394999c3a08b1b,2015,CT,2,TSP,0.09169811598478968,24095.547162668547,0.00220951627843935,2,2,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28.0,physical_event_point_total,median,median
PE_01dfb8394999c3a08b1b,2015,CT,2,TSS,1188.5766285614184,24095.547162668547,28.639404209947234,2,2,1,ISC,1,Bubbler,1,"NO3-NH4 (ARS), Ortho-P (Jacob, in-house) Total-N (ECOCORE), Totals (J Self - CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",1,False,1,1,1,Bubbler,1,7 V,28.0,physical_event_point_total,median,median
PE_01ea2f88880fff50efcb,2012,MT,2,ICP,0.06956831373482383,223.9269920198225,1.5578223234530405e-05,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrate results from ""Nitrates 1st irr. 2012"" (in-lab testing). Ortho P from ""Ortho P for all Irr. 2012 (in-lab testing)",1,False,1,0,0,,0,,0.0,physical_event_point_total,median,median
PE_01ea2f88880fff50efcb,2012,MT,2,NH4,0.22466546495175999,223.9269920198225,5.0308661777382466e-05,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrate results from ""Nitrates 1st irr. 2012"" (in-lab testing). Ortho P from ""Ortho P for all Irr. 2012 (in-lab testing)",1,False,1,0,0,,0,,0.0,physical_event_point_total,median,median
PE_01ea2f88880fff50efcb,2012,MT,2,NO2,0.308341577290321,223.9269920198225,6.904600191726919e-05,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrate results from ""Nitrates 1st irr. 2012"" (in-lab testing). Ortho P from ""Ortho P for all Irr. 2012 (in-lab testing)",1,False,1,0,0,,0,,0.0,physical_event_point_total,median,median
PE_01ea2f88880fff50efcb,2012,MT,2,NO3,9.002240618196339,223.9269920198225,0.0020158446630713736,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrate results from ""Nitrates 1st irr. 2012"" (in-lab testing). Ortho P from ""Ortho P for all Irr. 2012 (in-lab testing)",1,False,1,0,0,,0,,0.0,physical_event_point_total,median,median
PE_01ea2f88880fff50efcb,2012,MT,2,NOx,2.881568709611074,223.9269920198225,0.0006452610134416492,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrate results from ""Nitrates 1st irr. 2012"" (in-lab testing). Ortho P from ""Ortho P for all Irr. 2012 (in-lab testing)",1,False,1,0,0,,0,,0.0,physical_event_point_total,median,median
PE_01ea2f88880fff50efcb,2012,MT,2,NPOC,2.7127044022328417,223.9269920198225,0.000607447737030931,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrate results from ""Nitrates 1st irr. 2012"" (in-lab testing). Ortho P from ""Ortho P for all Irr. 2012 (in-lab testing)",1,False,1,0,0,,0,,0.0,physical_event_point_total,median,median
PE_01ea2f88880fff50efcb,2012,MT,2,OP,0.0428104976973947,223.9269920198225,9.586425976249133e-06,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrate results from ""Nitrates 1st irr. 2012"" (in-lab testing). Ortho P from ""Ortho P for all Irr. 2012 (in-lab testing)",1,False,1,0,0,,0,,0.0,physical_event_point_total,median,median
PE_01ea2f88880fff50efcb,2012,MT,2,Se,0.1524143549116953,223.9269920198225,3.412968803601759e-05,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrate results from ""Nitrates 1st irr. 2012"" (in-lab testing). Ortho P from ""Ortho P for all Irr. 2012 (in-lab testing)",1,False,1,0,0,,0,,0.0,physical_event_point_total,median,median
PE_01ea2f88880fff50efcb,2012,MT,2,TDS,1.7782692151511843,223.9269920198225,0.00039820247635025525,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrate results from ""Nitrates 1st irr. 2012"" (in-lab testing). Ortho P from ""Ortho P for all Irr. 2012 (in-lab testing)",1,False,1,0,0,,0,,0.0,physical_event_point_total,median,median
PE_01ea2f88880fff50efcb,2012,MT,2,TKN,3.6967838763178626,223.9269920198225,0.0008278096935712385,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrate results from ""Nitrates 1st irr. 2012"" (in-lab testing). Ortho P from ""Ortho P for all Irr. 2012 (in-lab testing)",1,False,1,0,0,,0,,0.0,physical_event_point_total,median,median
PE_01ea2f88880fff50efcb,2012,MT,2,TN,2.131439895800025,223.9269920198225,0.0004772869245375435,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrate results from ""Nitrates 1st irr. 2012"" (in-lab testing). Ortho P from ""Ortho P for all Irr. 2012 (in-lab testing)",1,False,1,0,0,,0,,0.0,physical_event_point_total,median,median
PE_01ea2f88880fff50efcb,2012,MT,2,TP,0.4728426700282964,223.9269920198225,0.00010588223679805789,1,1,1,GBW,1,Transducer,1,"CSU Soil, Water and Plant Testing Laboratory - NESB A319. Nitrate results from ""Nitrates 1st irr. 2012"" (in-lab testing). Ortho P from ""Ortho P for all Irr. 2012 (in-lab testing)",1,False,1,0,0,,0,,0.0,physical_event_point_total,median,median
