Method,Scenario,Year,Analyte,Treatment,PointTotal_kg,n_replicate_plots,n_physical_events,annual_reporting_unit
ML,full_record_model_only,2015,NH4,ST,0.00395121086410825,2,12,mean_per_treatment_plot
ML,full_record_model_only,2015,NO2,CT,0.0545374915216565,2,12,mean_per_treatment_plot
ML,full_record_model_only,2015,NO2,MT,0.01520892542948535,2,12,mean_per_treatment_plot
ML,full_record_model_only,2015,NO2,ST,0.01572909342111185,2,12,mean_per_treatment_plot
ML,full_record_model_only,2015,NO3,CT,1.0602203681625655,2,12,mean_per_treatment_plot
ML,full_record_model_only,2015,NO3,MT,0.3752471764748204,2,12,mean_per_treatment_plot
ML,full_record_model_only,2015,NO3,ST,0.4257942231205122,2,12,mean_per_treatment_plot
ML,full_record_model_only,2015,OP,CT,0.017031087039360536,2,12,mean_per_treatment_plot
ML,full_record_model_only,2015,OP,MT,0.0038265424082515997,2,12,mean_per_treatment_plot
ML,full_record_model_only,2015,OP,ST,0.004793755646199973,2,12,mean_per_treatment_plot
ML,full_record_model_only,2015,Se,CT,0.0308580279264268,2,12,mean_per_treatment_plot
ML,full_record_model_only,2015,Se,MT,0.0047230186098575384,2,12,mean_per_treatment_plot
ML,full_record_model_only,2015,Se,ST,0.0044147668599076005,2,12,mean_per_treatment_plot
ML,full_record_model_only,2015,TDS,CT,0.1573452670911628,2,12,mean_per_treatment_plot
ML,full_record_model_only,2015,TDS,MT,0.03292478198056185,2,12,mean_per_treatment_plot
ML,full_record_model_only,2015,TDS,ST,0.034218368995133905,2,12,mean_per_treatment_plot
ML,full_record_model_only,2015,TKN,CT,0.16396544915598193,2,12,mean_per_treatment_plot
ML,full_record_model_only,2015,TKN,MT,0.025408240728767052,2,12,mean_per_treatment_plot
ML,full_record_model_only,2015,TKN,ST,0.02816569724429115,2,12,mean_per_treatment_plot
ML,full_record_model_only,2015,TN,CT,1.1376536268252568,2,12,mean_per_treatment_plot
ML,full_record_model_only,2015,TN,MT,0.3588359518525601,2,12,mean_per_treatment_plot
ML,full_record_model_only,2015,TN,ST,0.397303400956446,2,12,mean_per_treatment_plot
ML,full_record_model_only,2015,TP,CT,0.12269959329461555,2,12,mean_per_treatment_plot
ML,full_record_model_only,2015,TP,MT,0.01629836592068115,2,12,mean_per_treatment_plot
ML,full_record_model_only,2015,TP,ST,0.01662215811297725,2,12,mean_per_treatment_plot
ML,full_record_model_only,2015,TSS,CT,165.16156128422125,2,12,mean_per_treatment_plot
ML,full_record_model_only,2015,TSS,MT,11.316422391737639,2,12,mean_per_treatment_plot
ML,full_record_model_only,2015,TSS,ST,6.081964583203104,2,12,mean_per_treatment_plot
ML,full_record_model_only,2016,NH4,CT,0.00531859833647395,2,4,mean_per_treatment_plot
ML,full_record_model_only,2016,NH4,MT,0.0008766544827774,2,4,mean_per_treatment_plot
ML,full_record_model_only,2016,NH4,ST,0.0029372714140844,2,4,mean_per_treatment_plot
ML,full_record_model_only,2016,NO2,CT,0.02893671990773515,2,4,mean_per_treatment_plot
ML,full_record_model_only,2016,NO2,MT,0.00298717403319335,2,4,mean_per_treatment_plot
ML,full_record_model_only,2016,NO2,ST,0.00887465362529595,2,4,mean_per_treatment_plot
ML,full_record_model_only,2016,NO3,CT,0.4013988561753583,2,4,mean_per_treatment_plot
ML,full_record_model_only,2016,NO3,MT,0.045148604356988746,2,4,mean_per_treatment_plot
ML,full_record_model_only,2016,NO3,ST,0.11973261724827396,2,4,mean_per_treatment_plot
ML,full_record_model_only,2016,OP,CT,0.0008585877481935,2,4,mean_per_treatment_plot
ML,full_record_model_only,2016,OP,MT,0.000285804787081589,2,4,mean_per_treatment_plot
ML,full_record_model_only,2016,OP,ST,0.0005557814114727,2,4,mean_per_treatment_plot
ML,full_record_model_only,2016,Se,CT,0.00122398155226,2,4,mean_per_treatment_plot
ML,full_record_model_only,2016,Se,MT,1.42547376500783e-05,2,4,mean_per_treatment_plot
ML,full_record_model_only,2016,Se,ST,0.0002571827709693,2,4,mean_per_treatment_plot
ML,full_record_model_only,2016,TDS,CT,0.0571483690330049,2,4,mean_per_treatment_plot
ML,full_record_model_only,2016,TDS,MT,0.00519751567688305,2,4,mean_per_treatment_plot
ML,full_record_model_only,2016,TDS,ST,0.013040691891922451,2,4,mean_per_treatment_plot
ML,full_record_model_only,2016,TKN,CT,0.022236908119810397,2,4,mean_per_treatment_plot
ML,full_record_model_only,2016,TKN,MT,0.0013362014214737,2,4,mean_per_treatment_plot
ML,full_record_model_only,2016,TKN,ST,0.002310778593462938,2,4,mean_per_treatment_plot
ML,full_record_model_only,2016,TN,CT,0.37918043167862486,2,4,mean_per_treatment_plot
ML,full_record_model_only,2016,TN,MT,0.04298778503944441,2,4,mean_per_treatment_plot
ML,full_record_model_only,2016,TN,ST,0.1197659776311073,2,4,mean_per_treatment_plot
ML,full_record_model_only,2016,TP,CT,0.00952414835029285,2,4,mean_per_treatment_plot
ML,full_record_model_only,2016,TP,MT,0.00062990916192465,2,4,mean_per_treatment_plot
ML,full_record_model_only,2016,TP,ST,0.0016663970134721,2,4,mean_per_treatment_plot
ML,full_record_model_only,2016,TSS,CT,56.08691391198683,2,4,mean_per_treatment_plot
ML,full_record_model_only,2016,TSS,MT,2.8507304241999982,2,4,mean_per_treatment_plot
ML,full_record_model_only,2016,TSS,ST,10.060452708495276,2,4,mean_per_treatment_plot
ML,full_record_model_only,2017,NH4,CT,0.14621757082523223,2,12,mean_per_treatment_plot
ML,full_record_model_only,2017,NH4,MT,0.01984199200993135,2,12,mean_per_treatment_plot
ML,full_record_model_only,2017,NH4,ST,0.007301330767845101,2,12,mean_per_treatment_plot
ML,full_record_model_only,2017,NO2,CT,0.10943122669248478,2,12,mean_per_treatment_plot
ML,full_record_model_only,2017,NO2,MT,0.0306437661955648,2,12,mean_per_treatment_plot
ML,full_record_model_only,2017,NO2,ST,0.01885913208172505,2,12,mean_per_treatment_plot
ML,full_record_model_only,2017,NO3,CT,2.145407799459881,2,12,mean_per_treatment_plot
ML,full_record_model_only,2017,NO3,MT,0.7229104530393671,2,12,mean_per_treatment_plot
ML,full_record_model_only,2017,NO3,ST,0.5869795520805289,2,12,mean_per_treatment_plot
ML,full_record_model_only,2017,OP,CT,0.008418192760199051,2,12,mean_per_treatment_plot
ML,full_record_model_only,2017,OP,MT,0.005879448990416,2,12,mean_per_treatment_plot
ML,full_record_model_only,2017,OP,ST,0.00349635770115405,2,12,mean_per_treatment_plot
ML,full_record_model_only,2017,Se,CT,0.06095390574252815,2,12,mean_per_treatment_plot
ML,full_record_model_only,2017,Se,MT,0.007689449220464654,2,12,mean_per_treatment_plot
ML,full_record_model_only,2017,Se,ST,0.0026494821741123,2,12,mean_per_treatment_plot
ML,full_record_model_only,2017,TDS,CT,0.646093832914807,2,12,mean_per_treatment_plot
ML,full_record_model_only,2017,TDS,MT,0.1025028696942834,2,12,mean_per_treatment_plot
ML,full_record_model_only,2017,TDS,ST,0.065045402463798,2,12,mean_per_treatment_plot
ML,full_record_model_only,2017,TKN,CT,0.6983632266279265,2,12,mean_per_treatment_plot
ML,full_record_model_only,2017,TKN,MT,0.0978481399755734,2,12,mean_per_treatment_plot
ML,full_record_model_only,2017,TKN,ST,0.04710741291521771,2,12,mean_per_treatment_plot
ML,full_record_model_only,2017,TN,CT,1.0256166363015402,2,12,mean_per_treatment_plot
ML,full_record_model_only,2017,TN,MT,0.16311937897823045,2,12,mean_per_treatment_plot
ML,full_record_model_only,2017,TN,ST,0.10704573129330494,2,12,mean_per_treatment_plot
ML,full_record_model_only,2017,TP,CT,0.07643864866229519,2,12,mean_per_treatment_plot
ML,full_record_model_only,2017,TP,MT,0.0195634517647695,2,12,mean_per_treatment_plot
ML,full_record_model_only,2017,TP,ST,0.0118411645334863,2,12,mean_per_treatment_plot
ML,full_record_model_only,2017,TSS,CT,606.3533035175794,2,12,mean_per_treatment_plot
ML,full_record_model_only,2017,TSS,MT,32.745617689197225,2,12,mean_per_treatment_plot
ML,full_record_model_only,2017,TSS,ST,32.824308957761545,2,12,mean_per_treatment_plot
ML,full_record_model_only,2018,NH4,CT,0.014423910433747201,2,10,mean_per_treatment_plot
ML,full_record_model_only,2018,NH4,MT,0.00485807002897735,2,10,mean_per_treatment_plot
ML,full_record_model_only,2018,NH4,ST,0.0009338643388387246,2,10,mean_per_treatment_plot
ML,full_record_model_only,2018,NO2,CT,0.02914210650803925,2,10,mean_per_treatment_plot
ML,full_record_model_only,2018,NO2,MT,0.02813139583439685,2,10,mean_per_treatment_plot
ML,full_record_model_only,2018,NO2,ST,0.024757938729933898,2,10,mean_per_treatment_plot
ML,full_record_model_only,2018,NO3,CT,0.3427357910080919,2,10,mean_per_treatment_plot
ML,full_record_model_only,2018,NO3,MT,0.32483549152446717,2,10,mean_per_treatment_plot
ML,full_record_model_only,2018,NO3,ST,0.3271669107244726,2,10,mean_per_treatment_plot
ML,full_record_model_only,2018,OP,CT,0.0162681803133794,2,10,mean_per_treatment_plot
ML,full_record_model_only,2018,OP,MT,0.01991987043369235,2,10,mean_per_treatment_plot
ML,full_record_model_only,2018,OP,ST,0.018195223892679697,2,10,mean_per_treatment_plot
ML,full_record_model_only,2018,Se,CT,0.008501282299695503,2,10,mean_per_treatment_plot
ML,full_record_model_only,2018,Se,MT,0.002953878612417561,2,10,mean_per_treatment_plot
ML,full_record_model_only,2018,Se,ST,0.00151972925850355,2,10,mean_per_treatment_plot
ML,full_record_model_only,2018,TDS,CT,0.13411439689621552,2,10,mean_per_treatment_plot
ML,full_record_model_only,2018,TDS,MT,0.080943199728664,2,10,mean_per_treatment_plot
ML,full_record_model_only,2018,TDS,ST,0.07954274721757545,2,10,mean_per_treatment_plot
ML,full_record_model_only,2018,TKN,CT,0.2081420427044331,2,10,mean_per_treatment_plot
ML,full_record_model_only,2018,TKN,MT,0.1170379822785568,2,10,mean_per_treatment_plot
ML,full_record_model_only,2018,TKN,ST,0.10694321832074549,2,10,mean_per_treatment_plot
ML,full_record_model_only,2018,TN,CT,0.22106225151680964,2,10,mean_per_treatment_plot
ML,full_record_model_only,2018,TN,MT,0.12196557498032086,2,10,mean_per_treatment_plot
ML,full_record_model_only,2018,TN,ST,0.12212570084183191,2,10,mean_per_treatment_plot
ML,full_record_model_only,2018,TP,CT,0.034772702003078,2,10,mean_per_treatment_plot
ML,full_record_model_only,2018,TP,MT,0.022793092865157648,2,10,mean_per_treatment_plot
ML,full_record_model_only,2018,TP,ST,0.01968955699836015,2,10,mean_per_treatment_plot
ML,full_record_model_only,2018,TSS,CT,31.044198043547063,2,10,mean_per_treatment_plot
ML,full_record_model_only,2018,TSS,MT,13.60561789475217,2,10,mean_per_treatment_plot
ML,full_record_model_only,2018,TSS,ST,14.09387580240843,2,10,mean_per_treatment_plot
ML,full_record_model_only,2019,NH4,CT,0.0070219952720908,2,2,mean_per_treatment_plot
ML,full_record_model_only,2019,NH4,MT,0.00320349841044945,2,2,mean_per_treatment_plot
ML,full_record_model_only,2019,NH4,ST,0.00228466723216815,2,2,mean_per_treatment_plot
ML,full_record_model_only,2019,NO2,CT,0.0056979750514201,2,2,mean_per_treatment_plot
ML,full_record_model_only,2019,NO2,MT,0.0030209723648638503,2,2,mean_per_treatment_plot
ML,full_record_model_only,2019,NO2,ST,0.0035898307664119,2,2,mean_per_treatment_plot
ML,full_record_model_only,2019,NO3,CT,0.06780305660294339,2,2,mean_per_treatment_plot
ML,full_record_model_only,2019,NO3,MT,0.049542021899306246,2,2,mean_per_treatment_plot
ML,full_record_model_only,2019,NO3,ST,0.04938778307118545,2,2,mean_per_treatment_plot
ML,full_record_model_only,2019,OP,CT,0.003969812149820499,2,2,mean_per_treatment_plot
ML,full_record_model_only,2019,OP,MT,0.0017727965746739001,2,2,mean_per_treatment_plot
ML,full_record_model_only,2019,OP,ST,0.00189605804267475,2,2,mean_per_treatment_plot
ML,full_record_model_only,2019,Se,CT,0.0020972446628762503,2,2,mean_per_treatment_plot
ML,full_record_model_only,2019,Se,MT,0.00084172526917105,2,2,mean_per_treatment_plot
ML,full_record_model_only,2019,Se,ST,0.0007619310800316,2,2,mean_per_treatment_plot
ML,full_record_model_only,2019,TDS,CT,0.04308314481159025,2,2,mean_per_treatment_plot
ML,full_record_model_only,2019,TDS,MT,0.0271994954438357,2,2,mean_per_treatment_plot
ML,full_record_model_only,2019,TDS,ST,0.024725209769957,2,2,mean_per_treatment_plot
ML,full_record_model_only,2019,TKN,CT,0.0426776241709058,2,2,mean_per_treatment_plot
ML,full_record_model_only,2019,TKN,MT,0.02455673717922705,2,2,mean_per_treatment_plot
ML,full_record_model_only,2019,TKN,ST,0.022009316100403,2,2,mean_per_treatment_plot
ML,full_record_model_only,2019,TN,CT,0.06445831557365544,2,2,mean_per_treatment_plot
ML,full_record_model_only,2019,TN,MT,0.039488730962683,2,2,mean_per_treatment_plot
ML,full_record_model_only,2019,TN,ST,0.036713557040743805,2,2,mean_per_treatment_plot
ML,full_record_model_only,2019,TP,CT,0.0048576754525408005,2,2,mean_per_treatment_plot
ML,full_record_model_only,2019,TP,MT,0.00294960712249475,2,2,mean_per_treatment_plot
ML,full_record_model_only,2019,TP,ST,0.00242403547170215,2,2,mean_per_treatment_plot
ML,full_record_model_only,2019,TSS,CT,7.438340390302445,2,2,mean_per_treatment_plot
ML,full_record_model_only,2019,TSS,MT,5.730060734432259,2,2,mean_per_treatment_plot
ML,full_record_model_only,2019,TSS,ST,5.875833353703416,2,2,mean_per_treatment_plot
ML,full_record_model_only,2020,NH4,CT,0.04720140191528775,2,14,mean_per_treatment_plot
ML,full_record_model_only,2020,NH4,MT,0.02051887766999655,2,14,mean_per_treatment_plot
ML,full_record_model_only,2020,NH4,ST,0.015403812594976649,2,14,mean_per_treatment_plot
ML,full_record_model_only,2020,NO2,CT,0.032385824755137,2,14,mean_per_treatment_plot
ML,full_record_model_only,2020,NO2,MT,0.03201664731752845,2,14,mean_per_treatment_plot
ML,full_record_model_only,2020,NO2,ST,0.0320983000344011,2,14,mean_per_treatment_plot
ML,full_record_model_only,2020,NO3,CT,0.7775746582498625,2,14,mean_per_treatment_plot
ML,full_record_model_only,2020,NO3,MT,0.6916451246571098,2,14,mean_per_treatment_plot
ML,full_record_model_only,2020,NO3,ST,0.8300491701403729,2,14,mean_per_treatment_plot
ML,full_record_model_only,2020,OP,CT,0.01161324814764855,2,14,mean_per_treatment_plot
ML,full_record_model_only,2020,OP,MT,0.01505111015278005,2,14,mean_per_treatment_plot
ML,full_record_model_only,2020,OP,ST,0.012749820016974662,2,14,mean_per_treatment_plot
ML,full_record_model_only,2020,Se,CT,0.006516491878368715,2,14,mean_per_treatment_plot
ML,full_record_model_only,2020,Se,MT,0.0025284460294765494,2,14,mean_per_treatment_plot
ML,full_record_model_only,2020,Se,ST,0.0019295696339533578,2,14,mean_per_treatment_plot
ML,full_record_model_only,2020,TDS,CT,0.23673678102661044,2,14,mean_per_treatment_plot
ML,full_record_model_only,2020,TDS,MT,0.10634195388427099,2,14,mean_per_treatment_plot
ML,full_record_model_only,2020,TDS,ST,0.1049925953408313,2,14,mean_per_treatment_plot
ML,full_record_model_only,2020,TKN,CT,0.3201712568104015,2,14,mean_per_treatment_plot
ML,full_record_model_only,2020,TKN,MT,0.14055653665935616,2,14,mean_per_treatment_plot
ML,full_record_model_only,2020,TKN,ST,0.15254408631424998,2,14,mean_per_treatment_plot
ML,full_record_model_only,2020,TN,CT,0.39982829840922995,2,14,mean_per_treatment_plot
ML,full_record_model_only,2020,TN,MT,0.19501713885606242,2,14,mean_per_treatment_plot
ML,full_record_model_only,2020,TN,ST,0.1946366041835209,2,14,mean_per_treatment_plot
ML,full_record_model_only,2020,TP,CT,0.042433868930094654,2,14,mean_per_treatment_plot
ML,full_record_model_only,2020,TP,MT,0.025779403760424948,2,14,mean_per_treatment_plot
ML,full_record_model_only,2020,TP,ST,0.0280959202072061,2,14,mean_per_treatment_plot
ML,full_record_model_only,2020,TSS,CT,78.55215846745726,2,14,mean_per_treatment_plot
ML,full_record_model_only,2020,TSS,MT,17.589836724868235,2,14,mean_per_treatment_plot
ML,full_record_model_only,2020,TSS,ST,18.475969427728554,2,14,mean_per_treatment_plot
ML,full_record_model_only,2021,NH4,CT,0.058779745917176454,2,12,mean_per_treatment_plot
ML,full_record_model_only,2021,NH4,MT,0.01378032926697555,2,12,mean_per_treatment_plot
ML,full_record_model_only,2021,NH4,ST,0.0116116971244276,2,12,mean_per_treatment_plot
ML,full_record_model_only,2021,NO2,CT,0.02686003195773075,2,12,mean_per_treatment_plot
ML,full_record_model_only,2021,NO2,MT,0.01452754028224635,2,12,mean_per_treatment_plot
