draw,draw_id,Year,analyte,treatment,volume_L,conc_fw_mg_L,load_g
41,3476,2011,NH4,CT,413206.8528169798,-0.0688372914816171,-28.4440405695641
42,1948,2011,NH4,CT,410776.45771621435,0.0629850524555668,25.87277673676768
43,2580,2011,NH4,CT,395257.89173294953,0.03952418970168853,15.622247893942562
44,1530,2011,NH4,CT,417432.07884875254,0.06012082166892293,25.096359571353627
45,2604,2011,NH4,CT,400128.6171180813,0.1155998963555456,46.25482666773799
46,2937,2011,NH4,CT,390651.7407661418,0.24042821231124256,93.92369966867842
47,343,2011,NH4,CT,387849.4754713073,-0.004384080807204875,-1.7003634414982365
48,2630,2011,NH4,CT,412408.2729331342,0.1256602547407119,51.82332863395469
49,3193,2011,NH4,CT,399634.44076886226,0.1905782409617484,76.1616287494618
50,40,2011,NH4,CT,399568.44965588616,0.14203671927018044,56.75339171299433
51,3756,2011,NH4,CT,395359.4900930108,0.10150499654707595,40.13096367674478
52,537,2011,NH4,CT,400150.4156496753,0.019733555494337345,7.896390433305022
53,2423,2011,NH4,CT,406316.42589496047,0.18226677618088735,74.05798505721485
54,248,2011,NH4,CT,395558.32566193934,0.1670613173650652,66.08249497980306
55,1222,2011,NH4,CT,401419.1092555045,0.07848689972527398,31.506141375945578
56,2426,2011,NH4,CT,388646.3227672203,0.10874532150678934,42.263469321752794
57,2087,2011,NH4,CT,411017.15095179435,0.035312224265203224,14.513929811254648
58,2483,2011,NH4,CT,408733.21860202367,-0.020606486446572012,-8.422555529386356
59,2858,2011,NH4,CT,403570.9111128327,0.10765491333707725,43.44639146121731
60,1414,2011,NH4,CT,402070.0519682568,0.1136384316189485,45.690610106621826
61,1304,2011,NH4,CT,398574.726745585,0.08412787824331068,33.5312460825134
62,1696,2011,NH4,CT,404644.58291484055,0.11231731065274854,45.44859132319801
63,526,2011,NH4,CT,416694.62140632304,0.1434797576702492,59.78724330187547
64,2690,2011,NH4,CT,404541.3482015054,0.10903130206152625,44.1076699321354
65,1069,2011,NH4,CT,398399.8070487371,0.0668323462179854,26.625993837859777
66,1426,2011,NH4,CT,415004.32408583444,0.012929237480973991,5.365689461736848
67,22,2011,NH4,CT,400705.80729449796,0.07255534556086703,29.07334831649849
68,1742,2011,NH4,CT,393027.55168491753,0.1033144851261533,40.60543914271986
69,1766,2011,NH4,CT,405878.9063947587,0.16137804386300555,65.4999439592421
70,2241,2011,NH4,CT,408816.41624503955,0.12883546127563733,52.670051563982625
71,1395,2011,NH4,CT,385720.3768244315,0.00821788955448863,3.169807455658914
72,2547,2011,NH4,CT,415063.89162588853,0.01230288498776865,5.1064833212489775
73,1128,2011,NH4,CT,400430.09314407606,0.08029074927194353,32.150832209572
74,3398,2011,NH4,CT,404586.130035244,0.1168844189087662,47.28981470771602
75,983,2011,NH4,CT,405052.934289495,0.06347444534348143,25.710510338775322
76,1791,2011,NH4,CT,409801.5447844112,0.044906901007488224,18.402917404349306
77,1516,2011,NH4,CT,410288.6959070725,0.033277980218214445,13.65357910615256
78,3910,2011,NH4,CT,408762.90148497524,0.021656392226696384,8.852329722281079
79,1640,2011,NH4,CT,400757.9109035693,0.03694090747394741,14.804360906141213
80,1639,2011,NH4,CT,408948.7105347255,0.14116126319107847,57.72771655944455
81,843,2011,NH4,CT,399224.46441420214,0.07508205834953532,29.974594531709112
82,465,2011,NH4,CT,404495.0559703952,0.06484203713088614,26.228283438492234
83,996,2011,NH4,CT,404464.95961245813,0.11127218652387823,45.00570042837031
84,1549,2011,NH4,CT,388477.37954933,0.22507061911273007,87.43484432645873
85,3880,2011,NH4,CT,423493.769944808,0.049321471182177355,20.887335770164494
86,3801,2011,NH4,CT,410433.0982749626,0.06751821360281689,27.71170959899486
87,1200,2011,NH4,CT,408925.39799754886,0.07001285932464105,28.630036364275238
88,3417,2011,NH4,CT,403936.483691029,0.048353018545900274,19.53154828727807
89,3863,2011,NH4,CT,418768.5643848956,0.16229698872393222,67.96487697191269
90,1134,2011,NH4,CT,413351.67304576375,0.12765142170996277,52.76492873048343
91,84,2011,NH4,CT,395425.17425544426,0.12313417096100301,48.69035100905428
92,1895,2011,NH4,CT,402773.57346925756,0.049574222761570905,19.967186853638918
93,3101,2011,NH4,CT,404438.0452103768,0.061604824253444296,24.91533469659182
94,1165,2011,NH4,CT,406050.69107188005,0.08037594764458404,32.6367090866406
95,2300,2011,NH4,CT,420997.01820764935,0.15747118028793294,66.29489735485895
96,2781,2011,NH4,CT,413869.0429362409,0.010322038531654637,4.271972208246906
97,3959,2011,NH4,CT,405340.86326871894,0.1829679304033256,74.16437886017488
98,2668,2011,NH4,CT,396876.9484951405,0.06995096556971928,27.76192575959882
99,1328,2011,NH4,CT,394877.89027565904,0.15328078443455945,60.527192777316905
100,3617,2011,NH4,CT,418989.51633420726,0.07818957320427496,32.76061145923725
101,557,2011,NH4,CT,397146.0151085248,0.07842804777231008,31.147386645513965
102,1685,2011,NH4,CT,413144.08317969297,0.10351115803583417,42.76502248558302
103,287,2011,NH4,CT,412757.45124368137,0.10503900244086413,43.3556309286699
104,2662,2011,NH4,CT,408919.64004532667,0.06370133545690941,26.048727165446003
105,3217,2011,NH4,CT,396253.75997062086,0.15535899396603078,61.561585504292694
106,2377,2011,NH4,CT,407608.57383532706,0.029717487970994997,12.113102889825758
107,2535,2011,NH4,CT,388930.1770730653,0.1541298642386228,59.94575539057508
108,2903,2011,NH4,CT,403754.2909180112,0.08916305260685042,35.99996508136422
109,2899,2011,NH4,CT,409717.3313486235,0.18779751897537023,76.94389830848118
110,3702,2011,NH4,CT,398934.6745705732,0.11584304556218614,46.21380768261481
111,1522,2011,NH4,CT,409567.21766235447,0.041874684014373303,17.150497822257144
112,858,2011,NH4,CT,425525.52101832966,0.16237113327587993,69.09306108555546
113,1840,2011,NH4,CT,413466.0005933293,0.13683464486138794,56.57647335344663
114,2667,2011,NH4,CT,416065.23563207255,0.06550362672906283,27.253781889782854
115,576,2011,NH4,CT,402231.84887544834,0.1361617005560792,54.7685725606969
116,990,2011,NH4,CT,398376.8608913805,0.09181915419202079,36.57862641671888
117,3562,2011,NH4,CT,405836.41382999683,0.09577710105002013,38.869835217173396
118,3808,2011,NH4,CT,402252.354438178,0.09780454361530148,39.34210794400649
119,3071,2011,NH4,CT,419785.9639450044,0.0975894112199798,40.96666505980465
120,3175,2011,NH4,CT,395575.9254269748,0.10446103359886241,41.3222700369283
121,316,2011,NH4,CT,391570.0780772811,0.06437659854097286,25.207949717038524
122,1075,2011,NH4,CT,401514.68766350264,0.0643192333881459,25.82511690459733
123,733,2011,NH4,CT,404796.20812228834,0.11674987527483065,47.25990681000155
124,1314,2011,NH4,CT,397667.17940311687,0.05283582458287778,21.01107333331087
125,2698,2011,NH4,CT,423923.75420784275,0.08674184797713633,36.77192984139361
126,3997,2011,NH4,CT,401168.3757825134,0.05466626452952695,21.930376551407548
127,811,2011,NH4,CT,415904.6203995553,0.03980382652617015,16.55459536181655
128,955,2011,NH4,CT,409755.6519769806,0.22066821261618144,90.4200473311384
129,2330,2011,NH4,CT,404876.04175835603,0.16822861667901312,68.11173643148258
130,1167,2011,NH4,CT,410769.47242597723,0.08097370439338725,33.26152583404871
131,3514,2011,NH4,CT,398694.44257102796,-0.0376424515643821,-15.00783624346824
132,2333,2011,NH4,CT,392845.79237080726,0.07823591878918434,30.734651508595253
133,1706,2011,NH4,CT,396334.43384891236,0.09910003536345272,39.27675641018122
134,3120,2011,NH4,CT,396873.4292562522,0.08887883979134398,35.27364993630773
135,501,2011,NH4,CT,403599.4748252197,0.004614706455242442,1.8624931018084012
136,3788,2011,NH4,CT,402471.91799329733,0.09038136131429918,36.375959839011195
137,2559,2011,NH4,CT,405355.54119612963,0.021952883646452252,8.898723031323316
138,3367,2011,NH4,CT,398425.30426153063,0.11206746600982696,44.65051424278405
139,536,2011,NH4,CT,410404.2462627335,0.08474273456844661,34.778778106806215
140,2741,2011,NH4,CT,395819.29204776016,-0.032037437493985334,-12.681035827893641
141,988,2011,NH4,CT,418157.05550990463,0.29843527300646056,124.79281502067606
142,3286,2011,NH4,CT,416300.3826024375,0.08325080492900164,34.65734194390427
143,2785,2011,NH4,CT,392596.95073095977,0.0754688736092479,29.628849654090924
144,3411,2011,NH4,CT,401399.55649790994,0.003861478101933535,1.5499955975425121
145,3418,2011,NH4,CT,408406.51569527213,0.13038967949142982,53.25199468371813
146,3747,2011,NH4,CT,414546.07579491654,0.27490847568122956,113.96222979641595
147,1067,2011,NH4,CT,404915.4840526113,0.11475845913566003,46.4674770300476
148,1025,2011,NH4,CT,401394.2133985754,0.013170795505849334,5.286681101903885
149,29,2011,NH4,CT,403150.1551501859,0.014342899706627889,5.782342242030589
150,3662,2011,NH4,CT,391318.265505568,0.06774153054441324,26.508498235332247
151,1942,2011,NH4,CT,417142.9239451766,0.14308382776136408,59.68640628164344
152,838,2011,NH4,CT,398069.0411726434,0.06694695210440316,26.64950903363065
153,1820,2011,NH4,CT,405058.5740385848,0.06465797612302805,26.1902676086146
154,1652,2011,NH4,CT,407593.52553923125,0.05841788967608264,23.810753607636382
155,2281,2011,NH4,CT,392369.6756596166,0.06510635984448629,25.545761295559373
156,1317,2011,NH4,CT,410671.44368157163,0.10246654816167147,42.08008526262092
157,573,2011,NH4,CT,402837.30956705916,0.07066168031415464,28.465161187241684
158,1966,2011,NH4,CT,406806.21032290655,0.09816324593814027,39.933418073090294
159,369,2011,NH4,CT,410107.47219250456,0.18990142229527707,77.87999226327742
160,2499,2011,NH4,CT,411363.94695822254,0.17925961348872665,73.74094213492803
161,86,2011,NH4,CT,402062.68177320715,0.05415272252276535,21.772788842823392
162,1507,2011,NH4,CT,404958.1383437052,0.005429270695839009,2.198627353550998
163,2375,2011,NH4,CT,383459.2347539377,0.07347408069239915,28.17431475655645
164,1646,2011,NH4,CT,424290.68311357306,0.03706542510352672,15.726514537070333
165,355,2011,NH4,CT,403097.4991754398,0.1127669387175167,45.45607098670106
166,1843,2011,NH4,CT,384052.1791301113,0.13242742743841682,50.85904208431867
167,2860,2011,NH4,CT,406839.352340729,0.15166010862619064,61.701300369404
168,1073,2011,NH4,CT,409442.45834316843,-0.026167756903556456,-10.714190715918573
169,361,2011,NH4,CT,392681.5913597587,0.06687365844408466,26.260054617872125
170,1340,2011,NH4,CT,406261.2983771094,0.028497775956610516,11.57754346099256
171,1266,2011,NH4,CT,412314.89782339224,0.12591537386595547,51.91678450993567
172,3512,2011,NH4,CT,402800.3028096049,0.006938215139499861,2.794715159148729
173,2806,2011,NH4,CT,400895.7848887342,0.010569383125915563,4.237221144053663
174,1841,2011,NH4,CT,399870.7957975976,0.09568907991329424,38.263268534068885
175,2866,2011,NH4,CT,407412.5707540765,0.04842779208315993,19.7300912685441
176,247,2011,NH4,CT,409512.65761696466,0.14728008636468812,60.313059581259516
177,751,2011,NH4,CT,405850.7363665708,0.14230031736639542,57.752688588348306
178,219,2011,NH4,CT,413462.8420726381,0.1006365799302071,41.60948635441364
179,135,2011,NH4,CT,406888.35386300617,0.12732504529326394,51.807078084908866
180,111,2011,NH4,CT,394592.20733728586,0.11771312961593515,46.44868364773188
181,532,2011,NH4,CT,392286.7727805752,0.05656299478648967,22.188914683596533
182,2425,2011,NH4,CT,419284.06445457623,0.09858833296351677,41.33651695274439
183,408,2011,NH4,CT,396854.8059416462,0.12736825608509794,50.546704551777445
184,3123,2011,NH4,CT,402905.7555665665,0.0811967004629119,32.714617949521696
185,1589,2011,NH4,CT,394006.66614742106,0.08237910764174754,32.457917562124486
186,912,2011,NH4,CT,418635.4139150153,0.1151841254509175,48.22015403458389
187,2515,2011,NH4,CT,415819.3437432306,0.039159653757388446,16.283341526609398
188,3428,2011,NH4,CT,393835.4358519281,0.10708342160370951,42.17324601981271
189,2178,2011,NH4,CT,410254.3319180559,0.12697657178190866,52.09268862563201
190,3888,2011,NH4,CT,394347.2541854107,-0.04070697095656364,-16.052682222926133
191,3137,2011,NH4,CT,415119.5920733303,0.14274137587728802,59.25474172616572
192,1836,2011,NH4,CT,389465.7816730334,0.12185071643847618,47.456684525130264
193,359,2011,NH4,CT,408437.9838167586,0.18366548058085677,75.01595858518117
194,2153,2011,NH4,CT,399023.8010043376,-0.05790288257868427,-23.10462829565444
195,1148,2011,NH4,CT,399099.4960039986,0.14034159229704601,56.01025875414972
196,2042,2011,NH4,CT,398601.7820079378,0.1025778475172418,40.887712814911104
197,1101,2011,NH4,CT,414377.37778266345,0.21669899579736443,89.79516164664828
198,1242,2011,NH4,CT,392145.621825811,0.036588742695487494,14.348115256146544
199,3682,2011,NH4,CT,406833.9357427313,0.06814779365977013,27.724835106787832
200,1218,2011,NH4,CT,393822.2213683701,0.03306224477314304,13.020646679983976
201,19,2011,NH4,CT,399697.06490584026,0.07473744979120238,29.872339320091196
202,273,2011,NH4,CT,387235.3168240497,-0.01134382228056405,-4.392728614809934
203,418,2011,NH4,CT,406801.5082781448,0.09372073932695332,38.125738115147456
204,1995,2011,NH4,CT,384393.82365434634,0.09075331831148463,34.88501503507158
205,1567,2011,NH4,CT,399364.01116960717,0.0914137666203404,36.507368513621486
206,2467,2011,NH4,CT,411569.2082900136,0.019617188015252557,8.073830540313837
207,867,2011,NH4,CT,393732.36135451554,0.10680800667255028,42.05376867875207
208,686,2011,NH4,CT,411313.7108651742,0.1817699754169585,74.76448311262068
209,403,2011,NH4,CT,427461.51027591963,0.11085730368409456,47.38723045791933
210,1611,2011,NH4,CT,397241.427863774,0.029990564405311722,11.913494626806505
211,1040,2011,NH4,CT,388428.299234373,0.07985366752347639,31.01742426377102
212,1064,2011,NH4,CT,406871.1630853221,0.09354461197096313,38.06060507299092
213,1801,2011,NH4,CT,417673.4471417557,0.05771230479201195,24.104897284975298
214,818,2011,NH4,CT,397141.15311662224,0.10347354762112793,41.09360401932247
215,2652,2011,NH4,CT,394002.29387460265,0.06367287573239222,25.08725909615505
216,634,2011,NH4,CT,405482.8169637626,-0.07293836975026141,-29.57525563108049
217,664,2011,NH4,CT,401715.0430345655,1.8609395419645218e-4,0.07475674081850024
218,3210,2011,NH4,CT,409888.7390129318,0.09397414796105656,38.51894500757216
219,719,2011,NH4,CT,403453.20570366795,0.13648971548786107,55.067213259159125
220,500,2011,NH4,CT,399744.9686927536,0.09426356039491014,37.68138399893084
221,3045,2011,NH4,CT,416148.03505700803,0.03972838078647866,16.532887600289687
222,2809,2011,NH4,CT,389850.5145540672,0.10178478182259737,39.680849567313054
223,2720,2011,NH4,CT,401379.23385003686,0.06556276288292538,26.315531535040222
224,2277,2011,NH4,CT,420910.4957752905,0.08540979170170442,35.9498777692287
225,423,2011,NH4,CT,380753.27451253554,0.1266929288952393,48.2387475344462
226,421,2011,NH4,CT,408543.99929313944,0.09717825360825977,39.7015923734414
227,989,2011,NH4,CT,424126.97238528397,0.286332860080985,121.44148904056732
228,140,2011,NH4,CT,404413.51623252,0.05856713648795572,23.685341602764098
229,126,2011,NH4,CT,403684.45602335467,0.20217841691374333,81.61628425148749
230,3598,2011,NH4,CT,415544.8655752476,0.0944091224891296,39.231226113822444
231,3580,2011,NH4,CT,411450.7006778816,0.002427709385612144,0.9988827277523861
232,998,2011,NH4,CT,402155.2151612692,0.09241142838865721,37.163737867000656
233,3700,2011,NH4,CT,385585.9480974759,0.04716041523602142,18.18439342145197
234,3790,2011,NH4,CT,405857.1604774267,0.09418598522246834,38.226056519159876
235,2319,2011,NH4,CT,394065.2978021439,0.18617747898717354,73.36608370113292
236,1154,2011,NH4,CT,405268.87645665614,0.14974970122337822,60.68889316451843
237,2625,2011,NH4,CT,402858.34851904865,0.06354207917253882,25.598457076915626
238,1536,2011,NH4,CT,413338.81112789037,0.05812153391878513,24.02388573092
239,3523,2011,NH4,CT,385801.61253833864,0.1048631174375143,40.456359803190196
240,504,2011,NH4,CT,410416.19423515536,0.1088552950322888,44.675975909496984
241,1481,2011,NH4,CT,401819.41491708864,0.134994408323416,54.24337416959358
242,358,2011,NH4,CT,403044.3279613212,0.010974884199091265,4.423364826476062
243,785,2011,NH4,CT,415957.59666629834,0.14364625496028774,59.75075098339562
244,2175,2011,NH4,CT,407747.4449324729,0.11604492238567861,47.31702060014758
245,2693,2011,NH4,CT,409502.23473339976,0.11447257146495218,46.876773830576724
246,3113,2011,NH4,CT,404313.1106740142,-0.014897556813636713,-6.023277536764314
247,3035,2011,NH4,CT,396806.29550687084,0.11257111823863301,44.66892840933791
248,1572,2011,NH4,CT,414054.19751867675,0.06600545349913176,27.329835080439334
249,305,2011,NH4,CT,388200.8742451697,0.06751666322410038,26.210027689712465
250,1833,2011,NH4,CT,401919.0018802235,0.11350194720583288,45.61858933243018
251,2461,2011,NH4,CT,413803.224921947,0.0623615047365417,25.805391770966228
252,981,2011,NH4,CT,408227.9352639704,0.049592458092625497,20.245026771817486
253,2624,2011,NH4,CT,405561.454326944,0.132968553956772,53.92692012245918
254,129,2011,NH4,CT,400010.55456345703,0.1027064271277781,41.083654872613806
255,309,2011,NH4,CT,408778.0064392899,0.11984578106536413,48.99031946405915
256,3972,2011,NH4,CT,395184.6306655734,0.18002602145167398,71.14351679757237
257,3050,2011,NH4,CT,411293.7144873467,0.05885457766590416,24.20651786279376
258,441,2011,NH4,CT,404535.79194128903,0.10951837683751214,44.3041033060875
259,2904,2011,NH4,CT,399560.061556065,0.08342433090997546,33.33303079366333
260,3189,2011,NH4,CT,408775.86670638935,0.127104835585235,51.957389328927555
261,3746,2011,NH4,CT,412241.74419202603,0.2736084693436459,112.79283262793507
262,470,2011,NH4,CT,407481.03774216515,0.09533908275768437,38.848868379487385
263,3686,2011,NH4,CT,415341.1763087782,0.029414633121485814,12.217108321369066
264,2610,2011,NH4,CT,394807.0848956768,0.06216426005111871,24.542890295478955
265,1360,2011,NH4,CT,419606.30465334095,0.07798233066675347,32.72187759933133
266,1822,2011,NH4,CT,417004.60945196915,0.1172010874870597,48.8733937148874
267,1790,2011,NH4,CT,414871.08600197994,0.11612198834034498,48.17565541146818
268,349,2011,NH4,CT,408611.8756859723,-0.010823203797801904,-4.422489604751375
269,3144,2011,NH4,CT,416905.47783018404,0.09976716263263304,41.593476609119556
270,894,2011,NH4,CT,401815.9442107203,0.12483088408500553,50.15903955527548
271,590,2011,NH4,CT,411655.26820957824,0.19474312040082822,80.16703146057313
272,1956,2011,NH4,CT,400581.6519955885,0.11614833954480122,46.52689373140101
273,474,2011,NH4,CT,416393.9313589473,0.018919541779879517,7.877982381233887
274,2216,2011,NH4,CT,404945.5692702361,0.13789551385399038,55.84017735741587
275,2549,2011,NH4,CT,401117.1066155109,0.08949090110804563,35.89633132087408
276,3775,2011,NH4,CT,414580.51517287624,-0.01852440135199014,-7.679855855777197
277,2888,2011,NH4,CT,380193.93140184233,0.1577786143512101,59.98647168132171
278,952,2011,NH4,CT,404917.5275886384,0.07305303313947091,29.580453561685427
279,455,2011,NH4,CT,410321.1950644298,0.03839865416522901,15.75578166594251
280,3768,2011,NH4,CT,401479.8013567892,0.08424232056915466,33.82159012793917
281,2404,2011,NH4,CT,389978.26568436634,0.06337902792442418,24.716443390727967
282,3697,2011,NH4,CT,400089.56980050413,0.10498558508926101,42.00363757361666
283,3306,2011,NH4,CT,402000.9108510965,0.034523400035988916,13.878438260144321
284,3556,2011,NH4,CT,407564.1150842214,-0.13518967265930973,-55.09845930591713
285,3952,2011,NH4,CT,412520.4863131071,0.024993672164912523,10.31040179622008
286,2121,2011,NH4,CT,404956.1187163591,-0.020213642445253147,-8.185638189749968
287,3611,2011,NH4,CT,409563.75514612056,-0.0014885373705632171,-0.6096509551632036
288,1577,2011,NH4,CT,409930.9271803886,0.1401278910395678,57.44275629768249
289,15,2011,NH4,CT,395891.189360097,0.08143474114086077,32.23929652548699
290,3513,2011,NH4,CT,406060.8235509254,-0.06441842885821668,-26.157800274024165
291,3366,2011,NH4,CT,404183.7828277018,0.059637190028201864,24.104385062813126
292,62,2011,NH4,CT,413179.79601050296,0.04239372995095093,17.516232693258253
293,390,2011,NH4,CT,413434.2778658198,0.043494258687514435,17.98201743178169
294,1668,2011,NH4,CT,408873.10584604647,0.17959797133485747,73.4327803433324
295,1059,2011,NH4,CT,396609.5511376459,-0.009576614511860681,-3.7981767829673303
296,381,2011,NH4,CT,399400.6075447687,0.050265152013831874,20.075932252654606
297,1891,2011,NH4,CT,408008.30982967094,0.04789173860808859,19.540227324290623
298,2125,2011,NH4,CT,404930.9734502761,0.10409305566833171,42.15050236119134
299,3978,2011,NH4,CT,412695.1123101437,0.1377128017383711,56.83340017996162
300,1351,2011,NH4,CT,397969.41283461335,0.07863042445585082,31.292503851631373
301,2713,2011,NH4,CT,407880.0187384474,0.0805325538096228,32.84761955692397
302,2079,2011,NH4,CT,427633.5196175827,0.07406901745053261,31.67439462698741
303,2597,2011,NH4,CT,386488.1036901313,0.055540002360188766,21.46555019113477
304,2012,2011,NH4,CT,411276.551904866,0.16991263643039584,69.88108323615832
305,2791,2011,NH4,CT,392763.369486255,0.014001277637571712,5.499188982045218
306,1052,2011,NH4,CT,392705.3058794922,0.08744970215193885,34.341962032647636
307,2110,2011,NH4,CT,398653.8535435902,0.04522946600843625,18.030900917981935
308,1172,2011,NH4,CT,395408.4962146368,0.05236049709760278,20.70378541841397
309,797,2011,NH4,CT,400269.4723453494,0.09370547523953679,37.50744112999959
310,3199,2011,NH4,CT,399075.2522857371,-0.04497453888373116,-17.948225451459706
311,3942,2011,NH4,CT,411425.0400971753,-3.210050152375539e-4,-0.13206950126550498
312,1596,2011,NH4,CT,407021.92892661225,0.06969780297313358,28.368534208071797
313,961,2011,NH4,CT,414375.4266390939,-0.025443480136430986,-10.5431529367169
314,3356,2011,NH4,CT,412601.08654983353,0.11604815054205346,47.88159300574991
315,334,2011,NH4,CT,411210.5690035523,-0.02152011808548719,-8.849300002956825
316,3699,2011,NH4,CT,399283.1844450728,0.03932073989776766,15.700110241117097
317,1292,2011,NH4,CT,410915.1188656676,0.10022450031416213,41.18376245984607
318,2141,2011,NH4,CT,401561.89025850745,0.03129828418678321,12.568198159892617
319,3408,2011,NH4,CT,408199.3830847177,0.08840260526424441,36.085888931946386
320,3372,2011,NH4,CT,403649.6670557569,0.1115325637810982,45.02008223611526
321,2762,2011,NH4,CT,391273.33790301817,0.11772788965239614,46.06378434857123
322,610,2011,NH4,CT,415142.86779110704,0.061165508968687436,25.39242480316358
323,3354,2011,NH4,CT,405026.00068029,0.13702962982431088,55.50056294244123
324,1265,2011,NH4,CT,399033.0549835679,0.17324608782755516,69.13091568978086
325,2081,2011,NH4,CT,405060.64041475713,0.07037003529112211,28.50413156103098
326,3068,2011,NH4,CT,399996.6007873537,0.1579697195993871,63.18735086708625
327,2485,2011,NH4,CT,389589.7805322985,0.006726846080577177,2.6207104882066146
328,3741,2011,NH4,CT,389386.78421181673,0.1081180156282554,42.099726420849315
329,3840,2011,NH4,CT,412222.03980015696,0.049129748481984155,20.252365134112175
330,2265,2011,NH4,CT,400045.26689739525,0.05451915318115832,21.810129185376457
331,2840,2011,NH4,CT,426094.18316543545,0.02738219469535564,11.667393881994482
332,2853,2011,NH4,CT,405051.8932574879,0.12921045169824788,52.336938089030504
333,2156,2011,NH4,CT,410290.60924697923,0.1357485880250351,55.696370885208836
334,3766,2011,NH4,CT,410311.5718628147,0.14416686045919783,59.153331125540525
335,1294,2011,NH4,CT,407309.5799122923,0.2330084647357061,94.90657988750863
336,3824,2011,NH4,CT,408731.71393978596,0.12938644155665407,52.88434201802117
337,2257,2011,NH4,CT,405535.24443549954,0.06269878669558383,25.426567788402835
338,3055,2011,NH4,CT,404910.88475279417,-0.009023098892221382,-3.6535509556613164
339,1362,2011,NH4,CT,392975.99915161217,0.0070503764618367855,2.770628734485319
340,1633,2011,NH4,CT,406555.9277861207,0.08285203356150118,33.68398537356292
341,1760,2011,NH4,CT,406597.8433907282,0.06998575093092914,28.456055396596437
342,1608,2011,NH4,CT,399319.69955572503,0.16539473845002356,66.04537726596112
343,3816,2011,NH4,CT,404075.5151001854,0.018384267443082036,7.428632336802942
344,568,2011,NH4,CT,395564.7185416714,0.10046291784923359,39.73958582290714
345,1002,2011,NH4,CT,405192.4323244002,0.034617231234128146,14.02664012409258
346,743,2011,NH4,CT,416609.5511828384,-0.0038103707004826476,-1.5874368273683133
347,1735,2011,NH4,CT,390136.49756722274,0.12180312823852417,47.519845843709106
348,3506,2011,NH4,CT,409023.60624576267,0.13256258002047236,54.22122453321609
349,2816,2011,NH4,CT,412561.049696292,0.09889763212721409,40.80131092288117
