_wq_idx,Date,Year,Irrigation,Rep,Treatment,InflowOutflow,SampleID,FF,Composite,Duplicate,Flag,NoRunoff,Volume,SampleMethod,MeasureMethod,IrrMethod,FlumeMethod,TSSMethod,Lab,Notes,Analyte,Result_mg_L,Inflow_Result_mg_L,Inflow_Flag,Inflow_Volume,Has_Inflow,MDL_Provided,RL_Provided,RLMDL_Provided_Units,RLMDL_Method,MDL_mg_L,RL_mg_L,RLMDL_Source,RLMDL_Assumed,PlantDate,HarvestDate,SeasonYear,Crop,PreviousHarvestDate,previous_crop,CumAll_STIR_toDate,Season_STIR_toDate,Season_STIR_StartDate,Season_STIR_LeftCensored,Season_STIR_BoundaryDayCarryover,PlantCalendarYear,ResidueAssignmentEligible,ResidueMeasurementDate,ResidueModelDate,ResidueModelDateSource,Residue_STIR_toMeasurement,Residue_STIR_LeftCensored,Residue_STIR_StartDate,Residue_STIR_BoundaryDayCarryover,ResidueYear,Residue_PercentCover,Residue_DryMass_kg_m2,Residue_n,Result_is_nd,Result_mg_L_cens,Result_lod_mg_L,Inflow_is_nd,Inflow_Result_mg_L_cens,Inflow_lod_mg_L,analyte_abbr,cout_z,cin_z,stir_season_z,stir_cumall_z,volume_z,IRR_z,inflow_volume_z,residue_prop,residue_obs,PhysicalEventID,ConcentrationObservationID,EventDate,ObservationDate,orig_row,mod_row,A,B,S,Fu,irr_num,cin_std,vin_std,dup,Y,Cr,PrevCr,drymass_kg_m2,drymass_log,irr_z,drymass_log_z,RES_input,physical_event_index,FurrowTireCompaction,event_analyte_index,residue_unit_id,coalesced_lod_mg_L,model_treatment
3913,2022-06-29,2022,2,1,CT,OUT,CT1-02-LC,FALSE,TRUE,0,NA,FALSE,NA,LC,Etape,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",NA,TKN,0,0,NA,79557.33,TRUE,NA,NA,NA,NA,NA,NA,ALS_pre2023,FALSE,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,2481.29375,256.47374999999965,2021-10-22,FALSE,0,2022,TRUE,NA,2022-04-29,PlantDate proxy,223.97374999999963,FALSE,2021-10-22,0,2022,5.666666666666667,0.00816666666666666,3,1,NA,NA,1,NA,NA,TKN,-0.5167431970808276,-0.38123819194325936,2.0002396800026423,1.5921492986757586,NA,-0.8192234335968713,-0.7173234627874815,0.05666666666666667,1,PE_5ae2ded12c8023b32c0a,CO_945ff8d08865c1e62ddd,2022-06-29,2022-06-29,2769,1980,7,1,6,3,2,-0.38123819194325936,-0.7173234627874815,0,12,3,3,0.00816666666666666,-4.807694450099566,-0.7978509921679662,-1.190812808475889,0.05666666666666667,194,0,1937,67,NA,missing concentration; latent state predicted without observation likelihood
3914,2022-06-29,2022,2,1,CT,OUT,CT1-02-LC-D,FALSE,TRUE,1,NA,FALSE,NA,LC,Etape,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",NA,TKN,0,0,NA,79557.33,TRUE,NA,NA,NA,NA,NA,NA,ALS_pre2023,FALSE,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,2481.29375,256.47374999999965,2021-10-22,FALSE,0,2022,TRUE,NA,2022-04-29,PlantDate proxy,223.97374999999963,FALSE,2021-10-22,0,2022,5.666666666666667,0.00816666666666666,3,1,NA,NA,1,NA,NA,TKN,-0.5167431970808276,-0.38123819194325936,2.0002396800026423,1.5921492986757586,NA,-0.8192234335968713,-0.7173234627874815,0.05666666666666667,1,PE_5ae2ded12c8023b32c0a,CO_1b0c00bf165404fa5094,2022-06-29,2022-06-29,2770,1981,7,1,6,3,2,-0.38123819194325936,-0.7173234627874815,1,12,3,3,0.00816666666666666,-4.807694450099566,-0.7978509921679662,-1.190812808475889,0.05666666666666667,194,0,1937,67,NA,missing concentration; latent state predicted without observation likelihood
3931,2022-07-13,2022,3,1,CT,OUT,CT1-03-LC,FALSE,TRUE,0,NA,FALSE,NA,LC,Etape,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",NA,TKN,0,0,NA,108928.47,TRUE,NA,NA,NA,NA,NA,NA,ALS_pre2023,FALSE,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,2481.29375,256.47374999999965,2021-10-22,FALSE,0,2022,TRUE,NA,2022-04-29,PlantDate proxy,223.97374999999963,FALSE,2021-10-22,0,2022,5.666666666666667,0.00816666666666666,3,1,NA,NA,1,NA,NA,TKN,-0.5167431970808276,-0.38123819194325936,2.0002396800026423,1.5921492986757586,NA,-0.3232990944538781,0.1326497561666532,0.05666666666666667,1,PE_db44df4caa1727e348be,CO_b1eaff1b4d8e1425aa1b,2022-07-13,2022-07-13,2839,2030,7,1,6,3,3,-0.38123819194325936,0.1326497561666532,0,12,3,3,0.00816666666666666,-4.807694450099566,-0.34864317536685185,-1.190812808475889,0.05666666666666667,444,0,4437,67,NA,missing concentration; latent state predicted without observation likelihood
3932,2022-07-13,2022,3,1,CT,OUT,CT1-03-LC-D,FALSE,TRUE,1,NA,FALSE,NA,LC,Etape,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",NA,TKN,0,0,NA,108928.47,TRUE,NA,NA,NA,NA,NA,NA,ALS_pre2023,FALSE,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,2481.29375,256.47374999999965,2021-10-22,FALSE,0,2022,TRUE,NA,2022-04-29,PlantDate proxy,223.97374999999963,FALSE,2021-10-22,0,2022,5.666666666666667,0.00816666666666666,3,1,NA,NA,1,NA,NA,TKN,-0.5167431970808276,-0.38123819194325936,2.0002396800026423,1.5921492986757586,NA,-0.3232990944538781,0.1326497561666532,0.05666666666666667,1,PE_db44df4caa1727e348be,CO_bcbbc9eada524a09e5e5,2022-07-13,2022-07-13,2840,2031,7,1,6,3,3,-0.38123819194325936,0.1326497561666532,1,12,3,3,0.00816666666666666,-4.807694450099566,-0.34864317536685185,-1.190812808475889,0.05666666666666667,444,0,4437,67,NA,missing concentration; latent state predicted without observation likelihood
3938,2022-07-14,2022,3,2,CT,OUT,CT2-03-LC-D,FALSE,TRUE,1,NA,FALSE,NA,LC,Etape,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",NA,TKN,0,0,NA,90139.87,TRUE,NA,NA,NA,NA,NA,NA,ALS_pre2023,FALSE,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,2481.29375,256.47374999999965,2021-10-22,FALSE,0,2022,TRUE,NA,2022-04-29,PlantDate proxy,223.97374999999963,FALSE,2021-10-22,0,2022,8,0.01766666666666666,3,1,NA,NA,1,NA,NA,TKN,-0.5167431970808276,-0.38123819194325936,2.0002396800026423,1.5921492986757586,NA,-0.3232990944538781,-0.4110746897228036,0.08,1,PE_eb7e4b7d6a65d5aa6a4b,CO_1cac2e47c58f84d0b8e1,2022-07-14,2022-07-14,2882,2061,7,2,6,3,3,-0.38123819194325936,-0.4110746897228036,1,12,3,3,0.01766666666666666,-4.036075654098125,-0.34864317536685185,-0.7404705520946357,0.08,483,0,4827,68,NA,missing concentration; latent state predicted without observation likelihood
3949,2022-07-26,2022,4,1,CT,OUT,CT1-04-LC,FALSE,TRUE,0,NA,FALSE,NA,LC,Etape,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",NA,TKN,0,0,NA,103902.33,TRUE,NA,NA,NA,NA,NA,NA,ALS_pre2023,FALSE,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,2481.29375,256.47374999999965,2021-10-22,FALSE,0,2022,TRUE,NA,2022-04-29,PlantDate proxy,223.97374999999963,FALSE,2021-10-22,0,2022,5.666666666666667,0.00816666666666666,3,1,NA,NA,1,NA,NA,TKN,-0.5167431970808276,-0.38123819194325936,2.0002396800026423,1.5921492986757586,NA,0.17262524468911514,-0.01280201706088015,0.05666666666666667,1,PE_074f45d65401c8fdb3f5,CO_f8a789591ad8dac092a4,2022-07-26,2022-07-26,2923,2090,7,1,6,3,4,-0.38123819194325936,-0.01280201706088015,0,12,3,3,0.00816666666666666,-4.807694450099566,0.10056464143426248,-1.190812808475889,0.05666666666666667,20,0,197,67,NA,missing concentration; latent state predicted without observation likelihood
3950,2022-07-26,2022,4,1,CT,OUT,CT1-04-LC-D,FALSE,TRUE,1,NA,FALSE,NA,LC,Etape,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",NA,TKN,0,0,NA,103902.33,TRUE,NA,NA,NA,NA,NA,NA,ALS_pre2023,FALSE,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,2481.29375,256.47374999999965,2021-10-22,FALSE,0,2022,TRUE,NA,2022-04-29,PlantDate proxy,223.97374999999963,FALSE,2021-10-22,0,2022,5.666666666666667,0.00816666666666666,3,1,NA,NA,1,NA,NA,TKN,-0.5167431970808276,-0.38123819194325936,2.0002396800026423,1.5921492986757586,NA,0.17262524468911514,-0.01280201706088015,0.05666666666666667,1,PE_074f45d65401c8fdb3f5,CO_6aea7c4f81ebe6ea46c5,2022-07-26,2022-07-26,2924,2091,7,1,6,3,4,-0.38123819194325936,-0.01280201706088015,1,12,3,3,0.00816666666666666,-4.807694450099566,0.10056464143426248,-1.190812808475889,0.05666666666666667,20,0,197,67,NA,missing concentration; latent state predicted without observation likelihood
3946,2022-07-27,2022,4,2,CT,OUT,CT2-FF-04-GB,TRUE,FALSE,0,NA,FALSE,NA,GB,Etape,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",NA,TKN,0,0,NA,89491.62,TRUE,NA,NA,NA,NA,NA,NA,ALS_pre2023,FALSE,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,2481.29375,256.47374999999965,2021-10-22,FALSE,0,2022,TRUE,NA,2022-04-29,PlantDate proxy,223.97374999999963,FALSE,2021-10-22,0,2022,8,0.01766666666666666,3,1,NA,NA,1,NA,NA,TKN,-0.5167431970808276,-0.38123819194325936,2.0002396800026423,1.5921492986757586,NA,0.17262524468911514,-0.4298344361673413,0.08,1,PE_c409fdcd758dbf3b86bb,CO_a1ec6a90e80323bd3541,2022-07-27,2022-07-27,2958,2115,7,2,1,3,4,-0.38123819194325936,-0.4298344361673413,0,12,3,3,0.01766666666666666,-4.036075654098125,0.10056464143426248,-0.7404705520946357,0.08,407,0,4067,68,NA,missing concentration; latent state predicted without observation likelihood
3967,2022-08-10,2022,5,1,CT,OUT,CT1-05-LC,FALSE,TRUE,0,NA,FALSE,NA,LC,Etape,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Fort Collins, CO; TKN subcontracted to ALS Holland, MI",NA,TKN,0,0,NA,106443.9,TRUE,NA,NA,NA,NA,NA,NA,ALS_pre2023,FALSE,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,2481.29375,256.47374999999965,2021-10-22,FALSE,0,2022,TRUE,NA,2022-04-29,PlantDate proxy,223.97374999999963,FALSE,2021-10-22,0,2022,5.666666666666667,0.00816666666666666,3,1,NA,NA,1,NA,NA,TKN,-0.5167431970808276,-0.38123819194325936,2.0002396800026423,1.5921492986757586,NA,0.6685495838321084,0.0607486327980376,0.05666666666666667,1,PE_df160c088a0a2ccf4d3e,CO_55ecc32900707ba17969,2022-08-10,2022-08-10,2979,2130,7,1,6,3,5,-0.38123819194325936,0.0607486327980376,0,12,3,3,0.00816666666666666,-4.807694450099566,0.5497724582353768,-1.190812808475889,0.05666666666666667,453,0,4527,67,NA,missing concentration; latent state predicted without observation likelihood
4003,2022-08-23,2022,7,1,CT,OUT,CT1-06-LC,NA,NA,0,NA,NA,NA,LC,Etape,Siphon,7 V,NA,"ALS, Holland, MI","The true 6th irrigation (above) was scrapped, causing this event to technically be the 7th irrigation, although the labels say 6th.",TKN,0,0,H,114688.22,TRUE,NA,NA,NA,NA,NA,NA,ALS_pre2023,FALSE,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,2481.29375,256.47374999999965,2021-10-22,FALSE,0,2022,TRUE,NA,2022-04-29,PlantDate proxy,223.97374999999963,FALSE,2021-10-22,0,2022,5.666666666666667,0.00816666666666666,3,1,NA,NA,1,NA,NA,TKN,-0.5167431970808276,-0.38123819194325936,2.0002396800026423,1.5921492986757586,NA,1.6603982621180948,0.29933151410560543,0.05666666666666667,1,PE_32d4186ac5b7c925427a,CO_43871a4ea259ce408e91,2022-08-23,2022-08-23,3151,2253,7,1,6,3,7,-0.38123819194325936,0.29933151410560543,0,12,3,3,0.00816666666666666,-4.807694450099566,1.4481880918376056,-1.190812808475889,0.05666666666666667,113,0,1127,67,NA,missing concentration; latent state predicted without observation likelihood
