response,feature,importance_mean,importance_sd,feature_label,importance_unit,interpretation_warning
Concentration model,Lab,0.2638848228507674,0.1145784037947402,Lab,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Concentration model,Inflow_Flag,0.2482591904126548,0.1229245389555135,Inflow Flag,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Concentration model,Treatment,0.2292517443247833,0.0757394877900757,Treatment identity,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Concentration model,Duplicate,0.2182782444885441,0.0659816741337588,Duplicate,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Concentration model,TSSMethod,0.2166291465430731,0.1179600762351784,TSSMethod,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Concentration model,FlumeMethod,0.2055546732488194,0.0757437324085488,Flume method,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Concentration model,Composite,0.1956828619468542,0.0629496557504008,Composite,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Concentration model,Flag,0.1160066660245171,0.035745036379198,Flag,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Volume model,DaysUntilHarvest,15.282931472723256,5.04283127145359,Days until harvest,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Volume model,CumAll_STIR_toDate,10.524285027673246,3.277355600774994,Cumulative STIR to date,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Volume model,DaysSincePlant,9.603375581615312,5.564798775258154,Days since planting,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Volume model,DayOfYear,5.487121817115718,2.4024563059228408,Day of year,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Volume model,event_logC_NO3,5.475109318081799,2.63409949444698,Same-event nitrate concentration,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Volume model,event_n_conc_obs,4.894911382321458,3.493857572274594,Same-event concentration count,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Volume model,Inflow_Volume,4.003854150148946,2.036811341963867,Inflow volume,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Volume model,FlumeMethod,3.987105532295597,1.9764272892274468,Flume method,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Volume model,event_logC_TP,3.5121146251787376,1.7153159060711436,Same-event total phosphorus concentration,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Volume model,MeasureMethod,3.221474737705117,1.1622217502381345,Volume measurement method,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Volume model,event_mean_logC_all,2.7854179100757404,1.538702786342495,Mean same-event log concentration,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Volume model,event_logC_OP,2.5140294068774907,1.0577815802065818,event logC OP,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Volume model,Treatment,2.255843613681288,1.1197538281238528,Treatment identity,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Volume model,event_max_logC_all,2.2443677307813896,1.367517706705159,Maximum same-event log concentration,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Volume model,residue_prop,2.1342754505570785,1.01894948308887,Residue proportion,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Volume model,event_logC_TN,2.1213489052363705,1.0334090003376326,event logC TN,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Volume model,SeasonYear,2.0868302798838427,1.0852460106174535,SeasonYear,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Volume model,Rep,1.881476137718996,0.5379023127932613,Rep,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Volume model,Season_STIR_toDate,1.8749486122200576,0.7149494617004867,Season STIR to date,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Volume model,Year,1.8282979917542412,0.8828503188125001,Year,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Volume model,previous_crop,1.698309382413609,0.6680491318063894,previous crop,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Volume model,event_logC_TSS,1.6814896678576614,0.7623383294140875,event logC TSS,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Volume model,event_logC_TDS,1.5131755178832742,1.0161099671389506,event logC TDS,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Volume model,Irrigation,1.4111282429151597,0.5367180276200778,Irrigation,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Volume model,Residue_DryMass_kg_m2,1.106906656139883,0.438634442124908,Residue dry mass,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Volume model,event_logC_NO2,1.10183399614747,0.8228314513616435,event logC NO2,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Volume model,event_logC_TKN,1.0193973826662397,0.3633178454953154,event logC TKN,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Volume model,Crop,0.9680669478460594,1.0461787526702169,Crop,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Volume model,IrrMethod,0.943274211958295,1.152956192140138,IrrMethod,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Volume model,event_logC_Se,0.3373459723525904,0.1891405721606611,event logC Se,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Volume model,event_logC_TSP,0.2064586559762638,0.2095784128482257,event logC TSP,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Volume model,event_logC_ICP,0.1681908675810922,0.1149092970360857,event logC ICP,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Volume model,event_logC_NH4,0.0974250422602272,0.0493385543807651,event logC NH4,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Volume model,event_logC_NPOC,0.0278777723564505,0.0170877877461913,event logC NPOC,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
Volume model,event_logC_NOx,0.0,0.0,event logC NOx,CatBoost importance,"Descriptive, noncausal model-use measure; not a management effect or environmental mechanism."
